,MSSR_1.0,Turnover,PctOfHomesIncreasingInValues,mimi,HS_StudentTeachRatio,MS_StudentTeachRatio,count_metro_bus_km,PriceIndex,FreddieMac15yr,distance_public_school_arts_center_km,MSSR_2.0,ListDate_dt_month,HSSR_1.0,CloseDate_dt_month,qcut_CloseDate_dt_month
4210,1.0,8.0379,89.23,79.3,10.7,10.7,103,195.9526553,3.27,1.8901301695,0.0,6,0.0,9,0
4211,1.0,7.7522,96.57,79.8,10.7,10.7,103,188.9390719,3.35,1.8901301695,0.0,2,0.0,2,0
4212,1.0,8.3231,66.31,78.8,10.7,10.7,103,194.1442297,3.21,1.8901301695,0.0,10,0.0,12,0
4213,0.0,4.0851,58.16,69.3,10.0,10.7,77,167.1401414,4.33,1.8185487748,1.0,3,1.0,5,0
4214,0.0,6.6110000000000015,82.28,71.5,15.2,13.5,57,182.5429545,2.66,0.5133265415,0.0,4,0.0,4,0
4215,0.0,3.5568,96.66,77.3,12.8,12.8,90,189.27894,3.43,8.577734909,0.0,7,1.0,9,0
4216,0.0,4.0851,58.16,69.3,10.0,10.7,80,167.1401414,4.33,1.8084332879,1.0,3,1.0,4,0
4217,0.0,4.1844,56.09,69.4,10.0,10.7,80,166.0036383,4.37,1.8084332879,1.0,2,1.0,2,0
4218,0.0,3.7829,29.58,68.7,11.2,10.6,80,168.16883080000005,3.82,1.8084332879,0.0,5,0.0,4,0
4219,0.0,5.7258,81.52,72.6,9.6,10.6,80,185.6306252,2.72,1.8084332879,0.0,5,0.0,5,0
4220,0.0,6.2717,92.55,78.1,9.6,10.6,80,189.236479,3.27,1.8084332879,0.0,10,0.0,12,0
4221,0.0,3.6738,70.86,67.1,10.0,10.7,80,166.7851862,3.81,1.8084332879,1.0,9,1.0,9,0
4222,0.0,4.7772,70.83,67.6,9.6,10.6,80,174.6158156,2.86,1.8084332879,0.0,8,0.0,2,0
4223,0.0,3.6838,35.76,69.5,11.2,10.6,80,166.5574036,4.06,1.8084332879,0.0,4,0.0,6,0
4224,0.0,5.3915,77.49,69.4,9.6,10.6,80,175.2482939,2.7,1.8084332879,0.0,1,0.0,1,0
4225,0.0,4.9008,81.83,67.6,9.6,10.6,107,174.6158156,2.86,1.9619749799,0.0,8,0.0,8,0
4226,0.0,4.055,23.17,66.1,11.2,10.6,87,165.7220839,3.31,1.8322722505,0.0,11,0.0,11,0
4227,0.0,3.1374,87.31,69.4,12.8,12.8,42,175.2482939,2.7,8.304215767,0.0,1,1.0,3,0
4228,1.0,3.4303,73.42,79.0,12.5,13.4,87,195.8744368,3.24,9.8671079517,0.0,7,1.0,7,0
4229,1.0,8.2111,59.81,78.5,10.7,10.7,109,192.69357130000003,3.13,1.8777582047,0.0,12,0.0,12,0
4230,1.0,8.7993,93.34,80.3,10.7,10.7,109,190.6250739,3.36,1.9576974476,0.0,3,0.0,3,0
4231,1.0,8.9694,93.89,79.8,10.7,10.7,109,188.9390719,3.35,1.9576974476,0.0,2,0.0,3,0
4232,1.0,8.9694,93.89,79.8,10.7,10.7,109,188.9390719,3.35,1.9576974476,0.0,2,0.0,3,0
4233,1.0,7.4265,82.39,79.3,10.7,10.7,109,195.9526553,3.27,1.9577913878,0.0,6,0.0,6,0
4234,1.0,6.8822,54.28,78.8,10.7,10.7,109,194.1442297,3.21,1.9577913878,0.0,10,0.0,10,0
4235,1.0,7.06,76.62,79.0,10.7,10.7,109,195.8744368,3.24,1.9576974476,0.0,7,0.0,7,0
4236,1.0,6.7807,47.71,78.5,10.7,10.7,109,192.69357130000003,3.13,1.9576974476,0.0,12,0.0,12,0
4237,1.0,8.612,92.19,80.4,10.7,10.7,109,192.8245948,3.39,1.9576974476,0.0,4,0.0,5,0
4238,1.0,8.612,92.19,80.4,10.7,10.7,109,192.8245948,3.39,1.9576974476,0.0,4,0.0,4,0
4239,1.0,6.8061,69.97,78.7,10.7,10.7,109,195.0863121,3.25,1.9577913878,0.0,8,0.0,11,0
4240,1.0,8.9694,93.89,79.8,10.7,10.7,109,188.9390719,3.35,1.9576974476,0.0,2,0.0,2,0
4241,1.0,6.8145,61.91,79.0,10.7,10.7,109,194.4612831,3.31,1.9577913878,0.0,9,0.0,9,0
4242,1.0,6.7976,50.88,78.8,10.7,10.7,109,193.6113816,3.19,1.9577913878,0.0,11,0.0,11,0
4243,1.0,8.0419,87.8,79.6,10.7,10.7,109,194.8306605,3.29,1.9577913878,0.0,5,0.0,6,0
4244,1.0,8.7993,93.34,80.3,10.7,10.7,109,190.6250739,3.36,1.9577913878,0.0,3,0.0,4,0
4245,1.0,8.0419,87.8,79.6,10.7,10.7,109,194.8306605,3.29,1.9577913878,0.0,5,0.0,5,0
4246,1.0,7.4265,82.39,79.3,10.7,10.7,109,195.9526553,3.27,1.9577913878,0.0,6,0.0,6,0
4247,1.0,8.9694,93.89,79.8,10.7,10.7,109,188.9390719,3.35,1.9577913878,0.0,2,0.0,2,0
4248,0.0,6.1568,78.64,67.1,9.6,12.3,84,173.0314193,2.95,2.1286442556,1.0,6,0.0,6,0
4249,0.0,4.0710000000000015,78.08,67.9,12.6,11.5,73,174.9641855,2.66,4.479096534,1.0,11,0.0,11,0
4250,0.0,4.1844,56.09,69.4,13.2,13.1,36,166.0036383,4.37,3.2704911755,0.0,2,0.0,2,0
4251,0.0,3.5027,97.01,75.5,12.8,14.7,54,187.9588779,3.17,10.4871598404,1.0,6,1.0,6,0
4252,0.0,3.5002,87.68,79.8,12.5,15.3,79,188.9390719,3.35,8.7978065884,0.0,2,1.0,2,0
4253,0.0,4.3411,43.85,67.0,9.6,10.6,74,165.9509441,3.2,1.8112480647,0.0,3,0.0,7,0
4254,0.0,4.0971,18.67,66.3,11.2,10.6,74,167.5460189,3.32,1.8112480647,0.0,9,0.0,10,0
4255,0.0,3.7927,23.45,68.0,11.2,10.6,74,168.89499540000003,3.69,1.8112480647,0.0,6,0.0,9,0
4256,0.0,4.6246,59.24,67.1,9.6,10.6,74,173.0314193,2.95,1.8112480647,0.0,6,0.0,6,0
4257,0.0,6.2004,87.98,78.5,9.6,10.6,74,189.6382211,3.49,1.8112480647,0.0,8,0.0,8,0
4258,0.0,4.8913,64.5,66.6,10.0,10.7,109,166.02525580000002,3.66,2.0258606378,1.0,10,1.0,11,0
4259,0.0,4.2046,43.2,66.3,9.6,10.6,84,164.31463390000005,3.16,1.8200141429,0.0,2,0.0,8,0
4260,0.0,3.3253,21.79,66.3,12.8,14.7,52,164.6735404,3.25,10.5506638184,1.0,12,0.0,2,0
4261,0.0,3.3504,90.56,80.5,12.8,14.7,52,188.1721628,3.48,10.5506638184,1.0,12,1.0,12,0
4262,0.0,3.8737,18.73,67.0,11.2,10.6,78,168.14317490000005,3.46,1.8098727737,0.0,8,0.0,1,0
4263,0.0,3.4343,13.01,66.2,12.8,14.7,85,166.74153180000005,3.35,9.890685915399999,1.0,10,0.0,1,0
4264,0.0,6.2717,92.55,78.1,9.6,10.6,78,189.236479,3.27,1.7753221318,0.0,10,0.0,11,0
4265,0.0,4.6246,59.24,67.1,9.6,10.6,78,173.0314193,2.95,1.7753221318,0.0,6,0.0,7,0
4266,0.0,6.2004,87.98,78.5,9.6,10.6,78,189.6382211,3.49,1.7753221318,0.0,8,0.0,9,0
4267,0.0,3.7693,41.84,69.6,11.2,10.6,78,163.3624446,4.22,1.7753221318,0.0,2,0.0,6,0
4268,0.0,3.7829,29.58,68.7,11.2,10.6,78,168.16883080000005,3.82,1.7753221318,0.0,5,0.0,6,0
4269,0.0,6.0184,84.95,77.3,9.6,10.6,78,189.27894,3.43,1.7753221318,0.0,7,0.0,7,0
4270,0.0,3.8434,65.82,66.6,10.0,10.7,78,166.02525580000002,3.66,1.7753221318,1.0,10,1.0,10,0
4271,0.0,5.3915,77.49,69.4,9.6,10.6,78,175.2482939,2.7,1.7753221318,0.0,1,0.0,1,0
4272,0.0,3.7404,42.15,69.5,11.2,10.6,83,164.60666940000004,4.08,1.8041379496,0.0,3,0.0,7,0
4273,0.0,7.2459,74.17,75.5,9.6,10.6,105,187.9588779,3.17,2.0009039871,0.0,6,0.0,6,0
4274,1.0,7.6907,96.39,80.3,10.7,10.7,111,190.6250739,3.36,1.8835534524,0.0,3,0.0,5,0
4275,0.0,3.5780000000000003,95.51,78.5,12.8,12.8,92,189.6382211,3.49,8.5875743891,0.0,8,1.0,9,0
4276,0.0,4.7705,63.77,67.5,10.0,10.7,106,167.9615905,3.91,1.9761858517,1.0,8,1.0,9,0
4277,0.0,3.7447,72.21,68.0,10.0,10.7,88,169.4708133,4.04,1.8687211039,1.0,7,1.0,7,0
4278,0.0,4.3084,53.91,67.2,9.6,10.6,88,171.19616330000005,3.03,1.8687211039,0.0,5,0.0,5,0
4279,0.0,5.9069,84.22,75.5,9.6,10.6,88,187.9588779,3.17,1.8687211039,0.0,6,0.0,6,0
4280,0.0,3.8014,52.24,66.8,10.0,10.7,88,165.25843500000005,3.68,1.8687211039,1.0,11,1.0,1,0
4281,0.0,3.844,72.91,67.5,10.0,10.7,88,167.9615905,3.91,1.8687211039,1.0,8,1.0,8,0
4282,0.0,5.5029,79.58,71.5,9.6,10.6,88,182.5429545,2.66,1.8687211039,0.0,4,0.0,5,0
4283,1.0,5.1186,12.41,68.0,7.1,11.5,65,168.89499540000003,3.69,11.029275451199998,0.0,6,1.0,11,0
4284,1.0,7.4265,82.39,79.3,10.7,10.7,108,195.9526553,3.27,1.8751137931,0.0,6,0.0,7,0
4285,0.0,3.6879,46.02,68.6,11.2,10.6,85,163.3011429,4.09,1.8056853896,0.0,1,0.0,4,0
4286,0.0,3.8456,19.51,68.0,14.8,10.7,52,168.7131123,3.68,1.8912401515,0.0,7,0.0,11,0
4287,0.0,6.3139,79.36,70.5,9.6,10.6,109,176.82254369999995,2.77,2.0148496153,0.0,2,0.0,2,0
4288,0.0,4.9789,33.57,66.2,11.2,10.6,109,166.74153180000005,3.35,2.0148496153,0.0,10,0.0,3,0
4289,0.0,7.6646,77.64,78.1,9.6,10.6,109,189.236479,3.27,2.0148496153,0.0,10,0.0,10,0
4290,0.0,4.7705,63.77,67.5,10.0,10.7,109,167.9615905,3.91,2.0148496153,1.0,8,1.0,9,0
4291,0.0,4.8913,50.39,68.9,10.0,10.7,109,170.1945226,4.28,2.0148496153,1.0,5,1.0,8,0
4292,0.0,7.6044,75.8,79.3,9.6,10.6,109,189.5440738,3.52,2.0148496153,0.0,9,0.0,10,0
4293,0.0,7.6646,77.64,78.1,9.6,10.6,109,189.236479,3.27,2.0148496153,0.0,10,0.0,10,0
4294,0.0,5.5622,82.73,68.5,9.6,10.6,109,174.7804831,2.66,2.0148496153,0.0,12,0.0,2,0
4295,0.0,4.8913,49.1,70.1,10.0,10.7,106,168.7854764,4.42,1.9706454494,1.0,4,1.0,5,0
4296,0.0,6.2856,89.05,79.3,9.6,10.6,76,189.5440738,3.52,1.790032716,0.0,9,0.0,9,0
4297,0.0,3.5568,96.66,77.3,12.8,12.8,40,189.27894,3.43,8.2455921813,0.0,7,1.0,2,0
4298,1.0,8.3333,82.13,79.0,10.7,10.7,111,195.8744368,3.24,1.862142468,0.0,7,0.0,7,0
4299,0.0,4.1341,9.89,70.1,13.0,10.6,84,168.7854764,4.42,9.9037276876,0.0,4,1.0,3,0
4300,0.0,5.9786,67.28,79.0,13.9,12.4,57,195.8744368,3.24,0.5943626756,0.0,7,0.0,7,0
4301,0.0,3.7927,23.45,68.0,11.2,10.6,77,168.89499540000003,3.69,1.7626674944999998,0.0,6,0.0,11,0
4302,0.0,4.349,46.41,78.8,13.9,11.5,52,193.6113816,3.19,1.8937832083,0.0,11,0.0,11,0
4303,0.0,4.7087,46.71,68.0,11.2,10.6,106,168.89499540000003,3.69,2.0101341311,0.0,6,0.0,6,0
4304,0.0,5.9069,84.22,75.5,9.6,10.6,82,187.9588779,3.17,1.7947303004,0.0,6,0.0,6,0
4305,0.0,6.1204,74.38,79.3,13.9,12.4,56,195.9526553,3.27,0.5635317827,0.0,6,0.0,7,0
4306,0.0,4.37,96.23,80.5,15.2,15.0,14,188.1721628,3.48,6.202429189199999,0.0,12,0.0,5,0
4307,0.0,3.844,72.91,67.5,10.0,10.7,81,167.9615905,3.91,1.7807836953,1.0,8,1.0,3,0
4308,0.0,4.8913,50.39,68.9,10.0,10.7,105,170.1945226,4.28,2.0018322379,1.0,5,1.0,9,0
4309,0.0,3.3253,21.79,66.3,12.8,14.7,70,164.6735404,3.25,9.9730081344,1.0,12,0.0,5,0
4310,0.0,3.3253,21.79,66.3,12.8,14.7,54,164.6735404,3.25,10.53377359,1.0,12,0.0,12,0
4311,0.0,3.6838,35.76,69.5,11.2,10.6,80,166.5574036,4.06,1.7713385647,0.0,4,0.0,4,0
4312,0.0,4.3084,53.91,67.2,9.6,10.6,81,171.19616330000005,3.03,1.7960769966,0.0,5,0.0,7,0
4313,0.0,3.8456,19.51,68.0,11.2,10.6,81,168.7131123,3.68,1.7960769966,0.0,7,0.0,10,0
4314,0.0,5.7258,81.52,72.6,9.6,10.6,81,185.6306252,2.72,1.7960769966,0.0,5,0.0,5,0
4315,0.0,6.3134,92.51,78.8,9.6,10.6,81,188.6493901,3.3,1.7960769966,0.0,11,0.0,2,0
4316,0.0,3.7447,72.21,68.0,10.0,10.7,81,169.4708133,4.04,1.7960769966,1.0,7,1.0,8,0
4317,0.0,4.2989,13.91,67.5,13.0,10.6,54,167.9615905,3.91,10.5406645622,0.0,8,1.0,1,0
4318,0.0,6.0184,84.95,77.3,9.6,10.6,75,189.27894,3.43,1.7348337028,0.0,7,0.0,7,0
4319,1.0,3.7737,64.57,67.9,15.5,11.5,71,174.9641855,2.66,10.301280873,0.0,11,1.0,12,0
4320,1.0,8.262,62.66,78.8,15.1,12.4,100,193.6113816,3.19,3.1157092306,0.0,11,0.0,12,0
4321,0.0,4.8913,49.1,70.1,10.0,10.7,101,168.7854764,4.42,2.3916446354,1.0,4,1.0,5,0
4322,0.0,4.8913,50.39,68.9,10.0,10.7,101,170.1945226,4.28,2.3916446354,1.0,5,1.0,5,0
4323,0.0,4.7232,63.59,67.1,9.6,10.6,101,168.5979178,3.14,2.3916446354,0.0,4,0.0,4,0
4324,0.0,4.7087,46.71,68.0,11.2,10.6,101,168.89499540000003,3.69,2.3916446354,0.0,6,0.0,9,0
4325,0.0,5.0812,84.3,67.7,9.6,10.6,101,175.0512181,2.69,2.3916446354,0.0,10,0.0,10,0
4326,0.0,4.7993,43.7,68.0,11.2,10.6,101,168.7131123,3.68,2.3916446354,0.0,7,0.0,8,0
4327,0.0,4.7705,63.77,67.5,10.0,10.7,101,167.9615905,3.91,2.3916446354,1.0,8,1.0,3,0
4328,0.0,4.8309,49.91,68.7,11.2,10.6,101,168.16883080000005,3.82,2.3916446354,0.0,5,0.0,5,0
4329,0.0,5.5622,82.73,68.5,9.6,10.6,101,174.7804831,2.66,2.3916446354,0.0,12,0.0,12,0
4330,0.0,5.5622,82.73,68.5,9.6,10.6,101,174.7804831,2.66,2.3916446354,0.0,12,0.0,12,0
4331,0.0,7.8773,76.88,78.5,9.6,10.6,101,189.6382211,3.49,2.3916446354,0.0,8,0.0,12,0
4332,0.0,5.5622,82.73,68.5,9.6,10.6,101,174.7804831,2.66,2.3916446354,0.0,12,0.0,12,0
4333,0.0,5.1027,59.61,68.7,10.0,10.7,101,170.4751925,4.18,2.3916446354,1.0,6,1.0,7,0
4334,0.0,7.2459,74.17,75.5,9.6,10.6,101,187.9588779,3.17,2.3916446354,0.0,6,0.0,6,0
4335,0.0,4.9008,81.83,67.6,9.6,10.6,101,174.6158156,2.86,2.3916446354,0.0,8,0.0,8,0
4336,0.0,4.8309,49.91,68.7,11.2,10.6,101,168.16883080000005,3.82,2.3916446354,0.0,5,0.0,6,0
4337,0.0,4.7232,63.59,67.1,9.6,10.6,101,168.5979178,3.14,2.3916446354,0.0,4,0.0,5,0
4338,0.0,6.825,75.86,71.5,9.6,10.6,101,182.5429545,2.66,2.3916446354,0.0,4,0.0,4,0
4339,0.0,4.7087,46.71,68.0,11.2,10.6,99,168.89499540000003,3.69,1.8968477223,0.0,6,0.0,6,0
4340,0.0,4.7232,63.59,67.1,9.6,10.6,99,168.5979178,3.14,1.8968477223,0.0,4,0.0,7,0
4341,0.0,4.7705,63.77,67.5,10.0,10.7,99,167.9615905,3.91,1.8968477223,1.0,8,1.0,9,0
4342,0.0,6.825,75.86,71.5,9.6,10.6,104,182.5429545,2.66,1.9145658195,0.0,4,0.0,4,0
4343,0.0,5.1112,83.54,67.9,9.6,10.6,99,174.9641855,2.66,1.8968477223,0.0,11,0.0,1,0
4344,0.0,6.8551,71.43,72.6,9.6,10.6,99,185.6306252,2.72,1.8968477223,0.0,5,0.0,6,0
4345,0.0,4.8611,56.96,68.6,10.0,10.7,99,164.18939319999996,4.06,1.8968477223,1.0,12,1.0,12,0
4346,0.0,7.2459,74.17,75.5,9.6,10.6,99,187.9588779,3.17,1.8968477223,0.0,6,0.0,6,0
4347,0.0,4.8707,76.64,67.1,9.6,10.6,99,173.0314193,2.95,1.8968477223,0.0,6,0.0,8,0
4348,0.0,4.9008,81.83,67.6,9.6,10.6,99,174.6158156,2.86,1.8968477223,0.0,8,0.0,9,0
4349,0.0,4.8707,76.64,67.1,9.6,10.6,99,173.0314193,2.95,1.8968477223,0.0,6,0.0,6,0
4350,0.0,5.8028,81.22,69.4,9.6,10.6,99,175.2482939,2.7,1.8968477223,0.0,1,0.0,1,0
4351,0.0,4.9008,80.41,66.9,9.6,10.6,99,174.1138544,2.85,1.8968477223,0.0,7,0.0,7,0
4352,0.0,3.5758,13.13,68.6,14.8,15.0,22,163.3011429,4.09,6.2644213912,0.0,1,0.0,7,0
4353,0.0,4.8473,24.19,66.1,14.8,13.5,60,165.7220839,3.31,0.4180695441,0.0,11,0.0,6,0
4354,0.0,6.0004,61.4,78.7,13.9,12.4,60,195.0863121,3.25,0.4180695441,0.0,8,0.0,8,0
4355,0.0,5.0931,16.43,67.0,14.8,13.5,60,168.14317490000005,3.46,0.4180695441,0.0,8,0.0,5,0
4356,0.0,5.3915,77.49,69.4,9.6,10.6,75,175.2482939,2.7,1.7331208342,0.0,1,0.0,3,0
4357,1.0,3.4622,68.92,79.0,12.5,13.4,54,194.4612831,3.31,10.5560450113,0.0,9,1.0,9,0
4358,0.0,3.6838,35.76,69.5,11.2,10.6,79,166.5574036,4.06,1.7530146582,0.0,4,0.0,4,0
4359,0.0,4.0851,58.16,69.3,10.0,10.7,79,167.1401414,4.33,1.7530146582,1.0,3,1.0,6,0
4360,0.0,4.0,58.97,70.1,10.0,10.7,79,168.7854764,4.42,1.7530146582,1.0,4,1.0,4,0
4361,0.0,4.3411,43.85,67.0,9.6,10.6,79,165.9509441,3.2,1.7530146582,0.0,3,0.0,3,0
4362,0.0,5.8028,81.22,69.4,9.6,10.6,106,175.2482939,2.7,1.9674821826,0.0,1,0.0,1,0
4363,0.0,4.8913,45.66,69.4,10.0,10.7,106,166.0036383,4.37,1.9674821826,1.0,2,1.0,3,0
4364,0.0,3.9291,70.62,68.7,10.0,10.7,81,170.4751925,4.18,1.7435782144999998,1.0,6,1.0,6,0
4365,0.0,4.0971,18.67,66.3,11.2,10.6,81,167.5460189,3.32,1.7435782144999998,0.0,9,0.0,12,0
4366,1.0,3.7823,52.74,67.7,15.5,11.5,69,174.8671796,2.8,10.3458699973,0.0,9,1.0,1,0
4367,1.0,6.4852,74.1,67.0,12.6,14.5,78,165.9509441,3.2,5.1590542736,0.0,3,0.0,7,0
4368,0.0,5.1139,35.68,69.5,14.8,13.5,31,164.60666940000004,4.08,1.4897202896,0.0,3,0.0,9,0
4369,0.0,4.8007,65.28,67.1,10.0,10.7,104,166.7851862,3.81,1.9281654131,1.0,9,1.0,11,0
4370,0.0,5.1027,58.65,66.8,10.0,10.7,103,165.25843500000005,3.68,1.9707145609,1.0,11,1.0,12,0
4371,0.0,3.7404,42.15,69.5,11.2,10.6,82,164.60666940000004,4.08,1.7090842679,0.0,3,0.0,8,0
4372,0.0,4.6246,59.24,67.1,9.6,10.6,82,173.0314193,2.95,1.7090842679,0.0,6,0.0,10,0
4373,0.0,5.0703,76.09,67.9,9.6,10.6,82,174.9641855,2.66,1.7090842679,0.0,11,0.0,11,0
4374,0.0,6.2004,87.98,78.5,9.6,10.6,82,189.6382211,3.49,1.7090842679,0.0,8,0.0,8,0
4375,0.0,3.7447,72.21,68.0,10.0,10.7,82,169.4708133,4.04,1.7090842679,1.0,7,1.0,7,0
4376,0.0,4.8607,75.04,67.7,9.6,10.6,82,175.0512181,2.69,1.7090842679,0.0,10,0.0,11,0
4377,0.0,5.9786,67.28,79.0,13.9,12.4,30,195.8744368,3.24,1.5534997207,0.0,7,0.0,7,0
4378,1.0,3.9827,21.37,66.3,15.5,11.5,71,164.31463390000005,3.16,10.299633547000001,0.0,2,1.0,6,0
4379,0.0,5.2176,95.07,71.5,12.6,11.5,33,182.5429545,2.66,2.1377580524,1.0,4,0.0,4,0
4380,0.0,5.1395,78.5,66.9,15.2,13.5,31,174.1138544,2.85,1.4861829968,0.0,7,0.0,11,0
4381,0.0,7.1335,88.01,78.1,15.2,13.5,29,189.236479,3.27,1.5319635597,0.0,10,0.0,5,0
4382,1.0,4.3099,92.77,79.3,15.5,11.5,43,189.5440738,3.52,7.5174552548,0.0,9,1.0,9,0
4383,1.0,4.3814,13.04,66.3,7.1,11.5,67,167.5460189,3.32,10.4114808618,0.0,9,1.0,9,0
4384,0.0,7.5112,94.86,71.2,12.6,11.5,108,179.37516409999995,2.76,3.4047384219,1.0,3,0.0,4,0
4385,1.0,5.0324,31.78,66.6,10.3,7.4,73,166.02525580000002,3.66,1.3953618615,0.0,10,0.0,10,0
4386,1.0,5.7367,13.2,66.8,10.0,11.9,72,165.25843500000005,3.68,11.088316955,0.0,11,1.0,2,0
4387,0.0,4.7092,93.43,69.4,12.6,11.5,33,175.2482939,2.7,2.1405869264,1.0,1,0.0,1,0
4388,1.0,3.705,29.8,67.1,15.5,11.5,67,173.0314193,2.95,10.4111112849,0.0,6,1.0,12,0
4389,0.0,5.6413,85.08,67.2,12.6,11.5,77,171.19616330000005,3.03,2.5095567462,1.0,5,0.0,11,0
4390,0.0,4.4161,91.73,67.6,12.6,11.5,46,174.6158156,2.86,2.2145916725,1.0,8,0.0,8,0
4391,1.0,7.6907,96.39,80.3,10.7,10.7,99,190.6250739,3.36,2.7537778314,0.0,3,0.0,4,0
4392,0.0,4.3698,73.79,67.0,12.6,11.5,37,165.9509441,3.2,2.1674002248,1.0,3,0.0,6,0
4393,0.0,4.6932,11.82,69.5,12.6,12.3,73,164.60666940000004,4.08,11.404088796199998,0.0,3,1.0,6,0
4394,1.0,4.4161,91.73,67.6,10.5,9.0,67,174.6158156,2.86,2.0263360253,0.0,8,1.0,1,0
4395,1.0,3.8066,28.15,67.2,15.5,11.5,72,171.19616330000005,3.03,11.085620540899999,0.0,5,1.0,7,0
4396,0.0,7.0413,89.22,67.9,9.6,12.3,87,174.9641855,2.66,2.0484603283,1.0,11,0.0,11,0
4397,0.0,7.4265,82.39,79.3,10.7,13.6,87,195.9526553,3.27,2.0484603283,0.0,6,0.0,6,0
4398,0.0,6.7807,47.71,78.5,10.7,13.6,87,192.69357130000003,3.13,2.0484603283,0.0,12,0.0,12,0
4399,0.0,7.4265,82.39,79.3,10.7,13.6,87,195.9526553,3.27,2.0484603283,0.0,6,0.0,6,0
4400,0.0,5.676,32.41,66.2,11.2,12.3,87,166.74153180000005,3.35,2.0484603283,1.0,10,0.0,1,0
4401,0.0,9.6928,92.99,78.1,9.6,12.3,87,189.236479,3.27,2.0484603283,1.0,10,0.0,1,0
4402,0.0,6.8822,54.28,78.8,10.7,13.6,87,194.1442297,3.21,2.0484603283,0.0,10,0.0,10,0
4403,0.0,7.5095,89.51,69.4,9.6,12.3,87,175.2482939,2.7,2.0484603283,1.0,1,0.0,2,0
4404,0.0,8.0419,87.8,79.6,10.7,13.6,87,194.8306605,3.29,2.0484603283,0.0,5,0.0,6,0
4405,0.0,6.5042,88.4,67.7,9.6,12.3,87,174.8671796,2.8,2.0484603283,1.0,9,0.0,10,0
4406,0.0,2.8796,51.98,67.1,12.8,14.7,88,173.0314193,2.95,9.9448029169,1.0,6,1.0,6,0
4407,0.0,6.3134,92.51,78.8,9.6,10.6,78,188.6493901,3.3,1.7184749023,0.0,11,0.0,3,0
4408,0.0,4.3084,53.91,67.2,9.6,10.6,82,171.19616330000005,3.03,1.7325405868,0.0,5,0.0,11,0
4409,0.0,3.9963,68.01,67.7,12.6,11.5,76,175.0512181,2.69,4.5934152524,1.0,10,0.0,10,0
4410,0.0,4.8898,35.59,67.0,11.2,10.6,110,168.14317490000005,3.46,2.2089425978,0.0,8,0.0,10,0
4411,0.0,7.7547,78.32,78.8,9.6,10.6,118,188.6493901,3.3,2.1049557719,0.0,11,0.0,12,0
4412,0.0,5.0812,84.3,67.7,9.6,10.6,118,175.0512181,2.69,2.1049557719,0.0,10,0.0,11,0
4413,0.0,4.8007,65.28,67.1,10.0,10.7,118,166.7851862,3.81,2.1049557719,1.0,9,1.0,10,0
4414,0.0,7.394,82.67,80.5,9.6,10.6,118,188.1721628,3.48,2.1049557719,0.0,12,0.0,1,0
4415,0.0,4.8913,50.39,68.9,10.0,10.7,118,170.1945226,4.28,2.1049557719,1.0,5,1.0,12,0
4416,0.0,7.6646,77.64,78.1,9.6,10.6,118,189.236479,3.27,2.1049557719,0.0,10,0.0,4,0
4417,0.0,7.8773,76.88,78.5,9.6,10.6,118,189.6382211,3.49,2.1049557719,0.0,8,0.0,8,0
4418,0.0,6.3139,79.36,70.5,9.6,10.6,118,176.82254369999995,2.77,2.1049557719,0.0,2,0.0,2,0
4419,0.0,4.7087,46.71,68.0,11.2,10.6,118,168.89499540000003,3.69,2.1049557719,0.0,6,0.0,7,0
4420,0.0,7.8773,76.88,78.5,9.6,10.6,118,189.6382211,3.49,2.1049557719,0.0,8,0.0,8,0
4421,0.0,7.8773,76.88,78.5,9.6,10.6,118,189.6382211,3.49,2.1049557719,0.0,8,0.0,8,0
4422,0.0,7.2459,74.17,75.5,9.6,10.6,118,187.9588779,3.17,2.1049557719,0.0,6,0.0,6,0
4423,0.0,6.8551,71.43,72.6,9.6,10.6,118,185.6306252,2.72,2.1049557719,0.0,5,0.0,5,0
4424,0.0,5.0725,48.73,69.3,10.0,10.7,118,167.1401414,4.33,2.1049557719,1.0,3,1.0,4,0
4425,0.0,5.9069,84.22,75.5,9.6,10.6,90,187.9588779,3.17,1.7730445030000002,0.0,6,0.0,6,0
4426,0.0,5.9069,84.22,75.5,9.6,10.6,90,187.9588779,3.17,1.7730445030000002,0.0,6,0.0,6,0
4427,0.0,4.0971,18.67,66.3,11.2,10.6,90,167.5460189,3.32,1.7730445030000002,0.0,9,0.0,9,0
4428,0.0,4.041,19.96,66.2,11.2,10.6,90,166.74153180000005,3.35,1.7730445030000002,0.0,10,0.0,11,0
4429,0.0,4.3084,53.91,67.2,9.6,10.6,75,171.19616330000005,3.03,1.6387981333,0.0,5,0.0,5,0
4430,0.0,7.1805,88.21,78.5,15.2,13.5,24,189.6382211,3.49,1.6626001295,0.0,8,0.0,11,0
4431,0.0,4.7987,51.51,69.4,13.2,11.9,57,166.0036383,4.37,0.6082032366,0.0,2,0.0,2,0
4432,0.0,4.2769,7.64,66.6,13.0,10.8,71,166.02525580000002,3.66,8.9645143598,0.0,10,1.0,3,0
4433,0.0,3.9291,70.62,68.7,10.0,10.7,82,170.4751925,4.18,1.6987793625999998,1.0,6,1.0,7,0
4434,0.0,3.8737,18.73,67.0,11.2,10.6,82,168.14317490000005,3.46,1.6987793625999998,0.0,8,0.0,10,0
