,MSSR_1.0,Turnover,PctOfHomesIncreasingInValues,mimi,HS_StudentTeachRatio,MS_StudentTeachRatio,count_metro_bus_km,PriceIndex,FreddieMac15yr,distance_public_school_arts_center_km,MSSR_2.0,ListDate_dt_month,HSSR_1.0,CloseDate_dt_month,qcut_CloseDate_dt_month
0,1.0,4.8344,10.16,69.3,10.3,7.4,65,167.1401414,4.33,2.0743527538,0.0,3,0.0,3,0
1,0.0,4.2197,72.67,67.2,12.6,11.5,38,171.19616330000005,3.03,1.7799164159,1.0,5,0.0,7,0
2,1.0,4.9368,89.85,79.8,10.7,10.7,140,188.9390719,3.35,2.9582687909,0.0,2,0.0,2,0
3,1.0,5.0592,90.92,80.1,10.7,10.7,140,188.1609222,3.48,2.9582687909,0.0,1,0.0,1,0
4,1.0,5.5488,60.3,78.7,10.7,10.7,140,195.0863121,3.25,2.9582687909,0.0,8,0.0,8,0
5,1.0,5.1,88.12,80.3,10.7,10.7,140,190.6250739,3.36,2.9582687909,0.0,3,0.0,3,0
6,1.0,5.2632,76.75,79.6,10.7,10.7,140,194.8306605,3.29,2.9582687909,0.0,5,0.0,6,0
7,1.0,4.9368,89.85,79.8,10.7,10.7,140,188.9390719,3.35,2.9582687909,0.0,2,0.0,3,0
8,1.0,5.3448,72.28,79.3,10.7,10.7,140,195.9526553,3.27,2.9582687909,0.0,6,0.0,7,0
9,0.0,5.3557,92.57,71.2,9.6,10.6,129,179.37516409999995,2.76,2.5647486239,0.0,3,0.0,4,0
10,1.0,5.5489999999999995,96.89,77.3,10.5,9.0,70,189.27894,3.43,1.3003448804,0.0,7,1.0,7,0
11,1.0,5.2176,95.07,71.5,10.5,9.0,72,182.5429545,2.66,1.0687889334,0.0,4,1.0,4,0
12,0.0,4.5215,7.98,68.7,13.2,11.1,63,170.4751925,4.18,10.4117139292,0.0,6,0.0,2,0
13,0.0,4.533,11.23,68.6,13.2,11.1,63,164.18939319999996,4.06,10.4117139292,0.0,12,0.0,4,0
14,0.0,3.8805,8.72,69.4,13.2,10.2,90,166.0036383,4.37,10.443343113600001,0.0,2,0.0,2,0
15,1.0,8.3333,82.13,79.0,15.1,12.4,99,195.8744368,3.24,3.4625362168,0.0,7,0.0,8,0
16,0.0,4.3569,53.57,68.9,13.2,13.1,40,170.1945226,4.28,5.5754925910000015,0.0,5,0.0,5,0
17,0.0,4.3099,92.77,79.3,12.8,14.7,29,189.5440738,3.52,8.4518938424,1.0,9,1.0,11,0
18,0.0,5.1595,90.94,78.1,15.2,13.5,37,189.236479,3.27,3.450687209,0.0,10,0.0,5,0
19,1.0,4.7162,11.18,69.4,10.0,11.9,78,165.8540725,4.44,9.3855074491,0.0,1,1.0,4,0
20,1.0,4.1778,90.17,75.5,15.5,11.5,66,187.9588779,3.17,10.669507790299999,0.0,6,1.0,6,0
21,0.0,4.751,17.33,66.6,13.2,11.1,78,166.02525580000002,3.66,10.990741303699998,0.0,10,0.0,11,0
22,0.0,3.9615,18.57,67.0,12.6,12.3,78,168.14317490000005,3.46,10.6685921422,0.0,8,1.0,2,0
23,1.0,5.1633,15.51,68.7,7.1,11.5,70,168.16883080000005,3.82,8.6435913711,0.0,5,1.0,6,0
24,0.0,6.9944,96.4,78.1,9.6,12.3,104,189.236479,3.27,0.6839349344,1.0,10,0.0,10,0
25,0.0,3.9919,25.02,68.0,15.0,11.5,87,168.7131123,3.68,2.9766937512,1.0,7,1.0,8,0
26,1.0,7.0945,41.09,69.4,10.0,12.0,105,166.0036383,4.37,0.3554617354,0.0,2,1.0,4,0
27,0.0,3.747,41.46,68.6,12.6,9.7,90,164.18939319999996,4.06,3.0072982083,0.0,12,0.0,12,0
28,0.0,4.7087,46.71,68.0,11.2,10.6,80,168.89499540000003,3.69,1.8548495311,0.0,6,0.0,11,0
29,0.0,4.7705,63.77,67.5,10.0,10.7,80,167.9615905,3.91,1.8548495311,1.0,8,1.0,9,0
30,0.0,5.0725,48.73,69.3,10.0,10.7,80,167.1401414,4.33,1.8548495311,1.0,3,1.0,3,0
31,0.0,5.1112,83.54,67.9,9.6,10.6,80,174.9641855,2.66,1.8548495311,0.0,11,0.0,6,0
32,0.0,4.9008,80.41,66.9,9.6,10.6,80,174.1138544,2.85,1.8548495311,0.0,7,0.0,8,0
33,0.0,5.0694,38.97,66.3,11.2,10.6,80,164.6735404,3.25,1.8548495311,0.0,12,0.0,3,0
34,0.0,4.8913,50.39,68.9,10.0,10.7,80,170.1945226,4.28,1.8548495311,1.0,5,1.0,6,0
35,0.0,3.7395,91.04,67.9,12.6,11.5,99,174.9641855,2.66,3.0879285719,1.0,11,0.0,1,0
36,1.0,8.2926,76.42,78.7,10.7,10.7,167,195.0863121,3.25,3.4688793077999995,0.0,8,0.0,8,0
37,1.0,8.2111,59.81,78.5,10.7,10.7,167,192.69357130000003,3.13,3.4688793077999995,0.0,12,0.0,12,0
38,1.0,8.2111,59.81,78.5,10.7,10.7,167,192.69357130000003,3.13,3.4688793077999995,0.0,12,0.0,12,0
39,1.0,6.2814,39.53,66.6,10.3,7.4,100,166.02525580000002,3.66,0.1508574125,0.0,10,0.0,11,0
40,0.0,4.7677,51.96,66.3,9.6,10.6,113,164.31463390000005,3.16,2.0686605568000003,0.0,2,0.0,2,0
41,0.0,6.834,92.68,68.5,9.6,12.3,101,174.7804831,2.66,0.9017452856,1.0,12,0.0,1,0
42,1.0,5.9231,61.54,78.8,15.1,13.4,77,193.6113816,3.19,3.2698741649,0.0,11,0.0,11,0
43,1.0,8.262,62.66,78.8,15.1,12.4,97,193.6113816,3.19,3.8951718337,0.0,11,0.0,12,0
44,0.0,3.7579,28.64,68.0,15.0,11.5,89,168.89499540000003,3.69,3.039279661,1.0,6,1.0,8,0
45,1.0,5.3809,12.29,68.6,10.0,11.9,75,164.18939319999996,4.06,8.9926178677,0.0,12,1.0,1,0
46,0.0,3.1933,57.61,67.1,12.6,11.5,80,173.0314193,2.95,3.2534562299000003,1.0,6,0.0,6,0
47,0.0,5.6563,67.63,66.3,11.2,12.3,112,164.6735404,3.25,1.2024768687,1.0,12,0.0,1,0
48,1.0,8.0379,89.23,79.3,10.7,10.7,146,195.9526553,3.27,3.0040026275,0.0,6,0.0,7,0
49,0.0,4.1160000000000005,92.39,70.5,12.6,11.5,85,176.82254369999995,2.77,2.9511111811,1.0,2,0.0,2,0
50,1.0,5.8723,29.07,68.0,11.7,9.0,94,168.89499540000003,3.69,0.1701829895,0.0,6,0.0,6,0
51,0.0,4.9819,61.78,68.0,10.0,10.7,115,169.4708133,4.04,2.1963536617,1.0,7,1.0,10,0
52,1.0,3.8066,28.15,67.2,15.5,11.5,76,171.19616330000005,3.03,8.786350457000001,0.0,5,1.0,9,0
53,0.0,2.4892,81.34,70.5,13.7,12.3,115,176.82254369999995,2.77,11.314994434,0.0,2,1.0,2,0
54,0.0,5.3708,91.77,67.1,9.6,12.3,104,173.0314193,2.95,0.5783204873,1.0,6,0.0,6,0
55,1.0,8.2926,76.42,78.7,15.1,12.4,88,195.0863121,3.25,3.4656342905,0.0,8,0.0,8,0
56,0.0,3.7395,91.04,67.9,12.6,11.5,85,174.9641855,2.66,2.9615215766000005,1.0,11,0.0,11,0
57,0.0,4.2591,97.82,72.6,12.6,11.5,91,185.6306252,2.72,3.0618569925,1.0,5,0.0,6,0
58,0.0,3.7148,17.5,68.9,12.6,9.7,83,170.1945226,4.28,2.9625765424,0.0,5,0.0,5,0
59,0.0,5.0575,99.2,80.5,12.6,11.5,73,188.1721628,3.48,3.3887391179,1.0,12,0.0,1,0
60,0.0,4.9789,32.61,66.3,11.2,10.6,115,167.5460189,3.32,2.1928355777,0.0,9,0.0,3,0
61,1.0,4.3814,13.04,66.3,7.1,11.5,68,167.5460189,3.32,8.6376737007,0.0,9,1.0,9,0
62,1.0,4.3099,92.77,79.3,15.5,11.5,74,189.5440738,3.52,8.7782752872,0.0,9,1.0,12,0
63,0.0,2.4892,81.34,70.5,13.7,12.3,115,176.82254369999995,2.77,11.3094517617,0.0,2,1.0,7,0
64,1.0,4.5519,95.48,80.4,15.1,13.4,98,192.8245948,3.39,3.0630447564,0.0,4,0.0,4,0
65,0.0,6.6110000000000015,82.28,71.5,15.2,13.5,49,182.5429545,2.66,1.3814569056,0.0,4,0.0,5,0
66,1.0,5.8275,96.4,67.7,10.5,9.0,97,175.0512181,2.69,0.1482894376,0.0,10,1.0,10,0
67,0.0,3.9721,85.16,67.6,12.6,11.5,97,174.6158156,2.86,3.102375178,1.0,8,0.0,8,0
68,0.0,4.0036,54.83,67.0,12.6,11.5,95,165.9509441,3.2,3.0793957184,1.0,3,0.0,3,0
69,1.0,5.1894,12.58,68.6,7.1,11.5,79,163.3011429,4.09,9.0931256112,0.0,1,1.0,5,0
70,0.0,5.7538,79.74,67.0,9.6,12.3,115,165.9509441,3.2,1.2331429735,1.0,3,0.0,3,0
71,0.0,4.0973,80.61,66.9,12.6,11.5,95,174.1138544,2.85,3.0732488331,1.0,7,0.0,8,0
72,0.0,3.8086,23.18,68.7,12.6,9.7,94,170.4751925,4.18,3.1099217836,0.0,6,0.0,6,0
73,1.0,5.8502,76.55,79.0,15.1,13.4,73,194.4612831,3.31,3.3905673001,0.0,9,0.0,10,0
74,1.0,6.9979,40.46,68.9,10.0,12.0,108,170.1945226,4.28,0.7649866328,0.0,5,1.0,5,0
75,1.0,4.5408,94.23,78.8,15.5,11.5,61,188.6493901,3.3,10.5931883976,0.0,11,1.0,12,0
76,0.0,3.8695,61.61,78.5,13.0,14.6,59,192.69357130000003,3.13,10.5266601514,1.0,12,1.0,12,0
77,0.0,6.4943,77.12,71.2,9.6,10.6,84,179.37516409999995,2.76,1.8955252701,0.0,3,0.0,4,0
78,0.0,4.7346,56.09,67.0,9.6,10.6,84,165.9509441,3.2,1.8955252701,0.0,3,0.0,4,0
79,0.0,6.3139,79.36,70.5,9.6,10.6,84,176.82254369999995,2.77,1.8955252701,0.0,2,0.0,2,0
80,0.0,4.7705,63.77,67.5,10.0,10.7,84,167.9615905,3.91,1.8955252701,1.0,8,1.0,9,0
81,0.0,4.8913,45.66,69.4,10.0,10.7,84,166.0036383,4.37,1.8955252701,1.0,2,1.0,2,0
82,0.0,4.7705,63.77,67.5,10.0,10.7,84,167.9615905,3.91,1.8955252701,1.0,8,1.0,9,0
83,0.0,5.4805,93.79,66.9,9.6,12.3,106,174.1138544,2.85,0.6905860437000001,1.0,7,0.0,7,0
84,1.0,8.3333,82.13,79.0,10.7,10.7,166,195.8744368,3.24,3.6052734468,0.0,7,0.0,8,0
85,1.0,8.2111,59.81,78.5,10.7,10.7,166,192.69357130000003,3.13,3.6052734468,0.0,12,0.0,12,0
86,1.0,8.0379,89.23,79.3,10.7,10.7,166,195.9526553,3.27,3.6052734468,0.0,6,0.0,7,0
87,1.0,7.7522,96.57,79.8,10.7,10.7,166,188.9390719,3.35,3.6052734468,0.0,2,0.0,2,0
88,1.0,8.3231,66.31,78.8,10.7,10.7,166,194.1442297,3.21,3.6052734468,0.0,10,0.0,11,0
89,1.0,8.3231,66.31,78.8,10.7,10.7,166,194.1442297,3.21,3.6052734468,0.0,10,0.0,11,0
90,1.0,8.3231,66.31,78.8,10.7,10.7,166,194.1442297,3.21,3.6052734468,0.0,10,0.0,10,0
91,1.0,8.1413,94.59,79.6,10.7,10.7,166,194.8306605,3.29,3.6052734468,0.0,5,0.0,5,0
92,1.0,8.262,62.66,78.8,10.7,10.7,166,193.6113816,3.19,3.6052734468,0.0,11,0.0,12,0
93,1.0,8.2213,71.42,79.0,10.7,10.7,166,194.4612831,3.31,3.6052734468,0.0,9,0.0,10,0
94,1.0,8.1413,94.59,79.6,10.7,10.7,166,194.8306605,3.29,3.6052734468,0.0,5,0.0,6,0
95,1.0,7.7112,96.83,80.1,10.7,10.7,166,188.1609222,3.48,3.6052734468,0.0,1,0.0,2,0
96,0.0,6.0848,81.44,79.6,13.9,12.4,49,194.8306605,3.29,1.3814569056,0.0,5,0.0,5,0
97,1.0,3.7222,76.94,70.5,15.5,11.5,78,176.82254369999995,2.77,9.1293641922,0.0,2,1.0,2,0
98,0.0,6.459,91.99,67.7,9.6,12.3,112,175.0512181,2.69,1.2015889138,1.0,10,0.0,10,0
99,0.0,4.0623,97.43,71.5,12.6,11.5,94,182.5429545,2.66,3.1602882459,1.0,4,0.0,4,0
100,0.0,7.1611,96.36,72.6,9.6,12.3,107,185.6306252,2.72,0.7661002587000001,1.0,5,0.0,7,0
101,1.0,4.2892,92.66,78.5,15.5,11.5,70,189.6382211,3.49,9.3624912529,0.0,8,1.0,8,0
102,0.0,4.8502,48.55,66.8,13.2,11.9,49,165.25843500000005,3.68,1.3814569056,0.0,11,0.0,11,0
103,1.0,5.9849,35.36,68.6,10.0,12.0,110,164.18939319999996,4.06,0.4486667128,0.0,12,1.0,1,0
104,0.0,3.4864,22.04,68.0,15.0,11.5,77,168.7131123,3.68,3.3551762871,1.0,7,1.0,11,0
105,0.0,3.7579,28.64,68.0,15.0,11.5,95,168.89499540000003,3.69,3.093466353,1.0,6,1.0,8,0
106,0.0,5.0694,38.97,66.3,11.2,10.6,106,164.6735404,3.25,2.0183421645,0.0,12,0.0,6,0
107,1.0,4.7162,11.18,69.4,10.0,11.9,69,165.8540725,4.44,8.6515478909,0.0,1,1.0,7,0
108,0.0,4.6349,98.54,77.3,12.6,11.5,75,189.27894,3.43,3.2934286468,1.0,7,0.0,7,0
109,1.0,7.8975,48.95,68.6,10.0,12.0,112,164.18939319999996,4.06,1.1968379832,0.0,12,1.0,1,0
110,0.0,5.1071,50.14,67.0,15.2,13.5,49,165.9509441,3.2,1.3814569056,0.0,3,0.0,3,0
111,0.0,5.021,99.11,79.3,12.6,11.5,73,189.5440738,3.52,3.4224476507,1.0,9,0.0,10,0
112,1.0,6.3806,79.66,67.1,12.6,14.5,84,168.5979178,3.14,4.6237490144,0.0,4,0.0,5,0
113,0.0,4.2591,97.82,72.6,12.6,11.5,85,185.6306252,2.72,3.0160903291000003,1.0,5,0.0,6,0
114,0.0,5.7435,83.71,67.9,15.2,13.5,50,174.9641855,2.66,1.323599569,0.0,11,0.0,11,0
115,0.0,4.7987,51.51,69.4,13.2,11.9,50,166.0036383,4.37,1.323599569,0.0,2,0.0,6,0
116,0.0,5.2479,29.9,69.5,14.8,13.5,50,166.5574036,4.06,1.323599569,0.0,4,0.0,7,0
117,0.0,5.1071,50.14,67.0,15.2,13.5,50,165.9509441,3.2,1.323599569,0.0,3,0.0,4,0
118,0.0,6.6201,87.37,79.8,13.9,12.4,50,188.9390719,3.35,1.323599569,0.0,2,0.0,11,0
119,0.0,6.0848,81.44,79.6,13.9,12.4,50,194.8306605,3.29,1.323599569,0.0,5,0.0,8,0
120,0.0,4.9811,19.03,66.2,14.8,13.5,50,166.74153180000005,3.35,1.323599569,0.0,10,0.0,10,0
121,0.0,6.8058,86.27,80.5,15.2,13.5,50,188.1721628,3.48,1.323599569,0.0,12,0.0,12,0
122,0.0,4.9827,19.81,68.0,14.8,13.5,50,168.89499540000003,3.69,1.323599569,0.0,6,0.0,6,0
123,0.0,5.7435,83.71,67.9,15.2,13.5,50,174.9641855,2.66,1.323599569,0.0,11,0.0,11,0
124,0.0,5.2479,29.9,69.5,14.8,13.5,50,166.5574036,4.06,1.323599569,0.0,4,0.0,4,0
125,0.0,6.6201,87.37,79.8,13.9,12.4,50,188.9390719,3.35,1.323599569,0.0,2,0.0,2,0
126,0.0,5.1395,78.5,66.9,15.2,13.5,50,174.1138544,2.85,1.323599569,0.0,7,0.0,7,0
127,0.0,7.1335,88.01,78.1,15.2,13.5,50,189.236479,3.27,1.323599569,0.0,10,0.0,10,0
128,1.0,5.0388,7.98,70.1,10.0,11.9,74,168.7854764,4.42,8.825603966900001,0.0,4,1.0,7,0
129,0.0,7.3666,47.46,69.6,11.2,12.3,112,163.3624446,4.22,1.1980444595,1.0,2,0.0,3,0
130,0.0,7.2159,96.21,71.5,9.6,12.3,107,182.5429545,2.66,0.7640654025,1.0,4,0.0,4,0
131,0.0,5.8723,29.07,68.0,11.2,12.3,106,168.89499540000003,3.69,0.6525127608,1.0,6,0.0,7,0
132,1.0,5.2176,95.07,71.5,10.5,9.0,84,182.5429545,2.66,0.9355722057,0.0,4,1.0,4,0
133,0.0,4.9008,81.83,67.6,9.6,10.6,115,174.6158156,2.86,2.1744543095,0.0,8,0.0,10,0
134,1.0,4.5835,93.12,80.5,15.5,11.5,74,188.1721628,3.48,8.7592256189,0.0,12,1.0,12,0
135,1.0,3.6706,36.35,66.9,15.5,11.5,63,174.1138544,2.85,8.6083317691,0.0,7,1.0,9,0
136,0.0,3.8829,33.85,67.1,12.6,9.7,95,166.7851862,3.81,3.1827703814,0.0,9,0.0,9,0
137,1.0,5.517,95.28,67.6,10.5,9.0,107,174.6158156,2.86,0.3449003596,0.0,8,1.0,9,0
138,1.0,5.9996,32.33,69.6,11.7,9.0,94,163.3624446,4.22,0.189829583,0.0,2,0.0,4,0
139,0.0,3.9919,25.02,68.0,15.0,11.5,90,168.7131123,3.68,3.0186644713,1.0,7,1.0,9,0
140,1.0,5.1894,12.58,68.6,7.1,11.5,63,163.3011429,4.09,8.4780100789,0.0,1,1.0,2,0
141,1.0,5.2044,10.58,68.7,10.0,11.9,74,170.4751925,4.18,8.7564444778,0.0,6,1.0,2,0
142,0.0,3.2809,51.38,78.8,10.5,10.4,104,194.1442297,3.21,11.0041869055,0.0,10,1.0,12,0
143,1.0,5.3591,94.33,79.3,15.1,13.4,79,195.9526553,3.27,3.3688048559,0.0,6,0.0,6,0
144,1.0,6.7506,95.87,75.5,12.6,14.5,84,187.9588779,3.17,4.6352103818,0.0,6,0.0,6,0
145,0.0,6.7433,94.45,79.6,15.1,13.9,84,194.8306605,3.29,4.6352103818,1.0,5,0.0,5,0
146,0.0,6.3636,61.84,78.8,15.1,13.9,84,194.1442297,3.21,4.6352103818,1.0,10,0.0,11,0
147,0.0,3.8667,24.84,66.2,15.0,11.5,96,166.74153180000005,3.35,3.1056715748,1.0,10,1.0,10,0
148,1.0,4.5519,95.48,80.4,15.1,13.4,96,192.8245948,3.39,3.0568514269,0.0,4,0.0,5,0
149,0.0,8.2213,71.42,79.0,10.7,13.6,104,194.4612831,3.31,0.8732235391,0.0,9,0.0,9,0
150,0.0,6.6201,87.37,79.8,13.9,12.4,49,188.9390719,3.35,1.3814569056,0.0,2,0.0,2,0
151,0.0,3.9464,66.8,78.8,13.0,14.6,63,194.1442297,3.21,7.935679668300001,1.0,10,1.0,12,0
152,1.0,3.8066,28.15,67.2,15.5,11.5,74,171.19616330000005,3.03,8.025114869400001,0.0,5,1.0,5,0
153,0.0,4.498,94.59,80.3,13.0,14.6,55,190.6250739,3.36,7.751420174400001,1.0,3,1.0,4,0
154,0.0,5.1053,96.32,80.5,12.6,11.5,74,188.1721628,3.48,3.2365253475,1.0,12,0.0,12,0
155,0.0,5.9902,91.0,67.6,9.6,12.3,115,174.6158156,2.86,1.2415257845,1.0,8,0.0,10,0
156,0.0,5.6761,65.46,66.1,11.2,12.3,115,165.7220839,3.31,1.2415257845,1.0,11,0.0,12,0
157,1.0,8.8957,47.46,67.1,10.0,12.0,115,166.7851862,3.81,1.2415257845,0.0,9,1.0,9,0
158,1.0,5.6975,93.45,67.7,12.6,14.5,85,174.8671796,2.8,4.6418197527,0.0,9,0.0,9,0
159,0.0,5.0575,99.2,80.5,12.6,11.5,77,188.1721628,3.48,3.4044746627,1.0,12,0.0,2,0
160,1.0,4.3099,92.77,79.3,15.5,11.5,69,189.5440738,3.52,9.3856334391,0.0,9,1.0,10,0
161,0.0,3.8951,65.15,78.8,13.0,14.6,69,193.6113816,3.19,9.3856334391,1.0,11,1.0,11,0
162,0.0,5.9902,91.0,67.6,9.6,12.3,116,174.6158156,2.86,1.2820150747,1.0,8,0.0,8,0
163,1.0,6.1118,37.28,66.8,10.0,12.0,106,165.25843500000005,3.68,0.6549840671,0.0,11,1.0,11,0
164,0.0,6.6110000000000015,82.28,71.5,15.2,13.5,61,182.5429545,2.66,1.6345696777,0.0,4,0.0,4,0
165,0.0,7.8239,96.18,80.4,10.7,13.6,115,192.8245948,3.39,1.2441636413,0.0,4,0.0,4,0
166,1.0,4.3145,65.12,78.5,15.1,13.4,97,192.69357130000003,3.13,3.1717883628,0.0,12,0.0,12,0
167,0.0,3.4709,12.84,70.1,12.6,9.7,96,168.7854764,4.42,3.0765160045,0.0,4,0.0,4,0
168,1.0,7.2159,96.21,71.5,10.5,9.0,97,182.5429545,2.66,0.1384009719,0.0,4,1.0,4,0
169,1.0,3.7823,52.74,67.7,15.5,11.5,73,174.8671796,2.8,8.8046978304,0.0,9,1.0,12,0
170,1.0,3.991,14.95,66.1,7.1,11.5,75,165.7220839,3.31,8.9774500642,0.0,11,1.0,1,0
171,1.0,4.2892,92.66,78.5,15.5,11.5,76,189.6382211,3.49,9.1991477853,0.0,8,1.0,9,0
172,1.0,9.5631,47.65,67.5,10.0,12.0,105,167.9615905,3.91,0.8719712347,0.0,8,1.0,10,0
173,1.0,7.0698,96.88,77.3,10.5,9.0,101,189.27894,3.43,0.1798633565,0.0,7,1.0,8,0
174,0.0,3.9191,93.03,69.4,12.6,11.5,90,175.2482939,2.7,3.0265431568,1.0,1,0.0,1,0
175,1.0,5.5793,12.7,67.1,10.0,11.9,65,166.7851862,3.81,8.625748206699999,0.0,9,1.0,10,0
176,1.0,4.0058,88.87,72.6,15.5,11.5,76,185.6306252,2.72,9.1564950176,0.0,5,1.0,5,0
177,1.0,6.7433,94.45,79.6,15.1,12.4,81,194.8306605,3.29,4.5211438213,0.0,5,0.0,5,0
178,1.0,4.5835,93.12,80.5,15.5,11.5,75,188.1721628,3.48,8.9733294828,0.0,12,1.0,2,0
179,0.0,6.0848,81.44,79.6,13.9,12.4,50,194.8306605,3.29,1.413677743,0.0,5,0.0,6,0
180,0.0,4.877,50.95,70.1,13.2,11.9,49,168.7854764,4.42,1.3814569056,0.0,4,0.0,4,0
181,1.0,5.0643,10.74,68.0,7.1,11.5,72,168.7131123,3.68,8.996831951599999,0.0,7,1.0,7,0
182,0.0,4.0973,80.61,66.9,12.6,11.5,93,174.1138544,2.85,3.1763777941000004,1.0,7,0.0,7,0
183,1.0,4.3145,65.12,78.5,15.1,13.4,82,192.69357130000003,3.13,2.9924385147000003,0.0,12,0.0,12,0
184,1.0,5.5566,45.16,66.2,11.7,9.0,93,166.74153180000005,3.35,0.1854242987,0.0,10,0.0,12,0
185,0.0,6.8087,82.89,72.6,15.2,13.5,55,185.6306252,2.72,1.4978751647,0.0,5,0.0,5,0
186,1.0,3.7222,76.94,70.5,15.5,11.5,63,176.82254369999995,2.77,8.6148111184,0.0,2,1.0,3,0
187,0.0,3.8954,35.27,69.6,15.0,11.5,74,163.3624446,4.22,3.255723667,1.0,2,1.0,2,0
188,1.0,4.4984,94.35,79.6,15.1,13.4,81,194.8306605,3.29,3.0077462107,0.0,5,0.0,8,0
189,0.0,3.9919,20.56,67.0,15.0,11.5,81,168.14317490000005,3.46,3.0077462107,1.0,8,1.0,8,0
190,1.0,4.5519,95.48,80.4,15.1,13.4,81,192.8245948,3.39,3.0077462107,0.0,4,0.0,8,0
191,0.0,3.9191,93.03,69.4,12.6,11.5,81,175.2482939,2.7,3.0077462107,1.0,1,0.0,6,0
192,1.0,5.5793,12.7,67.1,10.0,11.9,59,166.7851862,3.81,10.5337303973,0.0,9,1.0,9,0
193,0.0,4.2001,7.34,70.1,13.2,11.1,59,168.7854764,4.42,11.1190026808,0.0,4,0.0,9,0
194,0.0,3.0372,97.19,78.5,13.7,12.3,64,189.6382211,3.49,9.8917632761,0.0,8,1.0,8,0
195,0.0,4.1414,26.58,68.0,15.0,11.5,49,168.89499540000003,3.69,2.0403760159,1.0,6,1.0,9,0
196,0.0,4.9811,19.03,66.2,14.8,13.5,61,166.74153180000005,3.35,1.618804346,0.0,10,0.0,2,0
197,0.0,7.9271,97.94,78.1,9.6,12.3,112,189.236479,3.27,1.2303944512,1.0,10,0.0,11,0
198,0.0,7.9885,97.69,79.3,9.6,12.3,112,189.5440738,3.52,1.2303944512,1.0,9,0.0,9,0
199,0.0,7.5112,94.86,71.2,9.6,12.3,112,179.37516409999995,2.76,1.2303944512,1.0,3,0.0,4,0
200,0.0,3.9191,93.03,69.4,12.6,11.5,94,175.2482939,2.7,3.2007227607,1.0,1,0.0,1,0
201,0.0,6.029,82.96,68.5,15.2,13.5,49,174.7804831,2.66,1.3814569056,0.0,12,0.0,12,0
202,0.0,7.9821,72.46,78.7,10.7,13.6,113,195.0863121,3.25,0.4753750457,0.0,8,0.0,8,0
203,0.0,3.747,41.46,68.6,12.6,9.7,92,164.18939319999996,4.06,3.2454995281,0.0,12,0.0,1,0
204,1.0,4.3145,78.13,79.0,15.1,13.4,84,194.4612831,3.31,2.9576573138,0.0,9,0.0,12,0
205,0.0,3.8768,31.25,68.7,15.0,11.5,84,168.16883080000005,3.82,2.9576573138,1.0,5,1.0,6,0
206,1.0,4.4984,94.35,79.6,15.1,13.4,84,194.8306605,3.29,2.9576573138,0.0,5,0.0,6,0
207,0.0,3.9919,20.56,67.0,15.0,11.5,84,168.14317490000005,3.46,2.9576573138,1.0,8,1.0,12,0
208,1.0,4.4036,91.98,79.3,15.1,13.4,84,195.9526553,3.27,2.9576573138,0.0,6,0.0,6,0
209,0.0,3.8382,39.66,66.8,12.6,9.7,84,165.25843500000005,3.68,2.9576573138,0.0,11,0.0,3,0
210,0.0,3.9363,86.54,67.7,12.6,11.5,84,174.8671796,2.8,2.9576573138,1.0,9,0.0,4,0
211,1.0,6.9399,37.13,70.1,10.3,7.4,91,168.7854764,4.42,0.2110927823,0.0,4,0.0,5,0
212,0.0,3.3208,11.13,69.3,12.6,9.7,91,167.1401414,4.33,3.2079800121,0.0,3,0.0,5,0
213,0.0,5.5566,45.16,66.2,11.2,12.3,108,166.74153180000005,3.35,0.7088908978,1.0,10,0.0,11,0
214,0.0,5.2054,73.36,67.1,15.2,13.5,62,173.0314193,2.95,1.6007124259,0.0,6,0.0,6,0
215,0.0,4.0973,80.61,66.9,12.6,11.5,97,174.1138544,2.85,3.1568036944,1.0,7,0.0,7,0
216,1.0,4.4036,91.98,79.3,15.1,13.4,75,195.9526553,3.27,3.3248939897000005,0.0,6,0.0,7,0
217,0.0,4.2591,97.82,72.6,12.6,11.5,83,185.6306252,2.72,3.0283791214999995,1.0,5,0.0,5,0
218,1.0,6.9399,37.13,70.1,10.3,7.4,94,168.7854764,4.42,0.2005035369,0.0,4,0.0,4,0
219,1.0,5.5376,51.09,66.1,11.7,9.0,94,165.7220839,3.31,0.2049872932,0.0,11,0.0,12,0
220,0.0,6.6110000000000015,82.28,71.5,15.2,13.5,64,182.5429545,2.66,1.5768421968000002,0.0,4,0.0,6,0
221,0.0,4.0062,77.41,78.7,13.0,14.6,60,195.0863121,3.25,7.9918636875,1.0,8,1.0,9,0
222,1.0,4.5835,93.12,80.5,15.5,11.5,63,188.1721628,3.48,8.4547579155,0.0,12,1.0,12,0
223,0.0,2.6718,94.08,75.5,13.7,12.3,113,187.9588779,3.17,11.338769436199998,0.0,6,1.0,10,0
224,1.0,6.5624,62.66,66.1,12.6,14.5,81,164.0254855,3.2,5.2931261278,0.0,1,0.0,3,0
225,1.0,7.0515,96.97,75.5,10.5,9.0,90,187.9588779,3.17,0.2287435948,0.0,6,1.0,6,0
226,0.0,4.9404,10.74,70.1,12.6,9.7,40,168.7854764,4.42,2.0158360235,0.0,4,0.0,11,0
227,0.0,3.8951,65.15,78.8,13.0,14.6,70,193.6113816,3.19,8.674634774,1.0,11,1.0,12,0
