,Bedrooms,distance_public_school_mid_km,distance_public_school_elem_km,distance_public_school_edu_campus_km,distance_metro_station_km,distance_metro_bus_km,distance_grocery_km,distance_cap_gain_school_km,count_metro_bus_km,AvgFamilyIncAdj_2010_14,mimi,FreddieMac15yr,PriceIndex,zip_20007,BathsHalf,PctOfHomesDecreasingInValues,MedianValuePerSqft,SaleCount,TaxTotalLivingArea,BathsFull,Levels,TotalTaxes2,Fireplaces,Acres,DOMP,ListPrice2,qcut_ListPrice2
0,3,1.8388913187,0.8164772757,4.8934521343,0.7206421809,0.0191389393,1.6800772077,2.189428015,65,92969.0,69.3,4.33,167.1401414,0.0,0.0,83.26,237.0,2,1024.0,2,3,2967.0,0,0.08199999999999999,10,269900,0
1,2,1.4710974318,1.3096751919,2.687364918,1.3321929287999998,0.1348681823,1.7006965762,2.6741758825,38,82854.0,67.2,3.03,171.19616330000005,0.0,1.0,16.48,236.0,1,1260.0,2,2,2890.0,1,0.0,41,255000,0
2,1,1.2864643355,0.6055205211,1.4175846896000002,0.5403710597,0.1995266078,0.2851185459,2.9582761207,140,145350.0,79.8,3.35,188.9390719,0.0,0.0,5.53,586.0,1,682.0,1,1,2500.0,0,0.0,12,299900,0
3,1,1.2864643355,0.6055205211,1.4175846896000002,0.5403710597,0.1995266078,0.2851185459,2.9582761207,140,145350.0,80.1,3.48,188.1609222,0.0,0.0,5.03,582.0,1,589.0,1,1,2021.0,0,0.0,16,245000,0
4,1,1.2864643355,0.6055205211,1.4175846896000002,0.5403710597,0.1995266078,0.2851185459,2.9582761207,140,145350.0,78.7,3.25,195.0863121,0.0,0.0,28.8,589.0,1,532.0,1,1,1944.0,0,0.0,5,250000,0
5,1,1.2864643355,0.6055205211,1.4175846896000002,0.5403710597,0.1995266078,0.2851185459,2.9582761207,140,145350.0,80.3,3.36,190.6250739,0.0,0.0,6.44,588.0,3,518.0,1,1,1909.0,0,0.0,8,254000,0
6,1,1.2864643355,0.6055205211,1.4175846896000002,0.5403710597,0.1995266078,0.2851185459,2.9582761207,140,145350.0,79.6,3.29,194.8306605,0.0,0.0,15.29,589.0,1,677.0,1,1,2294.0,0,0.0,13,375000,0
7,0,1.2864643355,0.6055205211,1.4175846896000002,0.5403710597,0.1995266078,0.2851185459,2.9582761207,140,145350.0,79.8,3.35,188.9390719,0.0,0.0,5.53,586.0,2,448.0,1,9,1766.0,0,0.0,26,249999,0
8,1,1.2864643355,0.6055205211,1.4175846896000002,0.5403710597,0.1995266078,0.2851185459,2.9582761207,140,145350.0,79.3,3.27,195.9526553,0.0,0.0,19.85,589.0,2,532.0,1,1,2061.0,0,0.0,35,319900,0
9,1,1.0754684112,0.4858293105,1.0176387844,0.2439942916,0.1673469691,0.4645581861,2.5647557658,129,145350.0,71.2,2.76,179.37516409999995,0.0,0.0,3.92,542.0,1,825.0,1,1,2905.0,1,0.0,24,479000,0
10,4,2.3016690439,0.32611069730000003,4.762598099,1.1100225521,0.0533178116,0.7437840419,1.7468519147,70,92969.0,77.3,3.43,189.27894,0.0,1.0,2.22,275.0,1,1758.0,3,3,3781.0,1,0.08199999999999999,14,729900,0
11,4,2.1369816878,0.5822584618,4.3242280023,0.835803528,0.0224258986,0.6692193506,2.2264609695,72,92969.0,71.5,2.66,182.5429545,0.0,1.0,3.11,264.0,1,1638.0,2,3,2959.0,0,0.044,2,380000,0
12,1,0.8901595588,0.5868910961,7.694735652699999,1.9787961305,0.1085968826,2.4973990381,0.8901438131999999,63,44289.0,68.7,4.18,170.4751925,0.0,0.0,87.65,172.0,1,671.0,1,1,1155.0,0,0.0,242,30000,0
13,1,0.8901595588,0.5868910961,7.694735652699999,1.9787961305,0.1085968826,2.4973990381,0.8901438131999999,63,44289.0,68.6,4.06,164.18939319999996,0.0,0.0,84.29,163.0,1,671.0,1,1,1155.0,0,0.0,129,21900,0
14,4,1.4671735925999998,0.4021922244,5.4100257028,0.9542536357,0.14260210939999998,0.5662714527,3.1686002841,90,51713.0,69.4,4.37,166.0036383,0.0,1.0,86.4,201.0,1,1200.0,3,3,2979.0,0,0.112,14,269000,0
15,3,1.0797339605,0.9992734498,0.4120070399,0.6331675957999999,0.1681167921,0.4847382734,1.5254645722,99,108639.0,79.0,3.24,195.8744368,0.0,0.0,10.65,512.0,1,1412.0,2,3,3472.0,0,0.017,46,567000,0
16,3,2.6633640811,1.0272677838,7.6583493679,2.366027206,0.0721310297,1.4682374625,3.4577441535,40,264688.0,68.9,4.28,170.1945226,0.0,2.0,24.19,437.0,1,1699.0,2,3,6558.0,1,0.198,5,795000,0
17,2,0.9380010929,0.5985639089,2.7483616526,1.5241578128,0.0610735978,2.0186562718000003,2.1210229965000003,29,52687.0,79.3,3.52,189.5440738,0.0,0.0,4.83,176.0,1,704.0,2,2,1551.0,0,0.065,72,179900,0
18,6,1.9131499909,0.8091640858,5.0312787274,1.2529397596,0.0566980696,1.3730336013999995,3.450685015,37,264688.0,78.1,3.27,189.236479,0.0,1.0,5.35,468.0,1,3450.0,4,3,14110.0,4,0.121,211,1795000,0
19,3,0.4031199911,0.454118344,3.3646643059,0.1970954176,0.0604679824,1.1087283187,0.4030907366,78,52687.0,69.4,4.44,165.8540725,0.0,1.0,86.13,192.0,1,1024.0,1,3,1948.0,0,0.076,82,185000,0
20,3,1.2591399461,0.803871935,4.7249841943,0.5099436216,0.1571426016,2.5028503413,1.2591098142,66,52687.0,75.5,3.17,187.9588779,0.0,2.0,6.77,173.0,1,1360.0,2,3,2558.0,0,0.059,6,240000,0
21,1,1.2465380031,0.3021197733,8.3478357729,2.3732280189,0.1307404526,2.8219647275,1.2465348162999998,78,44289.0,66.6,3.66,166.02525580000002,0.0,0.0,76.54,169.0,1,562.0,1,0,993.0,0,0.0,48,19900,0
22,3,0.8559542738,0.5294263517,7.9174712104,1.9831746609,0.0471531976,2.4693291407,0.8559452112,78,44289.0,67.0,3.46,168.14317490000005,0.0,0.0,72.03,153.0,2,900.0,2,2,1899.0,0,0.127,201,179997,0
23,4,1.1889315753,0.5257191385,3.0432081365,0.4998406288,0.1260557476,1.5618349574,1.1889788649,70,52687.0,68.7,3.82,168.16883080000005,0.0,0.0,76.43,182.0,1,1340.0,1,2,2197.0,0,0.11,26,198000,0
24,3,0.8040316695,0.252739703,3.0324996203,0.5139034426,0.0840662816,0.4806482027,3.4470079819,104,93034.0,78.1,3.27,189.236479,0.0,1.0,1.98,406.0,1,1364.0,3,3,3142.0,0,0.023,9,650000,0
25,5,0.662644744,0.8243244161,3.178707864,0.2008626648,0.1097630395,0.4993322799,1.2089681097,87,82854.0,68.0,3.68,168.7131123,0.0,0.0,58.87,233.0,1,960.0,2,2,2683.0,0,0.092,13,255500,0
26,4,0.7980270292,0.3554617354,3.3853161007,0.5183641913,0.0345057162,0.4301472657,3.0965585594,105,93034.0,69.4,4.37,166.0036383,0.0,1.0,43.91,328.0,2,1868.0,1,3,5135.0,0,0.033,71,479950,0
27,5,0.2893924977,0.6507043256,4.0944855666,0.8105221243,0.08415991119999999,0.4809814772,1.4571137518,90,82854.0,68.6,4.06,164.18939319999996,0.0,0.0,44.81,240.0,2,1197.0,2,3,3130.0,0,0.112,3,250000,0
28,1,1.8200453722,1.036120725,0.5361915659000001,0.3936179637,0.1014239058,0.1895733794,1.85485275,80,235910.0,68.0,3.69,168.89499540000003,0.0,0.0,38.73,548.0,1,675.0,1,1,2980.0,0,0.0,148,299000,0
29,1,1.8200453722,1.036120725,0.5361915659000001,0.3936179637,0.1014239058,0.1895733794,1.85485275,80,235910.0,67.5,3.91,167.9615905,0.0,0.0,20.55,546.0,3,808.0,1,1,3230.0,0,0.0,59,329000,0
30,1,1.8200453722,1.036120725,0.5361915659000001,0.3936179637,0.1014239058,0.1895733794,1.85485275,80,235910.0,69.3,4.33,167.1401414,0.0,0.0,32.34,540.0,1,808.0,1,1,3230.0,0,0.0,9,359000,0
31,2,1.8200453722,1.036120725,0.5361915659000001,0.3936179637,0.1014239058,0.1895733794,1.85485275,80,235910.0,67.9,2.66,174.9641855,0.0,0.0,8.95,566.0,2,1020.0,2,1,3707.0,0,0.0,205,577500,0
32,1,1.8200453722,1.036120725,0.5361915659000001,0.3936179637,0.1014239058,0.1895733794,1.85485275,80,235910.0,66.9,2.85,174.1138544,0.0,0.0,9.64,560.0,1,754.0,1,1,2872.0,0,0.0,35,399000,0
33,2,1.8200453722,1.036120725,0.5361915659000001,0.3936179637,0.1014239058,0.1895733794,1.85485275,80,235910.0,66.3,3.25,164.6735404,0.0,0.0,39.51,544.0,1,990.0,2,0,3931.0,0,0.0,91,535000,0
34,1,1.8200453722,1.036120725,0.5361915659000001,0.3936179637,0.1014239058,0.1895733794,1.85485275,80,235910.0,68.9,4.28,170.1945226,0.0,0.0,29.75,546.0,1,808.0,1,1,3359.0,0,0.0,50,355000,0
35,4,1.1423051919,0.33923545380000003,2.6948837689,0.6166283494,0.139199137,0.9671639056,1.3258434264,99,82854.0,67.9,2.66,174.9641855,0.0,1.0,4.26,243.0,1,1960.0,3,3,3229.0,0,0.158,45,799900,0
36,2,2.113200773,0.22093724760000005,1.0733722446,0.35689143799999995,0.08147511959999999,0.2505621322,2.4572261331,167,108639.0,78.7,3.25,195.0863121,0.0,0.0,15.73,515.0,1,997.0,1,1,3881.0,0,0.0,5,515000,0
37,2,2.113200773,0.22093724760000005,1.0733722446,0.35689143799999995,0.08147511959999999,0.2505621322,2.4572261331,167,108639.0,78.5,3.13,192.69357130000003,0.0,0.0,29.56,524.0,1,962.0,2,1,4269.0,0,0.0,4,529900,0
38,2,2.113200773,0.22093724760000005,1.0733722446,0.35689143799999995,0.08147511959999999,0.2505621322,2.4572261331,167,108639.0,78.5,3.13,192.69357130000003,0.0,0.0,29.56,524.0,1,954.0,2,1,4246.0,0,0.0,4,578000,0
39,2,0.9303345029,0.1508574125,3.5779877425,0.3351349557,0.1482520785,0.4738167157,2.886801119,100,93034.0,66.6,3.66,166.02525580000002,0.0,1.0,49.24,327.0,1,1537.0,2,2,5096.0,1,0.0,32,489000,0
40,4,1.6265551757,1.324322684,0.4757991384,0.2821073352,0.0553837404,0.2386898107,2.0686650109,113,235910.0,66.3,3.16,164.31463390000005,0.0,2.0,30.62,549.0,1,1920.0,2,3,7111.0,1,0.023,6,815000,0
41,4,0.8487890356000001,0.3153688547,2.823006777,0.5423618021,0.0343558871,0.594563714,3.6657729813,101,108639.0,68.5,2.66,174.7804831,0.0,1.0,3.68,442.0,2,1334.0,3,3,2808.0,0,0.023,28,575900,0
42,4,1.405028072,0.1676326077,2.1934790687,0.4967519384,0.1472497459,0.4948534219,1.6072703491999998,77,86159.0,78.8,3.19,193.6113816,0.0,0.0,32.27,283.0,1,1474.0,2,3,3307.0,1,0.105,6,539000,0
43,2,1.2628399114,1.3522507838999998,0.2376493367,0.6287066875999999,0.0202738297,0.2383079456,1.2628491992,97,108639.0,78.8,3.19,193.6113816,0.0,0.0,26.93,523.0,1,793.0,2,1,4497.0,0,0.0,18,599900,0
44,4,0.2813692402,0.6187551679,4.0949848062,0.8211519740000001,0.1061102433,0.4734911953,1.4324835895,89,82854.0,68.0,3.69,168.89499540000003,0.0,0.0,57.32,234.0,3,1006.0,3,3,2864.0,0,0.121,72,475000,0
45,2,1.1383795514,0.2409758891,3.4139313795,0.6008466152,0.0425844541,1.8134289008,1.1384237825,75,52687.0,68.6,4.06,164.18939319999996,0.0,0.0,80.02,186.0,1,1004.0,1,2,1807.0,0,0.046,16,63600,0
46,4,1.433415432,0.1264885809,2.2344569278,0.5275124477,0.1518856701,0.5362582963,1.57906977,80,86159.0,67.1,2.95,173.0314193,0.0,0.0,29.07,206.0,2,1670.0,2,3,4100.0,1,0.113,14,324900,0
47,4,0.9954337537,0.5561332672,2.5342071115,0.7070971528,0.073162006,0.7746307495,3.844650111,112,108639.0,66.3,3.25,164.6735404,0.0,0.0,18.56,419.0,1,1272.0,3,3,2904.0,0,0.023,4,314200,0
48,4,1.8347639074,0.2400798002,1.1859128173,0.4765076952,0.1036469293,0.2198118324,2.6658094775,146,108639.0,79.3,3.27,195.9526553,0.0,1.0,6.23,510.0,1,1704.0,3,3,6191.0,2,0.037000000000000005,6,1100000,0
49,3,0.4868095118,1.0062013184999998,3.3603316144,0.1801476163,0.1183550539,0.33896160700000005,1.216656967,85,82854.0,70.5,2.77,176.82254369999995,0.0,0.0,3.73,248.0,1,1187.0,2,3,3142.0,0,0.085,10,499000,0
50,3,1.1119159059,0.1701829895,3.8392084824,0.2382837541,0.2530369108,0.2704097153,2.6149567928,94,93034.0,68.0,3.69,168.89499540000003,0.0,1.0,55.14,329.0,1,1386.0,1,3,2900.0,0,0.025,9,395000,0
51,3,1.6472514271,1.3298687895,0.5774694163,0.2556789994,0.0423901049,0.2234071813,2.1963582398,115,235910.0,68.0,4.04,169.4708133,0.0,2.0,24.29,545.0,1,2206.0,2,4,9655.0,1,0.022,99,1425000,0
52,3,1.1331937981,0.4114722733,3.1844500555,0.5320002225,0.07005409259999999,1.6369066447999998,1.1332405172,76,52687.0,67.2,3.03,171.19616330000005,0.0,0.0,63.37,167.0,2,1248.0,3,2,1611.0,0,0.057,116,229500,0
53,3,0.7343612126000001,0.9020521721,7.7685260646,1.1854300976,0.0405099442,1.434544809,0.7343872759000001,115,44289.0,70.5,2.77,176.82254369999995,0.0,1.0,12.1,157.0,2,1134.0,1,3,1454.0,0,0.035,1,100000,0
54,2,0.7959066152,0.2789231554,3.1377366124,0.5262074427000001,0.031428771,0.4465359832,3.3395681891000004,104,93034.0,67.1,2.95,173.0314193,0.0,0.0,4.28,350.0,1,904.0,1,3,2612.0,0,0.016,6,389000,0
55,2,0.9845483995,0.9143738198,0.5190876853999999,0.5404962921,0.0796550213,0.3954863083,1.497097974,88,108639.0,78.7,3.25,195.0863121,0.0,1.0,15.73,515.0,1,1502.0,2,2,5022.0,0,0.0,12,699000,0
56,3,0.5448228949,0.9449077491,3.2989643302,0.1709665718,0.12700743050000002,0.3894163751,1.2079910075,85,82854.0,67.9,2.66,174.9641855,0.0,2.0,4.26,243.0,1,1650.0,1,3,2710.0,1,0.057,22,499000,0
57,3,0.3978569252,0.6083596317000001,4.2144371229000015,0.9367583417,0.1465843382,0.5894170899,1.5058155423,91,82854.0,72.6,2.72,185.6306252,0.0,1.0,1.35,257.0,2,1424.0,3,3,2590.0,0,0.06,20,558500,0
58,3,0.4833102168,1.0064333441,3.3599468049000003,0.1914299588,0.1079703822,0.3323586145,1.2052026709,83,82854.0,68.9,4.28,170.1945226,0.0,0.0,72.65,239.0,1,1187.0,2,3,3407.0,0,0.085,9,439000,0
59,5,1.3705694501,0.3076616606,2.0483726867,0.4676317776,0.0951130264,0.3694729159,1.6581505325,73,86159.0,80.5,3.48,188.1721628,0.0,0.0,0.66,260.0,1,2238.0,1,3,2873.0,1,0.114,33,425000,0
60,4,1.6418840104,1.3254983262,0.5726425439,0.2605702899,0.0459133199,0.22894676,2.1928401716,115,235910.0,66.3,3.32,167.5460189,0.0,1.0,49.85,543.0,1,2206.0,3,4,9451.0,1,0.022,161,1339000,0
61,4,1.2081628177,0.5162804828,3.0468216163,0.4792797279,0.139141945,1.5790075028,1.2082100932,68,52687.0,66.3,3.32,167.5460189,0.0,0.0,79.02,175.0,2,1671.0,2,2,2583.0,0,0.134,12,249900,0
62,2,1.1409187583,0.4126175778,3.1790068439,0.5241869649,0.0765262432,1.6378528482,1.1409655091,74,52687.0,79.3,3.52,189.5440738,0.0,1.0,4.83,176.0,2,1176.0,2,2,1400.0,0,0.063,69,219700,0
63,3,0.7291044576000001,0.8977078353,7.7642588776,1.1818007058,0.0447419744,1.4328385447999998,0.72913052,115,44289.0,70.5,2.77,176.82254369999995,0.0,2.0,12.1,157.0,1,1134.0,1,3,1285.0,0,0.038,158,167900,0
64,4,0.9772424833,0.5024665771,2.8563116854,0.4698177677000001,0.0976090091,0.8024515444,1.2465185099,98,82854.0,80.4,3.39,192.8245948,0.0,0.0,2.95,296.0,1,1636.0,2,3,2948.0,0,0.086,3,505000,0
65,2,1.3814569056,0.4993432415,1.1296253168,1.0222251014,0.1949612058,0.1554380217,1.3814560337,49,283491.0,71.5,2.66,182.5429545,1.0,0.0,10.79,547.0,1,950.0,1,2,3731.0,1,0.0,26,577000,0
66,3,1.0793763851,0.1482894376,3.8093097709,0.2507613721,0.2638248555,0.2986405219,2.648373217,97,93034.0,67.7,2.69,175.0512181,0.0,1.0,2.15,359.0,1,1404.0,1,3,2763.0,0,0.025,0,390000,0
67,4,1.1402436216,0.3391737279,2.6939948889,0.6206374920000001,0.125755237,0.9639871272,1.3117805189,97,82854.0,67.6,2.86,174.6158156,0.0,1.0,10.76,240.0,1,2388.0,2,3,3605.0,0,0.146,0,300000,0
68,3,0.2322347152,0.5816673831,4.0521661649,0.7973203273999999,0.1041002231,0.4229935016,1.370487291,95,82854.0,67.0,3.2,165.9509441,0.0,2.0,30.06,234.0,2,1296.0,3,3,2764.0,0,0.121,2,549900,0
69,4,1.1995395319,0.1653920664,3.5436283574000003,0.6408633243,0.0380803361,1.9408610498,1.1995817826,79,52687.0,68.6,4.09,163.3011429,0.0,1.0,80.36,185.0,1,1600.0,2,3,3169.0,1,0.069,123,207500,0
70,3,0.9994736215,0.575231243,2.5119604156,0.7155078621,0.0886933487,0.7833359690999999,3.8224658268,115,108639.0,67.0,3.2,165.9509441,0.0,1.0,11.34,424.0,2,1264.0,3,3,2831.0,1,0.023,12,589000,0
71,2,0.1521110687,0.6029255041,3.9718376203,0.7245270161,0.1090876425,0.3435244696,1.3208689043,95,82854.0,66.9,2.85,174.1138544,0.0,0.0,12.51,238.0,1,1489.0,1,3,2630.0,0,0.121,37,349000,0
72,2,0.2660942962,0.5486851378000001,4.086695314,0.8395134648999999,0.0725380545,0.4540932294,1.3715673343,94,82854.0,68.7,4.18,170.4751925,0.0,0.0,65.5,239.0,2,926.0,1,3,3454.0,0,0.121,5,199999,0
73,5,1.3020893547,0.3755672077,1.982050786,0.4073689852,0.0960454936,0.2921291593,1.7337591579,73,86159.0,79.0,3.31,194.4612831,0.0,0.0,16.92,278.0,1,1918.0,4,3,1558.0,1,0.114,49,749000,0
74,4,0.7946443987999999,0.2373531396,2.9619756391000003,0.4943791613,0.0277112392,0.4972891307,3.5261205916,108,93034.0,68.9,4.28,170.1945226,0.0,1.0,45.54,330.0,1,1352.0,2,3,3581.0,2,0.023,3,329000,0
75,3,1.1757767101,0.6944736039,4.6282688467,0.6460114085,0.1698445764,2.3930322119,1.1757431539,61,52687.0,78.8,3.3,188.6493901,0.0,0.0,3.9,179.0,1,1040.0,2,2,1715.0,0,0.095,18,190000,0
76,3,1.1098629122,0.6213737336,4.5524229806,0.7366553861,0.1946178701,2.3118863093,1.1098275853,59,52687.0,78.5,3.13,192.69357130000003,0.0,0.0,33.43,201.0,2,1029.0,2,2,1514.0,0,0.08800000000000001,1,75000,0
77,1,1.7681366638999998,1.0947329768,0.4970704218,0.3456195932,0.0849276325,0.1315982941,1.895528811,84,235910.0,71.2,2.76,179.37516409999995,0.0,0.0,10.91,572.0,1,652.0,1,1,2493.0,0,0.0,31,315000,0
78,0,1.7681366638999998,1.0947329768,0.4970704218,0.3456195932,0.0849276325,0.1315982941,1.895528811,84,235910.0,67.0,3.2,165.9509441,0.0,0.0,26.61,551.0,1,370.0,1,1,1593.0,0,0.0,31,178000,0
79,1,1.7681366638999998,1.0947329768,0.4970704218,0.3456195932,0.0849276325,0.1315982941,1.895528811,84,235910.0,70.5,2.77,176.82254369999995,0.0,0.0,10.88,569.0,1,713.0,1,1,2645.0,0,0.0,3,299900,0
80,1,1.7681366638999998,1.0947329768,0.4970704218,0.3456195932,0.0849276325,0.1315982941,1.895528811,84,235910.0,67.5,3.91,167.9615905,0.0,0.0,20.55,546.0,1,547.0,1,1,2245.0,0,0.0,14,290000,0
81,0,1.7681366638999998,1.0947329768,0.4970704218,0.3456195932,0.0849276325,0.1315982941,1.895528811,84,235910.0,69.4,4.37,166.0036383,0.0,0.0,34.93,536.0,1,381.0,1,1,1655.0,0,0.0,4,165000,0
82,0,1.7681366638999998,1.0947329768,0.4970704218,0.3456195932,0.0849276325,0.1315982941,1.895528811,84,235910.0,67.5,3.91,167.9615905,0.0,0.0,20.55,546.0,1,351.0,1,1,1563.0,0,0.0,32,189000,0
83,3,0.7772535184999999,0.225440262,3.0370670759,0.4866251763,0.08523316789999999,0.4566195907,3.4499464766,106,93034.0,66.9,2.85,174.1138544,0.0,1.0,3.18,353.0,1,1280.0,1,3,2869.0,0,0.023,4,469000,0
84,2,2.1826612327,0.153302611,1.1108356553,0.4465668006,0.0613008067,0.3843656866,2.4420011564,166,108639.0,79.0,3.24,195.8744368,0.0,0.0,10.65,512.0,1,875.0,1,1,3989.0,0,0.0,50,609000,0
85,2,2.1826612327,0.153302611,1.1108356553,0.4465668006,0.0613008067,0.3843656866,2.4420011564,166,108639.0,78.5,3.13,192.69357130000003,0.0,0.0,29.56,524.0,1,1050.0,2,1,4827.0,0,0.0,3,675000,0
86,2,2.1826612327,0.153302611,1.1108356553,0.4465668006,0.0613008067,0.3843656866,2.4420011564,166,108639.0,79.3,3.27,195.9526553,0.0,0.0,6.23,510.0,1,994.0,2,1,4448.0,0,0.0,47,619000,0
87,2,2.1826612327,0.153302611,1.1108356553,0.4465668006,0.0613008067,0.3843656866,2.4420011564,166,108639.0,79.8,3.35,188.9390719,0.0,0.0,2.04,503.0,1,1315.0,2,1,5626.0,0,0.0,18,785000,0
88,2,2.1826612327,0.153302611,1.1108356553,0.4465668006,0.0613008067,0.3843656866,2.4420011564,166,108639.0,78.8,3.21,194.1442297,0.0,0.0,23.33,520.0,1,1315.0,2,1,5337.0,0,0.0,23,849999,0
89,2,2.1826612327,0.153302611,1.1108356553,0.4465668006,0.0613008067,0.3843656866,2.4420011564,166,108639.0,78.8,3.21,194.1442297,0.0,0.0,23.33,520.0,1,940.0,1,1,3991.0,0,0.0,5,574900,0
90,2,2.1826612327,0.153302611,1.1108356553,0.4465668006,0.0613008067,0.3843656866,2.4420011564,166,108639.0,78.8,3.21,194.1442297,0.0,0.0,23.33,520.0,1,1315.0,2,1,5337.0,1,0.0,10,849000,0
91,2,2.1826612327,0.153302611,1.1108356553,0.4465668006,0.0613008067,0.3843656866,2.4420011564,166,108639.0,79.6,3.29,194.8306605,0.0,1.0,2.67,509.0,1,996.0,1,1,4298.0,0,0.0,4,610000,0
92,1,2.1826612327,0.153302611,1.1108356553,0.4465668006,0.0613008067,0.3843656866,2.4420011564,166,108639.0,78.8,3.19,193.6113816,0.0,0.0,26.93,523.0,1,1050.0,2,1,4360.0,0,0.0,7,675000,0
93,2,2.1826612327,0.153302611,1.1108356553,0.4465668006,0.0613008067,0.3843656866,2.4420011564,166,108639.0,79.0,3.31,194.4612831,0.0,0.0,19.66,518.0,1,940.0,1,1,3991.0,0,0.0,31,625000,0
94,2,2.1826612327,0.153302611,1.1108356553,0.4465668006,0.0613008067,0.3843656866,2.4420011564,166,108639.0,79.6,3.29,194.8306605,0.0,0.0,2.67,509.0,1,1315.0,2,1,5337.0,0,0.0,4,809000,0
95,1,2.1826612327,0.153302611,1.1108356553,0.4465668006,0.0613008067,0.3843656866,2.4420011564,166,108639.0,80.1,3.48,188.1609222,0.0,0.0,1.96,499.0,1,712.0,1,1,3554.0,0,0.0,46,475000,0
96,2,1.3814569056,0.4993432415,1.1296253168,1.0222251014,0.1949612058,0.1554380217,1.3814560337,49,283491.0,79.6,3.29,194.8306605,1.0,1.0,10.29,596.0,2,886.0,1,2,4215.0,1,0.0,0,639000,0
97,4,1.2191393379000002,0.16295687050000002,3.5879426857,0.662874239,0.060517442699999986,1.9821756306,1.2191808455,78,52687.0,70.5,2.77,176.82254369999995,0.0,1.0,17.24,168.0,1,1209.0,3,3,1689.0,0,0.052000000000000005,0,325000,0
98,3,0.9778667152,0.5451208002,2.5429767541,0.690947502,0.0777718969,0.7586078286,3.8253004794,112,108639.0,67.7,2.69,175.0512181,0.0,1.0,4.16,438.0,1,1272.0,2,3,3435.0,1,0.023,6,549900,0
99,3,1.2481695733,0.2297025771,2.5819526235,0.7333761837,0.0998935112,0.8919822893000001,1.3405256495,94,82854.0,71.5,2.66,182.5429545,0.0,1.0,1.44,253.0,1,1520.0,1,3,2718.0,0,0.094,1,425000,0
100,5,0.7887102195,0.2314877264,2.9634229863,0.4883354435,0.0320106311,0.4922099171,3.5264222373000003,107,93034.0,72.6,2.72,185.6306252,0.0,0.0,1.29,379.0,1,1710.0,2,3,3367.0,1,0.023,41,600000,0
101,3,1.296376793,0.341609409,3.8391137681,0.859706372,0.0352302309,2.185828564,1.2964132347,70,52687.0,78.5,3.49,189.6382211,0.0,0.0,5.51,175.0,2,908.0,2,3,1434.0,0,0.11,0,75000,0
102,2,1.3814569056,0.4993432415,1.1296253168,1.0222251014,0.1949612058,0.1554380217,1.3814560337,49,283491.0,66.8,3.68,165.25843500000005,1.0,1.0,30.69,534.0,1,886.0,1,2,4116.0,1,0.0,4,545000,0
103,5,0.7806811636,0.3444365894,3.2821320430000003,0.5496679911,0.0668956279,0.41258657,3.1996079398000004,110,93034.0,68.6,4.06,164.18939319999996,0.0,2.0,51.92,329.0,1,2528.0,3,4,4297.0,0,0.055,20,594500,0
104,5,1.4113101182,0.2364553047,2.1199485355000003,0.5025278769,0.0813887037,0.4383687736,1.6078545384,77,86159.0,68.0,3.68,168.7131123,0.0,0.0,65.01,209.0,1,1467.0,4,3,3262.0,1,0.08900000000000001,125,499999,0
105,3,0.2068754882,0.5714127968,4.0275547651,0.7814379486,0.0997422257,0.3963081258,1.3421019186,95,82854.0,68.0,3.69,168.89499540000003,0.0,0.0,57.32,234.0,1,1170.0,1,2,2762.0,1,0.053,54,329000,0
106,3,1.6381986904,1.26669241,0.4503053364,0.2964105802,0.0527788367,0.1809327133,2.0183464916,106,235910.0,66.3,3.25,164.6735404,0.0,1.0,39.51,544.0,1,1448.0,2,3,9611.0,2,0.043,168,999000,0
107,2,1.2333742216,0.4784019687,3.0780530966,0.4441395201,0.151410029,1.6226654173,1.2334214051,69,52687.0,69.4,4.44,165.8540725,0.0,0.0,86.13,192.0,2,800.0,1,3,1763.0,0,0.052000000000000005,179,73000,0
108,3,1.0558329036,0.8851826078,4.8765260643,1.0640381527,0.0564265809,1.2431484311,1.9784345358,75,82854.0,77.3,3.43,189.27894,0.0,0.0,0.82,265.0,2,1120.0,1,2,2747.0,0,0.113,0,312000,0
109,3,0.970700067,0.5382620263,2.5495485917,0.6836941428,0.0757896765,0.7513530212,3.8212538589,112,108639.0,68.6,4.06,164.18939319999996,0.0,0.0,36.74,411.0,2,1108.0,2,3,3272.0,0,0.024,24,245000,0
110,2,1.3814569056,0.4993432415,1.1296253168,1.0222251014,0.1949612058,0.1554380217,1.3814560337,49,283491.0,67.0,3.2,165.9509441,1.0,1.0,29.39,530.0,2,886.0,1,2,3694.0,1,0.0,0,569900,0
111,4,1.3701532256,0.3429995569,2.0141136418,0.4736598189,0.1037926309,0.3456998377,1.6675804435,73,86159.0,79.3,3.52,189.5440738,0.0,0.0,0.57,250.0,2,1707.0,1,3,2565.0,1,0.126,12,295000,0
112,2,1.0814352747,0.4017088131,0.3209842345,1.0298474917,0.1105327825,0.9053828491,1.0813886615,84,106848.0,67.1,3.14,168.5979178,0.0,0.0,13.78,316.0,1,1122.0,1,1,3545.0,0,0.0,30,190000,0
113,6,0.241407685,0.8533169120999999,3.5888393594,0.3760088704,0.0639914505,0.1208928461,1.1871997925,85,82854.0,72.6,2.72,185.6306252,0.0,0.0,1.35,257.0,1,1790.0,4,3,2592.0,1,0.063,48,599900,0
