,PctOfHomesDecreasingInValues,distance_grocery_km,distance_public_school_arts_center_km,distance_public_school_ye_km,ListPrice2_delta,FreddieMac15yr,PriceIndex,distance_cap_gain_school_km,SaleCount,TaxTotalLivingArea,count_metro_station_km,YearBuilt,Acres,Bedrooms,BasementY/N,Fireplaces,TotalTaxes2,DOMP,qcut_DOMP
162,4.58,0.7820604524,1.2820150747,1.0318542631,-0.2129525522824376,2.86,174.6158156,3.7859973163,1,1136.0,6,1910,0.031,3,1,0,2761.0,3,0
163,51.2,0.4300600481,0.6549840671,1.4526473466999998,0.1105734333413985,3.68,165.25843500000005,3.4115137757,1,1156.0,6,1910,0.029,3,0,0,3645.0,5,0
164,10.79,0.4629596469,1.6345696777,4.1608844465,-0.03267467389900555,2.66,182.5429545,1.6345716913,1,672.0,2,1885,0.019,2,1,1,5102.0,19,0
165,2.08,0.774331221,1.2441636413,1.0458514686,-0.2797006548175865,3.39,192.8245948,3.7982231366,1,962.0,6,1910,0.027000000000000003,2,0,0,2227.0,6,0
166,28.59,0.9637768834,3.1717883628,0.4975441288,0.31611682125846075,3.13,192.69357130000003,1.2771829151,1,1156.0,4,1925,0.055,4,1,0,2433.0,0,0
167,79.53,0.6848141462999999,3.0765160045,0.1847567129,0.06562922868741543,4.42,168.7854764,1.1769778285,1,2080.0,3,1916,0.115,5,1,0,5567.0,2,0
168,1.81,0.417249956,0.1384009719,0.8294800090000001,0.059223094884313314,2.66,182.5429545,2.776330024,2,1320.0,6,1912,0.03,4,1,0,2865.0,6,0
169,36.68,1.6911361545,8.8046978304,4.3507792783,0.5895170789163722,2.8,174.8671796,1.1685517022,3,1280.0,3,1924,0.133,4,1,0,2353.0,82,0
170,78.07,1.8381742124,8.9774500642,4.519776685,-0.6014067995310668,3.31,165.7220839,1.1767053691,1,844.0,3,1928,0.073,2,1,0,1722.0,81,0
171,5.51,2.0851924059,9.1991477853,4.7821965015,0.4295550847457627,3.49,189.6382211,1.2874378503,3,1470.0,3,1929,0.077,3,1,0,2245.0,7,0
172,36.87,0.5433165878,0.8719712347,1.2853829477,0.4378927017883035,3.91,167.9615905,3.6314520009,1,2054.0,4,1907,0.031,4,1,0,4077.0,58,0
173,1.39,0.4926406026,0.1798633565,0.922509475,-0.06397860522526229,3.43,189.27894,2.8697278672000004,1,1404.0,6,1909,0.044,3,1,0,3309.0,7,0
174,3.55,0.1116448083,3.0265431568,0.5541002543,-0.15618287818349186,2.7,175.2482939,1.2104191724,1,1118.0,3,1981,0.0,2,0,1,2544.0,3,0
175,81.0,1.6009777052,8.625748206699999,4.2227527798,-0.7089077412513256,3.81,166.7851862,1.2364407102,1,1088.0,3,1950,0.043,2,0,0,1781.0,39,0
176,7.81,2.0490713179,9.1564950176,4.7424683564,0.4440734557595993,2.72,185.6306252,1.2757606191,1,1075.0,3,1952,0.117,6,1,0,1692.0,0,0
177,2.96,0.4576425693,4.5211438213,1.7642387031,0.15675675675675674,3.29,194.8306605,0.7285312684999999,1,1076.0,7,1908,0.0,2,0,1,3928.0,5,0
178,4.72,1.8449580747,8.9733294828,4.5250242185000005,-0.05030800821355237,3.48,188.1721628,1.1871048762,2,609.0,3,1928,0.064,2,0,0,1081.0,69,0
179,10.29,0.1975674445,1.413677743,4.5900801371,-0.16167456921475656,3.29,194.8306605,1.4136771378,1,864.0,0,1900,0.013,2,0,0,5469.0,42,0
180,32.47,0.1554380217,1.3814569056,4.6256272404,-0.27012186955939466,4.42,168.7854764,1.3814560337,1,950.0,0,1980,0.0,2,0,1,4177.0,17,0
181,80.89,1.8931331269,8.996831951599999,4.572851990899999,0.5340909090909091,3.68,168.7131123,1.2201947792,1,1618.0,3,2011,0.08,4,0,0,146.0,0,0
182,12.51,0.8442696545999999,3.1763777941000004,0.609397772,0.2925392670157068,2.85,174.1138544,1.3648424491,1,1444.0,4,1925,0.09,3,1,1,3487.0,4,0
183,28.59,0.2653193795,2.9924385147000003,0.2779004099,-0.34820757081975434,3.13,192.69357130000003,1.1780056591,1,1368.0,3,1900,0.086,3,1,0,2676.0,6,0
184,38.48,0.34149717310000005,0.1854242987,0.6985970383,-0.07937297835282409,3.35,166.74153180000005,2.645450306,2,1368.0,5,1923,0.024,4,1,0,2928.0,58,0
185,10.19,0.3918171062,1.4978751647,4.3680450102,-0.10656896773364186,2.72,185.6306252,1.4978760095,1,928.0,2,1900,0.042,2,0,0,6406.0,6,0
186,17.24,1.6029099086,8.6148111184,4.2211086348,0.14351057747284166,2.77,176.82254369999995,1.2470828417,2,1050.0,3,1950,0.043,3,0,0,1702.0,27,0
187,52.22,1.0846345897,3.255723667,1.5869639341,-0.1457975986277873,4.22,163.3624446,1.8377951636,1,1188.0,0,1941,0.065,3,1,1,2639.0,5,0
188,3.75,0.1564156668,3.0077462107,0.4037777427000001,-0.5375886889460154,3.29,194.8306605,1.1820603875,1,547.0,3,1939,0.0,1,0,0,1105.0,100,0
189,62.82,0.1564156668,3.0077462107,0.4037777427000001,-0.3515095628415301,3.46,168.14317490000005,1.1820603875,1,551.0,3,1939,0.0,1,0,0,1105.0,0,0
190,2.95,0.1564156668,3.0077462107,0.4037777427000001,-0.6088550611501431,3.39,192.8245948,1.1820603875,1,365.0,3,1939,0.0,0,0,0,935.0,121,0
191,3.55,0.1564156668,3.0077462107,0.4037777427000001,-0.4127707885854557,2.7,175.2482939,1.1820603875,1,365.0,3,1950,0.0,1,0,0,10702.0,164,0
192,81.0,2.3165146772,10.5337303973,4.7767623036,-0.04559915164369035,3.81,166.7851862,1.1171925967,1,1053.0,2,1961,0.08800000000000001,3,1,0,2503.0,16,0
193,89.0,3.279224362,11.1190026808,1.6611680994,-0.19571045576407506,4.42,168.7854764,1.7048086643,1,1072.0,0,1948,0.07,4,1,0,2044.0,159,0
194,2.29,2.2255805788,9.8917632761,0.4813915092,0.08229561451001624,3.49,189.6382211,0.8564643041,1,1044.0,0,1941,0.035,3,1,0,1198.0,17,0
195,61.57,1.5310256286,2.0403760159,1.7340226037,0.20488423723438,3.69,168.89499540000003,2.6157311512,2,1336.0,1,1953,0.051,4,0,0,2388.0,108,0
196,60.16,0.465903831,1.618804346,4.1597020258,-0.03324703638097833,3.35,166.74153180000005,1.618806376,1,672.0,2,1900,0.019,2,1,1,5100.0,147,0
197,1.26,0.7638839243000001,1.2303944512,1.0534902478,-0.4495394473368042,3.27,189.236479,3.8003156384,1,466.0,6,1900,0.0,1,0,0,0.0,31,0
198,1.3,0.7638839243000001,1.2303944512,1.0534902478,-0.3691493691493691,3.52,189.5440738,3.8003156384,1,570.0,6,1900,0.0,2,0,0,2272.0,0,0
199,2.56,0.7638839243000001,1.2303944512,1.0534902478,-0.2928633594429939,2.76,179.37516409999995,3.8003156384,1,608.0,6,1900,0.0,2,0,0,2499.0,25,0
200,3.55,0.8337785806,3.2007227607,0.62421087,0.2270635164160785,2.7,175.2482939,1.3538224684,1,1183.0,4,1923,0.125,4,1,1,2728.0,6,0
201,10.49,0.1554380217,1.3814569056,4.6256272404,-0.20005288906518576,2.66,174.7804831,1.3814560337,2,886.0,0,1980,0.0,2,0,1,3694.0,3,0
202,18.5,0.3674927220000001,0.4753750457,1.2666044268,0.35203164329377923,3.25,195.0863121,3.214145015,2,1838.0,6,1909,0.057,3,1,0,3973.0,13,0
203,44.81,0.7856748724,3.2454995281,0.6801793898,-0.23832092078537576,4.06,164.18939319999996,1.3598469082,1,1336.0,4,1935,0.046,3,1,0,3004.0,38,0
204,15.69,0.1940227182,2.9576573138,0.4057483183,-0.7264056224899599,3.31,194.4612831,1.2320405569,2,575.0,3,1958,0.0,1,0,0,1442.0,112,0
205,56.03,0.1940227182,2.9576573138,0.4057483183,-0.5076452599388379,3.82,168.16883080000005,1.2320405569,1,645.0,3,1958,0.0,1,0,0,1416.0,44,0
206,3.75,0.1940227182,2.9576573138,0.4057483183,-0.5655526992287918,3.29,194.8306605,1.2320405569,1,574.0,3,1958,0.0,1,0,0,1198.0,6,0
207,62.82,0.1940227182,2.9576573138,0.4057483183,-0.6588114754098361,3.46,168.14317490000005,1.2320405569,2,600.0,3,1958,0.0,1,0,0,859.0,141,0
208,5.21,0.1940227182,2.9576573138,0.4057483183,-0.5149425287356322,3.27,195.9526553,1.2320405569,1,678.0,3,1958,0.0,1,0,0,1374.0,9,0
209,47.52,0.1940227182,2.9576573138,0.4057483183,-0.4584040747028862,3.68,165.25843500000005,1.2320405569,1,600.0,3,1958,0.0,1,0,0,1732.0,115,0
210,8.52,0.1940227182,2.9576573138,0.4057483183,-0.6500802568218299,2.8,174.8671796,1.2320405569,1,597.0,3,1958,0.0,1,0,0,1557.0,186,0
211,48.1,0.3311057386,0.2110927823,0.6655899286,0.1714975845410628,4.42,168.7854764,2.6125948695,1,1080.0,4,1923,0.024,3,1,0,3511.0,10,0
212,83.27,0.8478979893999999,3.2079800121,0.6130873017,-0.11266643905769888,4.33,167.1401414,1.3367757914,1,1215.0,4,1923,0.125,4,1,1,3271.0,81,0
213,38.48,0.4389470207,0.7088908978,1.4191111633000002,0.639711370987808,3.35,166.74153180000005,3.4641936251,1,1840.0,6,1907,0.054000000000000006,3,1,1,4378.0,24,0
214,14.83,0.5398129025,1.6007124259,4.2331971855,-0.002659574468085107,2.95,173.0314193,1.6007140478,1,1156.0,2,1888,0.023,2,1,1,6296.0,17,0
215,12.51,0.952282034,3.1568036944,0.4521995218,0.2270942408376964,2.85,174.1138544,1.2578387369,1,1112.0,4,1900,0.069,2,1,1,2677.0,5,0
216,5.21,1.1834216847,3.3248939897000005,1.6899536199,-0.14431673052362706,3.27,195.9526553,1.8992584278,1,1228.0,0,1948,0.043,3,1,0,2158.0,10,0
217,1.35,0.3530878407,3.0283791214999995,0.1786686665,0.490442054958184,2.72,185.6306252,1.1402864705,1,1476.0,3,1905,0.086,6,1,1,0.0,3,0
218,48.1,0.3598601878,0.2005035369,0.6990565924,0.12318840579710146,4.42,168.7854764,2.6466100084,2,1080.0,6,1923,0.024,4,1,0,36459.0,0,0
219,33.17,0.3646934903,0.2049872932,0.6988689161,-0.014053254437869823,3.31,165.7220839,2.6465385703,1,1080.0,6,1923,0.024,3,1,0,2628.0,27,0
220,10.79,0.5196493997,1.5768421968000002,4.2045475467,0.09195402298850576,2.66,182.5429545,1.5768439956,2,1156.0,2,1888,0.023,2,1,2,5909.0,60,0
221,17.67,1.2563003542,7.9918636875,3.6441073618,0.8866079085278704,3.25,195.0863121,1.5430841541999998,1,1313.0,6,1955,0.11,3,1,1,1788.0,45,0
222,4.72,1.5011761648,8.4547579155,4.0789202814,0.6683778234086243,3.48,188.1721628,1.3006843034,2,1120.0,5,1906,0.069,3,0,0,8441.0,3,0
223,4.39,1.3532000207,11.338769436199998,1.1702193790000002,-0.4441356309060589,3.17,187.9588779,0.7935943359000001,2,1134.0,0,1982,0.027000000000000003,3,1,0,1273.0,146,0
224,24.87,0.3589715422,5.2931261278,1.1371424305,-0.7087378640776699,3.2,164.0254855,0.9501687132,1,1480.0,0,1900,0.035,3,1,0,2036.0,46,0
225,1.41,0.3547508676,0.2287435948,0.6656711075,-0.072723484059179,3.17,187.9588779,2.6134047441,1,1296.0,4,1923,0.024,3,1,0,2597.0,5,0
226,82.21,1.5240012584,2.0158360235,1.7172410461,-0.28408349641226355,4.42,168.7854764,2.6115512459,1,1152.0,0,1952,0.063,3,1,0,2840.0,211,0
227,29.95,1.6775503752,8.674634774,4.3041370577,-0.3678944974988631,3.19,193.6113816,1.2622273322,1,800.0,3,1947,0.052000000000000005,2,1,0,1199.0,25,0
228,64.0,1.1803979304,3.370742842,1.6923506294,0.2478632478632479,3.32,167.5460189,1.869420891,2,1188.0,0,1948,0.123,3,1,0,2775.0,67,0
229,80.89,1.826243016,8.9036578012,4.4935530973,-0.5738636363636364,3.68,168.7131123,1.2220864941,1,1248.0,3,1939,0.122,3,1,1,2159.0,61,0
230,22.61,0.1554380217,1.3814569056,4.6256272404,-0.2784014969259556,3.14,168.5979178,1.3814560337,1,950.0,0,1980,0.0,2,0,1,3728.0,93,0
231,9.96,0.3621199152,0.2355219215,0.664799102,-0.06856187290969899,3.14,168.5979178,2.6126161137,1,1296.0,4,1923,0.024,3,1,0,2845.0,64,0
232,42.11,0.3937102146,1.4667877294,4.3337104638,-0.4672897196261682,4.22,163.3624446,1.4667887932,1,962.0,2,1980,0.0,1,0,0,4036.0,26,0
233,9.07,0.3937102146,1.4667877294,4.3337104638,-0.4185430463576159,2.69,175.0512181,1.4667887932,2,1082.0,2,1980,0.0,1,0,0,3456.0,37,0
234,90.85,1.3414466819,11.3171204132,1.1524460032,-0.5430570505920345,4.33,167.1401414,0.7760120792,1,1134.0,0,1982,0.028,3,1,0,1919.0,221,0
235,63.37,1.7272487995,8.7864533444,4.3780865286,-0.5934001178550383,3.03,171.19616330000005,1.2176118007,2,992.0,3,1910,0.067,2,0,0,1548.0,8,0
236,29.95,0.5553967942,8.0736105107,2.1766167278,-0.13824465666211916,3.19,193.6113816,1.8188691294,2,992.0,0,1940,0.038,3,1,0,1299.0,45,0
237,27.56,1.4604677272,9.6668012337,4.0403204387,0.04022191400832178,3.21,194.1442297,0.2892069354,1,2016.0,2,1953,0.132,3,1,2,2087.0,7,0
238,76.54,3.4111030491000003,11.290725031300001,1.8375189872,-0.7687224669603524,3.66,166.02525580000002,1.8591134242,1,2652.0,0,1943,0.104,0,0,0,0.0,22,0
239,19.02,1.4581639575,8.3487940325,4.0006585652,0.2984988452655889,2.7,175.2482939,1.3585837409,1,1712.0,6,1905,0.112,3,0,0,1200.0,105,0
240,53.65,0.1554380217,1.3814569056,4.6256272404,-0.2372765725201255,3.31,165.7220839,1.3814560337,1,886.0,0,1979,0.0,2,0,1,3719.0,12,0
241,4.06,1.70182008,8.7489821277,4.3459964325,-0.6180520142784294,3.48,188.1609222,1.2241071437,2,1024.0,3,1923,0.115,2,0,0,1353.0,2,0
242,4.06,1.7036795079,8.7411404254,4.3455419683,-0.6180520142784294,3.48,188.1609222,1.2321558501,3,944.0,3,1912,0.057,3,0,0,1282.0,2,0
243,87.03,1.7920484127,8.8738600424,4.4564671553,0.16075851393188856,4.28,170.1945226,1.2109367033,2,1248.0,3,1911,0.098,3,0,0,20514.0,23,0
244,13.44,1.7638798534,8.8343065373,4.4222349467,-0.4724220623501199,3.24,195.8744368,1.2144931207,1,828.0,3,1911,0.067,2,0,0,1320.0,8,0
245,74.66,1.3199103469,11.3532692927,1.2013293771,-0.6587086272381986,3.81,166.7851862,0.8252512906999999,2,1134.0,0,1982,0.03,3,1,0,2187.0,21,0
246,10.49,0.1554380217,1.3814569056,4.6256272404,-0.2476530477323813,2.66,174.7804831,1.3814560337,1,886.0,0,1981,0.0,2,0,2,3694.0,5,0
247,30.69,0.4515886094,1.447576814,4.243645436,0.04969439277172469,3.68,165.25843500000005,1.4475784566999998,1,1357.0,2,1900,0.038,3,1,1,10093.0,244,0
248,81.33,0.603756255,8.0245795003,2.1272449594,-0.1839956450734894,4.22,163.3624446,1.8739068349,1,1024.0,0,1943,0.043,3,1,0,1848.0,183,0
249,19.02,1.1014141893,9.3707218115,3.6627940665,0.6737875288683602,2.7,175.2482939,0.381115638,1,1294.0,2,1953,0.123,4,1,1,2204.0,52,0
250,20.65,1.5171343447,2.020433109,1.7109895451,-0.3254970022088987,3.16,164.31463390000005,2.6046292226,2,1152.0,0,1952,0.06,3,1,0,2733.0,182,0
251,15.87,0.4523938265,1.4338902566999998,4.2343088806,0.2114918656974732,3.27,195.9526553,1.433891969,1,1806.0,2,1900,0.055,4,1,1,9087.0,7,0
252,8.14,0.40894875,1.4167610558,4.2769683988,-0.08300023512814482,3.36,190.6250739,1.4167625045,1,748.0,2,1900,0.027000000000000003,2,1,1,6876.0,11,0
253,81.0,1.5530284379,9.7452681189,4.1338351937,0.27200424178154825,3.81,166.7851862,0.3412179515,1,974.0,2,1934,0.066,2,1,0,1914.0,45,0
254,86.13,1.1946983583,7.561305330700001,1.5754287827000002,-0.3883792048929664,4.44,165.8540725,1.5522305481999998,1,880.0,0,1949,0.052000000000000005,2,0,0,1813.0,71,0
255,50.39,1.1271598896,1.4314306769,1.4221677101,-0.12790697674418605,3.35,166.74153180000005,2.4826173664,2,1636.0,0,1917,0.043,3,1,0,2995.0,12,0
256,14.83,0.1554380217,1.3814569056,4.6256272404,-0.24335106382978725,2.95,173.0314193,1.3814560337,1,886.0,0,1980,0.0,2,0,1,3915.0,57,0
257,65.73,0.1554380217,1.3814569056,4.6256272404,-0.2409016838674633,3.32,167.5460189,1.3814560337,1,886.0,0,1981,0.0,2,0,1,3719.0,22,0
258,15.87,0.519543877,1.5645909404,4.2001741694999986,-0.07811238029306565,3.27,195.9526553,1.5645927719,1,1215.0,2,1980,0.0,2,0,0,4849.0,7,0
259,21.61,0.519543877,1.5645909404,4.2001741694999986,-0.25546084176878003,4.04,169.4708133,1.5645927719,1,1073.0,2,1980,0.0,2,0,0,5377.0,65,0
260,10.49,0.519543877,1.5645909404,4.2001741694999986,-0.07444268147560491,2.66,174.7804831,1.5645927719,3,1417.0,2,1980,0.0,2,0,0,5540.0,96,0
261,9.07,0.519543877,1.5645909404,4.2001741694999986,-0.07947019867549669,2.69,175.0512181,1.5645927719,2,1309.0,2,1980,0.0,2,0,0,4524.0,13,0
262,17.44,0.519543877,1.5645909404,4.2001741694999986,-0.17923395168824235,3.03,171.19616330000005,1.5645927719,1,1235.0,2,1980,0.0,2,0,0,4799.0,3,0
263,22.62,0.519543877,1.5645909404,4.2001741694999986,-0.2250233426704015,3.81,166.7851862,1.5645927719,1,1066.0,2,1980,0.0,2,0,0,4914.0,8,0
264,8.11,0.519543877,1.5645909404,4.2001741694999986,-0.15630657815328908,3.3,188.6493901,1.5645927719,2,1066.0,2,1980,0.0,2,0,0,4593.0,52,0
265,9.07,0.519543877,1.5645909404,4.2001741694999986,-0.20543046357615893,2.69,175.0512181,1.5645927719,1,1153.0,2,1980,0.0,2,0,0,4847.0,192,0
266,32.47,0.519543877,1.5645909404,4.2001741694999986,-0.22994509173697605,4.42,168.7854764,1.5645927719,1,1111.0,2,1980,0.0,2,0,0,5044.0,11,0
267,21.61,0.519543877,1.5645909404,4.2001741694999986,-0.14757591901971231,4.04,169.4708133,1.5645927719,1,1235.0,2,1980,0.0,2,0,0,4220.0,32,0
268,7.37,0.519543877,1.5645909404,4.2001741694999986,-0.18858090499881544,3.35,188.9390719,1.5645927719,1,1115.0,2,1980,0.0,2,0,0,4909.0,168,0
269,10.49,0.519543877,1.5645909404,4.2001741694999986,-0.00834457225968531,2.66,174.7804831,1.5645927719,1,1481.0,2,1980,0.0,2,1,0,5399.0,15,0
270,14.83,0.519543877,1.5645909404,4.2001741694999986,-0.42154255319148937,2.95,173.0314193,1.5645927719,1,806.0,2,1980,0.0,1,0,0,3067.0,14,0
271,62.77,0.519543877,1.5645909404,4.2001741694999986,-0.25993265993266,3.69,168.89499540000003,1.5645927719,1,1084.0,2,1980,0.0,2,0,1,4103.0,31,0
272,10.19,0.519543877,1.5645909404,4.2001741694999986,0.2533744697261859,2.72,185.6306252,1.5645927719,1,1978.0,2,1980,0.0,2,0,1,7132.0,0,0
273,8.76,0.519543877,1.5645909404,4.2001741694999986,-0.3634392141854829,3.17,187.9588779,1.5645927719,1,806.0,2,1980,0.0,1,0,1,3373.0,6,0
274,61.73,1.5250060629,2.080338821,1.7409719193000002,-0.5121259842519685,4.09,163.3011429,2.605696262,2,1152.0,1,1943,0.047,3,1,0,2474.0,20,0
275,31.24,0.1777787911,1.2981691473,4.4795981803,-0.4087709799675149,4.37,166.0036383,1.2981692413,1,900.0,0,1981,0.0,1,0,1,3630.0,28,0
276,41.51,0.1777787911,1.2981691473,4.4795981803,-0.3107596647742633,3.2,164.0254855,1.2981692413,1,900.0,0,1981,0.0,1,0,1,3651.0,119,0
277,8.18,0.1777787911,1.2981691473,4.4795981803,-0.41736596736596737,3.39,192.8245948,1.2981692413,1,923.0,0,1981,0.0,1,0,1,3558.0,95,0
278,6.92,0.1777787911,1.2981691473,4.4795981803,-0.4452397995705081,3.48,188.1609222,1.2981692413,1,808.0,0,1981,0.0,1,0,0,3250.0,108,0
279,41.51,0.1777787911,1.2981691473,4.4795981803,-0.3660448769937821,3.2,164.0254855,1.2981692413,2,894.0,0,1981,0.0,1,0,0,3504.0,133,0
280,21.5,0.1777787911,1.2981691473,4.4795981803,-0.2026385834972804,3.24,195.8744368,1.2981692413,1,1124.0,0,1981,0.0,2,0,1,3789.0,56,0
281,10.29,0.1777787911,1.2981691473,4.4795981803,-0.3951659535098878,3.29,194.8306605,1.2981692413,2,830.0,0,1981,0.0,1,0,0,3638.0,54,0
282,28.05,0.1777787911,1.2981691473,4.4795981803,-0.5367041632842399,3.25,195.0863121,1.2981692413,1,760.0,0,1981,0.0,1,0,0,3212.0,97,0
283,10.79,0.1777787911,1.2981691473,4.4795981803,-0.26399586723492185,2.66,182.5429545,1.2981692413,2,950.0,0,1981,0.0,1,0,1,3628.0,2,0
284,8.63,0.1777787911,1.2981691473,4.4795981803,-0.3097238895558223,3.48,188.1721628,1.2981692413,1,1147.0,0,1981,0.0,1,0,1,4123.0,5,0
285,10.19,0.1777787911,1.2981691473,4.4795981803,-0.2158375112482324,2.72,185.6306252,1.2981692413,1,1160.0,0,1981,0.0,2,0,1,4155.0,7,0
286,15.87,0.1777787911,1.2981691473,4.4795981803,-0.4634821737625476,3.27,195.9526553,1.2981692413,1,923.0,0,1981,0.0,1,0,1,3670.0,8,0
287,21.61,0.1777787911,1.2981691473,4.4795981803,-0.21565663292488013,4.04,169.4708133,1.2981692413,1,1121.0,0,1981,0.0,2,0,1,4235.0,8,0
288,65.73,0.1777787911,1.2981691473,4.4795981803,-0.32102118413905484,3.32,167.5460189,1.2981692413,1,1200.0,0,1981,0.0,2,0,0,4459.0,8,0
289,26.64,0.1777787911,1.2981691473,4.4795981803,-0.2678381256656017,4.28,170.1945226,1.2981692413,2,1116.0,0,1981,0.0,1,0,1,4222.0,104,0
290,7.88,0.1777787911,1.2981691473,4.4795981803,-0.11645825438928888,3.43,189.27894,1.2981692413,1,1398.0,0,1981,0.0,2,0,1,4716.0,7,0
291,6.92,0.1777787911,1.2981691473,4.4795981803,-0.3320209973753281,3.48,188.1609222,1.2981692413,2,1082.0,0,1981,0.0,2,0,0,4093.0,137,0
292,10.29,0.1777787911,1.2981691473,4.4795981803,-0.3061177286920319,3.29,194.8306605,1.2981692413,1,1000.0,0,1981,0.0,1,0,0,3878.0,5,0
293,8.76,0.1777787911,1.2981691473,4.4795981803,-0.33027171833141983,3.17,187.9588779,1.2981692413,1,935.0,0,1981,0.0,1,0,1,3589.0,5,0
294,7.88,0.1777787911,1.2981691473,4.4795981803,-0.3191865605658709,3.43,189.27894,1.2981692413,2,916.0,0,1981,0.0,1,0,0,3539.0,38,0
295,26.64,0.1777787911,1.2981691473,4.4795981803,-0.14936102236421725,4.28,170.1945226,1.2981692413,2,1134.0,0,1981,0.0,2,0,1,4414.0,48,0
296,82.19,3.1644751464,10.9463882529,1.4983006924000002,0.07353730542136339,4.04,169.4708133,1.5698578447,1,1152.0,0,2006,0.015,2,1,0,2689.0,29,0
297,11.06,0.2784064799,2.198239382,3.4294484076,1.2587968217934171,2.86,174.6158156,2.1982442061,1,2182.0,12,1985,0.0,3,0,1,6219.0,8,0
298,18.35,0.2784064799,2.198239382,3.4294484076,2.0221625251846875,3.17,187.9588779,2.1982442061,1,2271.0,12,1985,0.0,3,0,1,6880.0,1,0
299,29.75,0.2784064799,2.198239382,3.4294484076,0.08954137345304537,4.28,170.1945226,2.1982442061,1,1023.0,12,1985,0.0,1,0,0,3960.0,17,0
300,34.93,0.2784064799,2.198239382,3.4294484076,0.24632261281475945,4.37,166.0036383,2.1982442061,1,1166.0,12,1985,0.0,1,0,0,4341.0,84,0
301,21.19,0.2784064799,2.198239382,3.4294484076,0.3133508478624313,3.66,166.02525580000002,2.1982442061,2,1181.0,12,1985,0.0,2,0,0,4528.0,49,0
302,13.71,0.2784064799,2.198239382,3.4294484076,1.53218669527897,3.27,189.236479,2.1982442061,2,2078.0,12,1985,0.0,3,0,0,5758.0,40,0
303,17.69,0.2784064799,2.198239382,3.4294484076,0.5797788309636651,2.72,185.6306252,2.1982442061,1,1372.0,12,1985,0.0,2,0,0,4343.0,6,0
304,42.98,0.2784064799,2.198239382,3.4294484076,0.5471132216945763,4.44,165.8540725,2.1982442061,1,1372.0,12,1985,0.0,2,0,0,5195.0,4,0
305,49.85,0.2784064799,2.198239382,3.4294484076,0.6179290508149569,3.32,167.5460189,2.1982442061,1,1379.0,12,1985,0.0,2,0,0,5217.0,190,0
306,39.3,0.2784064799,2.198239382,3.4294484076,1.6499638641291254,3.68,168.7131123,2.1982442061,2,2132.0,12,1985,0.0,3,0,0,7551.0,34,0
307,17.03,0.2784064799,2.198239382,3.4294484076,0.4966740576496674,3.43,189.27894,2.1982442061,1,1083.0,12,1985,0.0,2,0,0,3699.0,3,0
308,24.62,0.2784064799,2.198239382,3.4294484076,0.5564671814671814,4.18,170.4751925,2.1982442061,1,1317.0,12,1985,0.0,2,0,0,5048.0,339,0
309,14.95,0.2784064799,2.198239382,3.4294484076,0.7313109425785482,3.52,189.5440738,2.1982442061,1,1374.0,12,1985,0.0,2,0,0,4348.0,94,0
310,39.3,0.2784064799,2.198239382,3.4294484076,1.1079258010118045,3.68,168.7131123,2.1982442061,1,1723.0,12,1985,0.0,2,0,0,6084.0,123,0
311,10.91,0.2784064799,2.198239382,3.4294484076,0.5011286681715575,2.76,179.37516409999995,2.1982442061,2,1316.0,12,1985,0.0,2,0,0,4222.0,4,0
312,83.16,1.0609230447,9.3733698036,3.5356879736,-0.7907949790794979,4.04,169.4708133,0.5645115633,1,770.0,2,1947,0.0,2,0,0,1717.0,26,0
313,85.15,1.0609230447,9.3733698036,3.5356879736,-0.8187012987012987,4.18,170.4751925,0.5645115633,1,717.0,2,1947,0.0,2,0,0,0.0,42,0
314,34.76,1.910056814,2.4844249684,2.1273992978,-0.13215434083601285,3.25,164.6735404,1.6894163944,1,1152.0,1,1940,0.047,3,1,0,2521.0,55,0
315,6.77,1.8923214747,10.0603112326,3.4771040923000003,0.7857142857142857,3.17,187.9588779,1.7165238928,2,1584.0,0,1932,0.076,3,1,1,1807.0,6,0
316,74.96,1.9103967522,10.105225344099999,3.550370888,-0.3895671476137625,4.06,166.5574036,1.6764566388,1,1584.0,0,1936,0.117,3,1,0,2425.0,5,0
317,69.69,2.0372877959,10.2818430224,3.7748097298,-0.5868794326241135,3.2,165.9509441,1.6492169383000002,2,1037.0,0,1950,0.091,3,1,0,2014.0,76,0
318,81.0,1.8399430686,9.9402388573,3.3020776745,0.4581124072110286,3.81,166.7851862,1.7972161176,1,1160.0,0,1957,0.15,3,1,1,2754.0,11,0
