RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Month,PctOfHomesIncreasingInValues
66133,20009,Washington,DC,Washington,District of Columbia,25,2007-07,26.01
66133,20009,Washington,DC,Washington,District of Columbia,25,2007-08,28.89
66133,20009,Washington,DC,Washington,District of Columbia,25,2007-09,36.57
66133,20009,Washington,DC,Washington,District of Columbia,25,2007-10,40.03
66133,20009,Washington,DC,Washington,District of Columbia,25,2007-11,42.41
66133,20009,Washington,DC,Washington,District of Columbia,25,2007-12,45.09
66133,20009,Washington,DC,Washington,District of Columbia,25,2008-01,45.62
66133,20009,Washington,DC,Washington,District of Columbia,25,2008-02,46.19
66133,20009,Washington,DC,Washington,District of Columbia,25,2008-03,39.58
66133,20009,Washington,DC,Washington,District of Columbia,25,2008-04,38.19
66133,20009,Washington,DC,Washington,District of Columbia,25,2008-05,35.49
66133,20009,Washington,DC,Washington,District of Columbia,25,2008-06,31.52
66133,20009,Washington,DC,Washington,District of Columbia,25,2008-07,28.48
66133,20009,Washington,DC,Washington,District of Columbia,25,2008-08,24.32
66133,20009,Washington,DC,Washington,District of Columbia,25,2008-09,19.23
66133,20009,Washington,DC,Washington,District of Columbia,25,2008-10,18.74
66133,20009,Washington,DC,Washington,District of Columbia,25,2008-11,18.61
66133,20009,Washington,DC,Washington,District of Columbia,25,2008-12,18.47
66133,20009,Washington,DC,Washington,District of Columbia,25,2009-01,15.3
66133,20009,Washington,DC,Washington,District of Columbia,25,2009-02,16.03
66133,20009,Washington,DC,Washington,District of Columbia,25,2009-03,18.74
66133,20009,Washington,DC,Washington,District of Columbia,25,2009-04,20.59
66133,20009,Washington,DC,Washington,District of Columbia,25,2009-05,20.05
66133,20009,Washington,DC,Washington,District of Columbia,25,2009-06,21.83
66133,20009,Washington,DC,Washington,District of Columbia,25,2009-07,24.8
66133,20009,Washington,DC,Washington,District of Columbia,25,2009-08,27.84
66133,20009,Washington,DC,Washington,District of Columbia,25,2009-09,32.6
66133,20009,Washington,DC,Washington,District of Columbia,25,2009-10,34.8
66133,20009,Washington,DC,Washington,District of Columbia,25,2009-11,39.4
66133,20009,Washington,DC,Washington,District of Columbia,25,2009-12,43.27
66133,20009,Washington,DC,Washington,District of Columbia,25,2010-01,51.27
66133,20009,Washington,DC,Washington,District of Columbia,25,2010-02,55.7
66133,20009,Washington,DC,Washington,District of Columbia,25,2010-03,57.26
66133,20009,Washington,DC,Washington,District of Columbia,25,2010-04,56.03
66133,20009,Washington,DC,Washington,District of Columbia,25,2010-05,59.96
