RegionName,StateName,Month,Sales
20001,DC,2016-01,37
20001,DC,2016-02,38
20001,DC,2016-03,42
20001,DC,2016-04,38
20001,DC,2016-05,57
20001,DC,2016-06,44
20002,DC,2008-06,45
20002,DC,2008-07,65
20002,DC,2008-08,67
20002,DC,2008-09,63
20002,DC,2008-10,61
20002,DC,2008-11,36
20002,DC,2008-12,55
20002,DC,2009-01,37
20002,DC,2009-02,31
20002,DC,2009-03,48
20002,DC,2009-04,50
20002,DC,2009-05,50
20002,DC,2009-06,67
20002,DC,2009-07,71
20002,DC,2009-08,82
20002,DC,2009-09,68
20002,DC,2009-10,72
20002,DC,2009-11,73
20002,DC,2009-12,505
20002,DC,2010-01,483
20002,DC,2010-02,35
20002,DC,2010-03,75
20002,DC,2010-04,53
20002,DC,2010-05,82
20002,DC,2010-06,113
20002,DC,2010-07,488
20002,DC,2010-08,512
20002,DC,2010-09,63
20002,DC,2010-10,83
20002,DC,2010-11,63
20002,DC,2010-12,68
20002,DC,2011-01,45
20002,DC,2011-02,51
20002,DC,2011-03,65
20002,DC,2011-04,75
20002,DC,2011-05,98
20002,DC,2011-06,83
20002,DC,2011-07,68
20002,DC,2011-08,65
20002,DC,2011-09,65
20002,DC,2011-10,45
20002,DC,2011-11,58
20002,DC,2011-12,59
20002,DC,2012-01,66
20002,DC,2012-02,47
20002,DC,2012-03,59
20002,DC,2012-04,56
20002,DC,2012-05,74
20002,DC,2012-06,83
20002,DC,2012-07,81
20002,DC,2012-08,76
20002,DC,2012-09,71
20002,DC,2012-10,70
20002,DC,2012-11,59
20002,DC,2012-12,71
20002,DC,2013-01,79
20002,DC,2013-02,62
20002,DC,2013-03,75
20002,DC,2013-04,65
20002,DC,2013-05,94
20002,DC,2013-06,105
20002,DC,2013-07,114
20002,DC,2013-08,82
20002,DC,2013-09,49
20002,DC,2013-10,84
20002,DC,2013-11,71
20002,DC,2013-12,74
20002,DC,2014-01,61
20002,DC,2014-02,43
20002,DC,2014-03,80
20002,DC,2014-04,67
20002,DC,2014-05,86
20002,DC,2014-06,79
20002,DC,2014-07,96
20002,DC,2014-08,68
20002,DC,2014-09,44
20002,DC,2014-10,69
20002,DC,2014-11,82
20002,DC,2014-12,71
20002,DC,2015-01,43
20002,DC,2015-02,41
20002,DC,2015-03,59
20002,DC,2015-04,76
20002,DC,2015-05,76
20002,DC,2015-06,71
20002,DC,2015-07,102
20002,DC,2015-08,52
20002,DC,2015-09,80
20002,DC,2015-10,59
20002,DC,2015-11,54
20002,DC,2015-12,66
20002,DC,2016-01,39
20002,DC,2016-02,49
20002,DC,2016-03,47
20002,DC,2016-04,67
20002,DC,2016-05,91
20002,DC,2016-06,64
20003,DC,2008-06,44
20003,DC,2008-07,44
20003,DC,2008-08,46
20003,DC,2008-09,31
20003,DC,2008-10,45
20003,DC,2008-11,29
20003,DC,2008-12,22
20003,DC,2009-01,22
20003,DC,2009-02,20
20003,DC,2009-03,24
20003,DC,2009-04,44
20003,DC,2009-05,39
20003,DC,2009-06,64
20003,DC,2009-07,53
20003,DC,2009-08,43
20003,DC,2009-09,46
20003,DC,2009-10,36
20003,DC,2009-11,54
20003,DC,2009-12,49
20003,DC,2010-01,40
20003,DC,2010-02,35
20003,DC,2010-03,41
20003,DC,2010-04,33
20003,DC,2010-05,70
20003,DC,2010-06,47
20003,DC,2010-07,33
20003,DC,2010-08,45
20003,DC,2010-09,44
20003,DC,2010-10,40
20003,DC,2010-11,27
20003,DC,2010-12,24
20003,DC,2011-01,28
20003,DC,2011-02,22
20003,DC,2011-03,39
20003,DC,2011-04,34
20003,DC,2011-05,27
20003,DC,2011-06,37
20003,DC,2011-07,44
20003,DC,2011-08,54
20003,DC,2011-09,32
20003,DC,2011-10,30
20003,DC,2011-11,34
20003,DC,2011-12,40
20003,DC,2012-01,37
20003,DC,2012-02,34
20003,DC,2012-03,36
20003,DC,2012-04,31
20003,DC,2012-05,46
20003,DC,2012-06,45
20003,DC,2012-07,44
20003,DC,2012-08,47
20003,DC,2012-09,39
20003,DC,2012-10,57
20003,DC,2012-11,46
20003,DC,2012-12,37
20003,DC,2013-01,29
20003,DC,2013-02,42
20003,DC,2013-03,31
20003,DC,2013-04,52
20003,DC,2013-05,51
20003,DC,2013-06,65
20003,DC,2013-07,69
20003,DC,2013-08,40
20003,DC,2013-09,34
20003,DC,2013-10,43
20003,DC,2013-11,26
20003,DC,2013-12,27
20003,DC,2014-01,22
20003,DC,2014-02,26
20003,DC,2014-03,35
20003,DC,2014-04,37
20003,DC,2014-05,43
20003,DC,2014-06,32
20003,DC,2014-07,43
20003,DC,2014-08,43
20003,DC,2014-09,33
20003,DC,2014-10,43
20003,DC,2014-11,23
20003,DC,2014-12,29
20003,DC,2015-01,22
20003,DC,2015-02,30
20003,DC,2015-03,26
20003,DC,2015-04,33
20003,DC,2015-05,44
20003,DC,2015-06,48
20003,DC,2015-07,51
20003,DC,2015-08,36
20003,DC,2015-09,31
20003,DC,2015-10,37
20003,DC,2015-11,43
20003,DC,2015-12,33
20003,DC,2016-01,16
20003,DC,2016-02,21
20003,DC,2016-03,22
20003,DC,2016-04,33
20003,DC,2016-05,38
20003,DC,2016-06,39
20004,DC,2008-06,7
20004,DC,2008-07,3
20004,DC,2008-08,2
20004,DC,2008-09,7
20004,DC,2008-10,6
20004,DC,2008-11,1
20004,DC,2008-12,6
20004,DC,2009-01,5
20004,DC,2009-02,4
20004,DC,2009-03,4
20004,DC,2009-04,3
20004,DC,2009-05,8
20004,DC,2009-06,3
20004,DC,2009-07,8
20004,DC,2009-08,8
20004,DC,2009-09,4
20004,DC,2009-10,12
20004,DC,2009-11,8
20004,DC,2009-12,6
20004,DC,2010-01,4
20004,DC,2010-02,2
20004,DC,2010-03,1
20004,DC,2010-04,2
20004,DC,2010-05,10
20004,DC,2010-06,5
20004,DC,2010-07,1
20004,DC,2010-08,7
20004,DC,2010-09,10
20004,DC,2010-10,5
20004,DC,2010-11,6
20004,DC,2010-12,4
20004,DC,2011-01,2
20004,DC,2011-02,3
20004,DC,2011-03,2
