,Stat,ML#,Address,List Price,Close Price,Close Date,Bedrooms,Baths Full,Baths Half,Levels,Fireplaces,Basement Y/N,Acres,Year Built,DOMP,Total Taxes,Tax Total Living Area,Zip
0,Sold,DC6197331DC6197331,1115 12th St NW #102,"$399,900","$391,750",05-Jan-2007,2,2,0.0,1,0,No,0.0,1937,0,,991,20005
1,Sold,DC6236188DC6236188,1420 N St NW #503,"$165,000","$158,000",03-Nov-2006,1,1,0.0,1,0,No,0.0,1964,0,"$1,555",504,20005
2,Sold,DC6239489DC6239489,1400 Church St NW #404,"$686,120","$686,120",07-Nov-2006,2,2,0.0,1,0,No,0.0,2006,0,,,20005
3,Sold,DC6254930DC6254930,1301 Rhode Island Ave NW #A,"$640,000","$640,000",30-Nov-2006,2,2,0.0,2,1,No,0.0,1886,0,"$4,295","1,472",20005
4,Sold,DC6306510DC6306510,1229 12th St NW #205,"$569,900","$530,000",29-Mar-2007,3,2,1.0,2,0,No,0.0,2003,0,"$4,626","1,303",20005
5,Sold,DC6442843DC6442843,1314 Massachusetts Ave NW #502,"$210,000","$210,000",31-Aug-2007,0,1,0.0,1,0,No,0.0,1937,0,"$30,958",,20005
6,Sold,DC6450342DC6450342,1314 Massachusetts Ave NW #507,"$194,000","$196,500",12-Sep-2007,0,1,0.0,1,0,No,0.0,1937,0,"$30,958",,20005
7,Sold,DC6537292DC6537292,1010 Massachusetts Ave NW #802,"$661,389","$661,389",07-Sep-2007,2,2,0.0,1,0,No,0.0,2007,0,,,20005
8,Sold,DC6600163DC6600163,1209 13th St NW #204,"$323,900","$323,900",06-Feb-2008,1,1,0.0,2,0,No,0.0,2007,0,,,20005
9,Sold,DC6600166DC6600166,1209 13th St NW #207,"$429,900","$427,900",06-Feb-2008,1,1,1.0,2,0,No,0.0,2007,0,,,20005
10,Sold,DC6600168DC6600168,1209 13th St NW #208,"$439,900","$408,000",06-Feb-2008,1,1,1.0,2,0,No,0.0,2007,0,,,20005
11,Sold,DC6690502DC6690502,1420 N St NW #502,"$205,000","$211,500",14-Mar-2008,1,1,0.0,1,0,No,0.0,1964,0,"$1,856",499,20005
12,Sold,DC6721864DC6721864,1125 12th St NW #74,"$395,500","$395,500",29-Feb-2008,1,1,0.0,1,0,No,0.0,1910,0,"$1,664",450,20005
13,Sold,DC6721878DC6721878,1125 12th St NW #21,"$395,000","$395,000",01-Feb-2008,1,1,0.0,0,0,No,0.0,1910,0,"$1,582",419,20005
14,Sold,DC6734143DC6734143,1320 13th St NW #51,"$750,000","$750,000",18-Apr-2008,2,2,0.0,1,1,No,0.0,2003,0,"$5,832","1,246",20005
15,Sold,DC6916091DC6916091,1405 12th St NW #2,"$750,000","$750,000",31-Oct-2008,2,2,0.0,1,1,No,0.0,1900,0,"$5,043","1,518",20005
16,Sold,DC6919978DC6919978,1515 15th St NW #218,"$677,502","$677,502",07-Nov-2008,1,1,1.0,1,0,No,0.0,2008,0,,,20005
17,Sold,DC6920011DC6920011,1515 15th St NW #232,"$514,900","$514,900",07-Nov-2008,1,1,0.0,2,0,No,0.0,2008,0,,,20005
