,Stat,ML#,Address,List Price,Close Price,Close Date,Bedrooms,Baths Full,Baths Half,Levels,Fireplaces,Basement Y/N,Acres,Year Built,DOMP,Total Taxes,Tax Total Living Area,Zip
0,Sold,DC6180280DC6180280,1 Scott Cir NW #213,"$239,000","$246,300",02-Oct-2006,1,1,0.0,1,0,No,0.0,1940,6,"$1,780",532,20036
1,Sold,DC6154457DC6154457,1545 18th St NW #919,"$355,000","$355,000",03-Oct-2006,1,1,0.0,1,0,No,0.0,1900,21,"$2,680",711,20036
2,Sold,DC6176784DC6176784,1711 Massachusetts Ave NW #731,"$239,000","$239,000",03-Oct-2006,0,1,0.0,1,0,No,0.0,1950,9,"$1,579",454,20036
3,Sold,DC6190380DC6190380,1711 Massachusetts Ave NW #P18,"$27,500","$27,500",12-Oct-2006,99,99,0.0,1,0,No,0.0,1950,16,$184,,20036
4,Sold,DC6179111DC6179111,2021 N St Nw,"$999,000","$999,000",12-Oct-2006,3,3,1.0,3,2,Yes,0.034,1900,0,"$7,219","1,985",20036
5,Sold,DC6185347DC6185347,1260 21st St NW #401,"$239,000","$225,000",16-Oct-2006,0,1,0.0,1,0,No,0.0,1966,21,$0,418,20036
6,Sold,DC6145830DC6145830,1325 18th St NW #707,"$375,000","$362,000",20-Oct-2006,1,1,0.0,1,0,No,0.0,1974,43,,721,20036
7,Sold,DC6179562DC6179562,1754 Church St Nw,"$884,900","$845,000",26-Oct-2006,4,2,1.0,3,0,Yes,0.039,1913,37,"$7,259","1,566",20036
8,Sold,DC6035688DC6035688,1 Scott Cir NW #619,"$299,000","$295,000",31-Oct-2006,1,1,0.0,5,0,No,0.0,1941,167,"$1,432",596,20036
9,Sold,DC6120701DC6120701,1026 16th St NW #702,"$699,000","$694,000",31-Oct-2006,2,2,0.0,1,0,No,0.0,1923,28,$0,,20036
10,Sold,DC6191608DC6191608,1308 21st St NW #201,"$409,000","$415,000",31-Oct-2006,2,1,0.0,1,0,No,0.0,1925,8,"$2,739",661,20036
11,Sold,DC6076674DC6076674,1527 16th St NW #4,"$595,000","$560,000",03-Nov-2006,2,2,0.0,2,1,No,0.0,1939,127,"$5,534","1,119",20036
12,Sold,DC6119660DC6119660,1711 Massachusetts Ave NW #430,"$259,000","$235,000",06-Nov-2006,0,1,0.0,1,0,No,0.0,1950,47,"$1,589",458,20036
13,Sold,DC6126262DC6126262,1301 20th St NW #208,"$347,500","$315,000",06-Nov-2006,1,1,0.0,1,0,No,0.0,1973,92,"$2,265",562,20036
14,Sold,DC6208155DC6208155,1301 20th St NW #816,"$249,900","$250,000",06-Nov-2006,0,1,0.0,1,0,No,0.0,1973,8,,467,20036
15,Sold,DC6058213DC6058213,1504 17th St NW #5,"$395,000","$395,000",08-Nov-2006,1,1,0.0,1,2,Yes,0.0,2004,161,,,20036
16,Sold,DC6058246DC6058246,1506 17th St NW #3,"$395,000","$384,000",08-Nov-2006,1,1,0.0,1,1,Yes,0.0,2004,129,,,20036
17,Sold,DC6136688DC6136688,1401 17th St NW #702,"$539,000","$527,500",16-Nov-2006,2,2,0.0,1,0,No,0.0,1987,83,"$4,061",806,20036
18,Sold,DC6176835DC6176835,1723 P St NW #102,"$699,000","$690,000",16-Nov-2006,2,2,0.0,1,2,No,0.0,1921,42,"$4,296",970,20036
19,Sold,DC6122568DC6122568,1711 Massachusetts Ave NW #133,"$245,000","$238,000",20-Nov-2006,1,1,0.0,1,0,No,0.0,1950,101,"$1,681",494,20036
20,Sold,DC6252739DC6252739,2425 L St NW #231,"$619,900","$619,900",20-Nov-2006,1,1,1.0,1,0,No,0.0,2006,0,,,20036
21,Sold,DC5585851DC5585851,1727 Massachusetts Ave NW #211,"$189,900","$185,000",21-Nov-2006,0,1,,1,0,No,0.0,1965,186,"$1,116",453,20036
22,Sold,DC6196942DC6196942,1520 16th St NW #201,"$649,999","$600,000",21-Nov-2006,2,2,0.0,1,1,No,0.0,1998,43,"$4,449",948,20036
23,Sold,DC6234131DC6234131,1727 Massachusetts Ave NW #412,"$180,000","$185,000",27-Nov-2006,0,1,0.0,1,0,No,0.0,1965,11,"$1,548",442,20036
24,Sold,DC6241213DC6241213,1301 20th St NW #203,"$299,950","$304,950",30-Nov-2006,1,1,0.0,1,0,No,0.0,1973,19,"$1,909",492,20036
25,Sold,DC6275752DC6275752,1711 Massachusetts Ave NW #402,"$240,000","$240,000",30-Nov-2006,1,1,0.0,1,0,No,0.0,1950,0,$0,513,20036
26,Sold,DC6241613DC6241613,1401 17th St NW #614,"$379,500","$369,500",04-Dec-2006,1,1,0.0,1,0,No,0.0,1988,6,"$2,547",545,20036
27,Sold,DC6222819DC6222819,1545 18th St NW #806,"$329,000","$325,000",07-Dec-2006,1,1,0.0,1,0,No,0.0,1900,9,"$2,475",646,20036
28,Sold,DC6334287DC6334287,1545 18 St NW #P-30,"$55,000","$55,000",08-Dec-2006,1,1,0.0,1,0,No,0.0,1963,0,,,20036
29,Sold,DC6177301DC6177301,1727 Massachusetts Ave NW #215,"$175,000","$177,000",12-Dec-2006,0,1,0.0,1,0,No,0.0,1942,7,"$1,556",445,20036
30,Sold,DC6217105DC6217105,1545 18th St NW #816,"$319,900","$315,000",14-Dec-2006,1,1,0.0,1,0,No,0.0,1963,7,"$2,391",631,20036
31,Sold,DC6248478DC6248478,2012 O St NW #35,"$222,000","$222,000",14-Dec-2006,0,1,0.0,1,1,No,0.0,1917,11,"$1,867",364,20036
