,Stat,ML#,Address,List Price,Close Price,Close Date,Bedrooms,Baths Full,Baths Half,Levels,Fireplaces,Basement Y/N,Acres,Year Built,DOMP,Total Taxes,Tax Total Living Area,Zip
0,Sold,DC6147687DC6147687,5403 Carolina Place Nw,"$699,900","$682,500",06-Oct-2006,3,2,0.0,2,1,Yes,0.165,1929,17,,,20016
1,Sold,DC6211224DC6211224,3531 39th St NW #B-500,"$432,500","$432,500",06-Oct-2006,2,2,0.0,2,0,No,0.0,1942,94,"$3,619","1,308",20016
2,Sold,DC6114510DC6114510,3450 39th St NW #685,"$399,000","$380,000",10-Oct-2006,2,1,0.0,1,0,No,0.0,1942,81,"$3,038",913,20016
3,Sold,DC6192784DC6192784,4200 Cathedral Ave NW #510,"$295,800","$295,800",10-Oct-2006,2,1,0.0,1,0,No,0.0,1957,22,"$2,267",938,20016
4,Sold,DC5587067DC5587067,5146 Palisade Ln Nw,"$2,495,000","$1,900,000",12-Oct-2006,4,6,1.0,3,3,Yes,0.42,1951,173,"$11,232","3,622",20016
5,Sold,DC6187532DC6187532,4508 Alton Pl Nw,"$729,000","$729,000",12-Oct-2006,3,2,1.0,3,1,Yes,0.09699999999999999,1941,5,"$6,323","1,472",20016
6,Sold,DC6095963DC6095963,4000 Cathedral Ave NW #521/522B,"$795,000","$785,000",13-Oct-2006,2,2,0.0,1,0,No,0.0,1931,65,,,20016
7,Sold,DC5573216DC5573216,3101 New Mexico Ave NW #206,"$249,000","$244,500",15-Oct-2006,0,1,,1,0,No,0.0,1979,118,$975,585,20016
8,Sold,DC6067545DC6067545,4101 Cathedral Ave NW #815,"$290,000","$275,000",18-Oct-2006,1,1,0.0,1,0,No,0.0,1962,128,,,20016
9,Sold,DC6118683DC6118683,3315 Wisconsin Ave NW #801,"$389,000","$360,000",18-Oct-2006,2,2,0.0,1,0,No,0.0,1959,37,,,20016
10,Sold,DC6189096DC6189096,4414 Klingle St Nw,"$1,100,000","$1,000,000",18-Oct-2006,5,3,1.0,3,3,Yes,0.172,1923,4,"$10,086","3,073",20016
11,Sold,DC6059632DC6059632,4000 Cathedral Ave NW #712-Ob,"$529,000","$500,000",20-Oct-2006,2,2,0.0,1,0,No,0.0,1931,134,"$1,367,939",,20016
12,Sold,DC6065662DC6065662,4201 Cathedral Ave NW #707W,"$324,500","$285,000",20-Oct-2006,1,1,0.0,1,0,No,0.0,1960,113,"$2,017",888,20016
13,Sold,DC6101432DC6101432,4842 Van Ness St Nw,"$1,195,000","$1,100,000",23-Oct-2006,4,3,0.0,3,3,Yes,0.146,1963,136,"$7,109","2,144",20016
14,Sold,DC6135318DC6135318,3277 Sutton Pl NW #D,"$685,000","$685,000",23-Oct-2006,3,2,1.0,2,1,No,0.0,1980,65,"$5,053","1,628",20016
15,Sold,DC6117358DC6117358,4100 Cathedral Ave NW #807,"$332,500","$332,500",25-Oct-2006,1,1,0.0,1,0,No,0.0,1966,223,"$2,388",736,20016
16,Sold,DC6185246DC6185246,4101 Albemarle St NW #317,"$439,000","$410,000",25-Oct-2006,1,1,0.0,1,0,No,0.0,2005,27,"$3,295",771,20016
17,Sold,DC6199182DC6199182,3010 Wisconsin Ave NW #405,"$309,000","$309,000",25-Oct-2006,1,1,0.0,1,1,No,0.0,1930,7,,589,20016
18,Sold,DC5520227DC5520227,4750 41st St NW #504,"$979,000","$920,000",27-Oct-2006,2,2,1.0,3,1,No,0.0,2002,158,"$7,039","1,740",20016
19,Sold,DC6048828DC6048828,3500 Idaho Ave Nw,"$1,395,000","$1,360,000",27-Oct-2006,3,3,1.0,3,3,No,0.08800000000000001,1977,106,"$6,500","1,840",20016
20,Sold,DC6135192DC6135192,4000 Cathedral Ave NW #341B,"$239,000","$235,000",27-Oct-2006,0,1,0.0,1,0,No,0.0,1931,34,,,20016
21,Sold,DC6092318DC6092318,4514 Yuma St Nw,"$620,000","$555,000",30-Oct-2006,4,2,0.0,3,1,Yes,0.084,1938,97,"$4,925","1,828",20016
22,Sold,DC6119286DC6119286,3212 44th St Nw,"$999,999","$980,000",30-Oct-2006,3,3,0.0,3,1,Yes,0.172,1936,43,"$8,841","1,707",20016
23,Sold,DC6176394DC6176394,3832 Porter St NW #386,"$525,000","$500,000",30-Oct-2006,4,2,0.0,2,0,No,0.0,1942,25,"$3,913","1,490",20016
24,Sold,DC6196748DC6196748,4739 Massachusetts Ave Nw,"$1,450,000","$1,350,000",30-Oct-2006,5,4,1.0,3,3,Yes,0.36700000000000005,1939,12,,,20016
25,Sold,DC6202141DC6202141,3621 39th St NW #321,"$329,000","$322,000",30-Oct-2006,1,1,0.0,1,0,No,0.0,1942,132,"$2,824",789,20016
26,Sold,DC6208081DC6208081,4269 Embassy Park Dr Nw,"$829,000","$815,000",30-Oct-2006,3,3,1.0,4,2,Yes,0.02,1979,0,"$5,099","2,331",20016
27,Sold,DC6077314DC6077314,5621 Macarthur Blvd Nw,"$1,849,000","$1,800,000",31-Oct-2006,5,4,1.0,4,2,No,0.115,2002,129,"$12,269","5,469",20016
28,Sold,DC6115228DC6115228,3900 Cathedral NW #413 A,"$205,000","$192,500",31-Oct-2006,0,1,0.0,1,0,No,0.0,1931,86,,,20016
29,Sold,DC6181313DC6181313,4917 Sherier Pl Nw,"$679,000","$676,500",31-Oct-2006,3,2,1.0,3,1,Yes,0.107,1939,14,"$5,865","1,240",20016
30,Sold,DC6206089DC6206089,4324 Brandywine St Nw,"$699,000","$699,000",31-Oct-2006,3,2,0.0,3,0,Yes,0.132,1936,109,"$6,051","1,860",20016
31,Sold,DC6060400DC6060400,5246 Loughboro Rd Nw,"$1,299,000","$1,225,000",03-Nov-2006,4,3,1.0,3,1,Yes,0.19,1953,235,"$7,885","2,768",20016
32,Sold,DC6176896DC6176896,4514 Garrison St Nw,"$895,000","$878,500",03-Nov-2006,4,3,1.0,4,1,Yes,0.07,1936,21,"$5,910","2,018",20016
33,Sold,DC6173950DC6173950,3901 Cathedral Ave NW #12,"$359,900","$359,900",06-Nov-2006,1,1,0.0,1,0,No,0.0,1938,24,,737,20016
34,Sold,DC6175593DC6175593,3510 Overlook Ln Nw,"$2,210,000","$2,000,000",06-Nov-2006,4,4,0.0,3,3,Yes,0.456,1954,118,"$15,761","3,326",20016
35,Sold,DC6123096DC6123096,5006 Massachusetts Ave Nw,"$900,000","$800,000",07-Nov-2006,4,3,1.0,2,2,Yes,0.265,1956,58,"$9,838","3,945",20016
36,Sold,DC6213515DC6213515,3912 Yuma St NW #4,"$460,000","$460,000",08-Nov-2006,2,1,0.0,1,0,No,0.0,1940,0,,,20016
37,Sold,DC6190184DC6190184,4524 Alton Pl Nw,"$969,000","$960,000",09-Nov-2006,4,3,1.0,4,1,Yes,0.09699999999999999,1940,5,"$6,890","2,075",20016
38,Sold,DC6208086DC6208086,3010 Wisconsin Ave NW #B-8,"$290,000","$290,000",09-Nov-2006,1,1,0.0,1,0,No,0.0,1927,27,$0,,20016
39,Sold,DC6228993DC6228993,3912 Yuma St NW #2,"$415,000","$399,950",09-Nov-2006,2,1,0.0,1,0,No,0.0,1940,0,,,20016
40,Sold,DC6108276DC6108276,3900B Watson Pl NW #6B,"$429,500","$405,000",13-Nov-2006,2,2,0.0,1,0,No,0.0,1960,130,,,20016
41,Sold,DC6188237DC6188237,3217 Wisconsin Ave NW #5C,"$335,000","$330,000",14-Nov-2006,1,1,0.0,1,1,No,0.0,1988,19,"$2,215",544,20016
42,Sold,DC6229604DC6229604,5209 Cathedral Ave Nw,"$729,000","$715,000",14-Nov-2006,3,1,1.0,2,1,Yes,0.14400000000000002,1927,4,"$6,202","2,482",20016
43,Sold,DC6418148DC6418148,4000 Cathedral NW #734 B,"$300,000","$300,000",14-Nov-2006,1,1,0.0,1,0,No,0.0,1931,0,,,20016
44,Sold,DC5577058DC5577058,3901 Cathedral Ave NW #418,"$289,900","$280,000",15-Nov-2006,1,1,,1,0,No,0.0,1938,214,"$2,061",753,20016
45,Sold,DC6183574DC6183574,4405 Windom Pl Nw,"$929,000","$949,000",15-Nov-2006,4,3,0.0,4,1,Yes,0.105,1938,15,,"2,070",20016
46,Sold,DC6202891DC6202891,3714 Appleton St Nw,"$675,000","$680,000",15-Nov-2006,3,1,1.0,2,1,Yes,0.098,1937,4,"$5,134","1,352",20016
47,Sold,DC6222790DC6222790,3287 Sutton Pl NW #D,"$525,000","$517,500",15-Nov-2006,2,2,1.0,2,1,No,0.0,1980,27,"$4,476","1,332",20016
48,Sold,DC5574294DC5574294,4000 Cathedral Ave NW #519B,"$275,000","$272,500",16-Nov-2006,1,1,,1,0,No,0.0,1931,195,,,20016
49,Sold,DC6090332DC6090332,3900 Watson Pl NW #Gfg-A,"$759,000","$750,000",17-Nov-2006,2,2,2.0,1,0,Yes,0.0,1960,95,,,20016
50,Sold,DC6181422DC6181422,3541 39th St NW #C507,"$329,000","$320,200",17-Nov-2006,1,1,0.0,1,0,No,0.0,1942,65,"$2,824",789,20016
51,Sold,DC6198668DC6198668,4512 Cathedral Ave Nw,"$995,000","$1,200,000",17-Nov-2006,5,3,1.0,4,1,Yes,0.17800000000000002,1928,3,"$11,597","2,546",20016
52,Sold,DC6199033DC6199033,4201 Yuma St Nw,"$1,775,000","$1,860,000",17-Nov-2006,4,4,1.0,4,1,Yes,0.168,1922,10,,,20016
53,Sold,DC6209073DC6209073,5319 Manning Pl Nw,"$850,000","$833,000",17-Nov-2006,4,2,0.0,3,0,Yes,0.161,1919,6,"$6,907","2,069",20016
54,Sold,DC6181993DC6181993,3310 45th St Nw,"$1,439,000","$1,439,000",20-Nov-2006,5,3,1.0,3,2,Yes,0.172,1968,24,"$11,279","2,064",20016
55,Sold,DC6184382DC6184382,3509 Macomb St Nw,"$1,995,000","$1,950,000",20-Nov-2006,7,3,1.0,4,2,Yes,0.159,1916,11,"$12,054","3,180",20016
56,Sold,DC6190118DC6190118,4200 Cathedral Ave NW #807,"$294,000","$275,000",20-Nov-2006,2,1,0.0,1,0,No,0.0,1957,39,"$2,085",918,20016
57,Sold,DC6217704DC6217704,4201 Cathedral Ave NW #1010 W,"$299,000","$324,000",20-Nov-2006,1,1,0.0,1,0,No,0.0,1960,8,"$2,317",889,20016
58,Sold,DC6127035DC6127035,4448 Springdale St Nw,"$849,000","$820,000",21-Nov-2006,3,2,2.0,3,2,Yes,0.152,1953,106,"$7,169","2,072",20016
59,Sold,DC6142819DC6142819,4523 Klingle St Nw,"$1,100,000","$1,070,000",21-Nov-2006,5,3,1.0,3,1,Yes,0.0,1927,86,"$10,738","2,002",20016
60,Sold,DC6004057DC6004057,4201 Cathedral Ave NW #404W,"$250,000","$230,000",27-Nov-2006,1,1,0.0,1,0,No,0.0,1960,210,"$1,727",803,20016
61,Sold,DC6135786DC6135786,4101 Cathedral Ave NW #1107,"$269,000","$265,000",27-Nov-2006,1,1,0.0,1,0,No,0.0,1962,288,,,20016
62,Sold,DC6187346DC6187346,3821 39th St NW #D-94,"$319,000","$309,000",27-Nov-2006,1,1,0.0,1,0,No,0.0,1942,61,"$2,626",682,20016
63,Sold,DC6167450DC6167450,4750 41st St NW #406,"$625,000","$605,000",28-Nov-2006,2,2,0.0,1,0,No,0.0,2002,10,"$4,638","1,110",20016
64,Sold,DC6182315DC6182315,3500 39th St NW #D 607,"$350,000","$350,000",29-Nov-2006,1,1,0.0,1,0,No,0.0,1942,56,"$2,751",749,20016
65,Sold,DC6197482DC6197482,3101 New Mexico Ave NW #840,"$625,000","$600,000",29-Nov-2006,2,2,0.0,1,0,No,0.0,1979,150,"$4,346","1,653",20016
66,Sold,DC6169851DC6169851,4201 Cathedral Ave NW #303E,"$299,999","$303,000",30-Nov-2006,1,1,0.0,1,0,No,0.0,1960,82,"$2,505",963,20016
67,Sold,DC6178696DC6178696,5129 Watson St Nw,"$1,350,000","$1,350,000",30-Nov-2006,6,3,2.0,4,3,Yes,0.192,1942,0,"$8,216","2,803",20016
68,Sold,DC6180206DC6180206,4820 Nebraska Ave Nw,"$469,000","$469,000",30-Nov-2006,2,1,0.0,2,0,No,0.055,1929,50,"$3,673","1,003",20016
69,Sold,DC6194202DC6194202,3851 Newark St NW #462,"$449,900","$442,500",30-Nov-2006,3,1,0.0,2,0,No,0.0,1942,4,"$3,615","1,293",20016
70,Sold,DC6224677DC6224677,4417 Butterworth Pl Nw,"$699,000","$699,000",30-Nov-2006,3,1,1.0,3,1,Yes,0.11599999999999999,1939,7,"$5,825","1,276",20016
71,Sold,DC6099529DC6099529,3215 Sutton Pl NW #D,"$725,000","$715,000",01-Dec-2006,3,2,1.0,2,1,No,0.0,1980,6,"$5,053","1,628",20016
72,Sold,DC6016998DC6016998,5028 Warren St Nw,"$1,769,000","$1,650,000",04-Dec-2006,5,4,1.0,3,2,Yes,0.226,1992,189,"$12,205","4,440",20016
73,Sold,DC6210386DC6210386,4101 Albemarle St NW #531,"$439,900","$430,000",04-Dec-2006,1,1,0.0,1,0,No,0.0,2005,10,"$3,250",743,20016
74,Sold,DC6186709DC6186709,4350 River Rd Nw,"$549,900","$536,200",05-Dec-2006,3,2,0.0,3,0,Yes,0.113,1925,37,"$5,462","1,081",20016
75,Sold,DC6188985DC6188985,3129 38th St Nw,"$1,249,000","$1,250,000",08-Dec-2006,3,4,1.0,4,3,No,0.10300000000000001,1910,87,"$9,399","3,078",20016
76,Sold,DC6196549DC6196549,3729 Corey Pl Nw,"$1,298,000","$1,200,000",08-Dec-2006,4,3,1.0,2,1,Yes,0.128,1948,42,"$7,846","2,522",20016
77,Sold,DC6213632DC6213632,4200 Cathedral Ave NW #407,"$275,000","$275,000",08-Dec-2006,2,1,0.0,1,0,No,0.0,1957,30,"$1,661",675,20016
78,Sold,DC6231822DC6231822,3033 New Mexico Ave NW #203,"$309,000","$304,000",08-Dec-2006,1,1,0.0,1,0,No,0.0,1959,64,"$2,219",724,20016
79,Sold,DC6229654DC6229654,4344 Westover Pl Nw,"$929,000","$929,000",12-Dec-2006,3,4,1.0,4,1,Yes,0.025,1980,7,"$7,373","2,032",20016
80,Sold,DC6210395DC6210395,4606 Windom Pl Nw,"$775,000","$780,000",13-Dec-2006,3,2,2.0,2,1,Yes,0.067,1941,32,"$5,905","1,769",20016
81,Sold,DC6131558DC6131558,3900 Watson Pl NW #B- 2A,"$419,900","$404,000",14-Dec-2006,2,2,0.0,1,0,No,0.0,1962,128,,,20016
82,Sold,DC6184396DC6184396,4750 41st St NW #205,"$739,000","$735,000",14-Dec-2006,2,2,0.0,1,0,No,0.0,2002,63,"$5,888","1,525",20016
83,Sold,DC6226511DC6226511,4000 Cathedral Ave NW #B529,"$275,000","$265,000",14-Dec-2006,1,1,0.0,2,0,No,0.0,1931,11,,,20016
84,Sold,DC6228396DC6228396,5035 41st St Nw,"$769,000","$769,000",14-Dec-2006,4,2,1.0,3,1,Yes,0.079,1926,23,"$5,673","1,287",20016
85,Sold,DC5433412DC5433412,4301 Massachusetts Ave NW #7003,"$625,000","$600,000",15-Dec-2006,3,2,,1,0,No,0.0,1951,258,"$2,858","1,821",20016
86,Sold,DC6181343DC6181343,5121 Warren Pl Nw,"$1,695,000","$1,650,000",15-Dec-2006,5,4,1.0,3,3,Yes,0.247,1999,133,"$13,084","4,010",20016
87,Sold,DC6226922DC6226922,4461 Sedgwick St Nw,"$816,000","$790,000",15-Dec-2006,3,2,1.0,2,1,Yes,0.152,1953,28,"$6,685","1,770",20016
88,Sold,DC6242393DC6242393,3811 Newark St NW #434,"$362,000","$365,000",15-Dec-2006,1,1,1.0,2,0,No,0.0,1942,15,"$3,057",863,20016
89,Sold,DC6218554DC6218554,3900 Watson Pl NW #Bldg B - Unit 7D/E,"$810,000","$810,000",18-Dec-2006,4,4,0.0,1,0,No,0.0,1960,10,"$339,375",,20016
90,Sold,DC6222139DC6222139,3823 Rodman St NW #E-23,"$429,000","$420,000",18-Dec-2006,2,1,0.0,2,0,No,0.0,1942,32,"$3,178",999,20016
91,Sold,DC6232396DC6232396,4925 41st St Nw,"$595,000","$580,000",18-Dec-2006,2,1,0.0,2,1,Yes,0.071,1925,14,"$5,140",924,20016
92,Sold,DC6094397DC6094397,3101 New Mexico Ave NW #524,"$449,900","$438,000",19-Dec-2006,1,1,0.0,2,0,No,0.0,1979,153,"$3,344","1,173",20016
93,Sold,DC6224552DC6224552,4201 Cathedral Ave NW #1122 E,"$269,000","$269,000",20-Dec-2006,1,1,0.0,1,0,No,0.0,1960,7,"$2,611","1,045",20016
94,Sold,DC6034036DC6034036,4000 Cathedral Ave NW #755 B,"$300,000","$300,000",21-Dec-2006,1,1,0.0,1,0,No,0.0,1931,203,"$1,072,753",,20016
95,Sold,DC6217235DC6217235,3051 Idaho Ave NW #323,"$299,323","$300,000",21-Dec-2006,1,1,0.0,1,0,No,0.0,1937,60,"$2,006",638,20016
96,Sold,DC6243541DC6243541,3818 Warren St Nw,"$699,000","$720,000",21-Dec-2006,4,1,1.0,4,1,Yes,0.083,1924,17,"$5,291","1,523",20016
97,Sold,DC5454156DC5454156,4712 Fessenden St Nw,"$710,000","$600,000",22-Dec-2006,3,4,1.0,1,1,Yes,0.11,1958,218,$0,"1,788",20016
98,Sold,DC6226411DC6226411,4314 Klingle St Nw,"$1,100,000","$950,000",22-Dec-2006,4,3,1.0,3,1,Yes,0.172,1932,229,"$8,196","1,575",20016
99,Sold,DC6270975DC6270975,4527 Macomb St Nw,"$1,075,000","$1,070,000",26-Dec-2006,3,3,0.0,2,2,Yes,0.156,1955,0,,"1,410",20016
100,Sold,DC6177182DC6177182,4000 Cathedral Ave NW #606B,"$375,000","$387,000",27-Dec-2006,2,1,0.0,1,0,No,0.0,1931,77,,,20016
101,Sold,DC6274031DC6274031,3609 38th St NW #301,"$509,900","$480,000",28-Dec-2006,2,1,1.0,1,0,No,0.0,1987,0,,,20016
102,Sold,DC6214821DC6214821,4408 46th St Nw,"$769,000","$750,000",29-Dec-2006,3,2,0.0,3,1,Yes,0.092,1937,15,"$5,514",,20016
103,Sold,DC6254776DC6254776,3728 Veazey St Nw,"$629,900","$655,000",29-Dec-2006,3,1,1.0,3,1,Yes,0.083,1928,7,"$5,951","1,886",20016
104,Sold,DC6228117DC6228117,4000 Cathedral Ave NW #153-B,"$289,000","$272,500",31-Dec-2006,1,1,0.0,1,0,No,0.0,1931,65,,,20016
105,Sold,DC6248971DC6248971,4750 41st St NW #Th-3,"$965,000","$950,000",02-Jan-2007,3,2,1.0,3,1,No,0.0,2002,6,,,20016
106,Sold,DC6247040DC6247040,4605 Albemarle St Nw,"$879,000","$850,000",04-Jan-2007,5,2,1.0,4,2,Yes,0.134,1939,19,"$6,915","1,976",20016
107,Sold,DC5543608DC5543608,3901 Cathedral Ave NW #115,"$349,000","$340,000",05-Jan-2007,2,1,,1,0,No,0.0,1938,406,"$2,175",678,20016
108,Sold,DC6189221DC6189221,3100 Wisconsin Ave NW #205,"$249,500","$262,635",05-Jan-2007,1,1,0.0,1,0,No,0.0,1930,92,"$2,100",503,20016
109,Sold,DC6230112DC6230112,4528 Fessenden St Nw,"$1,375,000","$1,375,000",05-Jan-2007,4,3,1.0,4,1,Yes,0.419,1915,16,"$11,993","3,619",20016
110,Sold,DC6230736DC6230736,4220 Fordham Rd Nw,"$1,550,000","$1,500,000",05-Jan-2007,6,3,1.0,3,3,Yes,0.161,1957,4,"$10,391","2,997",20016
111,Sold,DC6232579DC6232579,4200 Cathedral Ave NW #709,"$215,000","$214,000",05-Jan-2007,1,1,0.0,1,0,No,0.0,1957,37,"$2,864",765,20016
112,Sold,DC6188791DC6188791,5735 Sherier Pl Nw,"$999,000","$965,000",08-Jan-2007,3,2,1.0,3,1,Yes,0.132,1920,73,"$7,761","2,388",20016
113,Sold,DC6240525DC6240525,4804 Butterworth St Nw,"$625,000","$625,000",08-Jan-2007,3,2,0.0,1,1,No,0.126,1953,31,"$6,316","2,997",20016
114,Sold,DC6254239DC6254239,5421 Macarthur Blvd Nw,"$749,000","$749,000",12-Jan-2007,3,1,1.0,4,0,Yes,0.121,1928,168,"$5,592","1,636",20016
115,Sold,DC6236275DC6236275,4901 Chesapeake St Nw,"$750,000","$735,000",15-Jan-2007,3,2,1.0,3,1,Yes,0.092,1933,77,,"1,794",20016
116,Sold,DC6190029DC6190029,3101 New Mexico Ave NW #832,"$489,000","$476,000",19-Jan-2007,1,1,0.0,2,0,Yes,0.0,1979,103,"$3,402",,20016
117,Sold,DC6276737DC6276737,3429 Ordway St Nw,"$899,000","$981,785",23-Jan-2007,3,2,0.0,3,1,Yes,0.158,1922,3,"$8,933",,20016
118,Sold,DC6146416DC6146416,3277 Sutton Pl NW #3277 C,"$685,000","$660,000",26-Jan-2007,3,2,1.0,2,1,No,0.0,1980,157,"$5,053","1,628",20016
119,Sold,DC6248847DC6248847,3712 35th St Nw,"$799,000","$775,000",26-Jan-2007,3,3,1.0,3,1,Yes,0.066,1923,45,"$5,119","1,728",20016
120,Sold,DC6176361DC6176361,4101 Albemarle St NW #428,"$393,900","$377,000",29-Jan-2007,1,1,0.0,1,0,No,0.0,2005,114,"$3,587",827,20016
121,Sold,DC6206543DC6206543,3900 Cathedral Ave NW #507A,"$249,999","$249,000",29-Jan-2007,1,1,0.0,1,0,No,0.0,1931,96,,,20016
122,Sold,DC6242685DC6242685,3896 Porter St NW #337,"$535,000","$510,000",29-Jan-2007,4,2,0.0,2,0,Yes,0.0,1942,21,"$3,775","1,490",20016
123,Sold,DC6194580DC6194580,4301 Massachusetts Ave NW #4011,"$274,900","$270,000",30-Jan-2007,1,1,0.0,1,0,No,0.0,1951,74,"$1,881",786,20016
124,Sold,DC6203284DC6203284,3520 35th St Nw,"$1,249,900","$1,225,000",30-Jan-2007,5,3,0.0,4,1,Yes,0.057,1900,49,"$6,148","2,213",20016
125,Sold,DC6229626DC6229626,4101 Albemarle St NW #431,"$429,900","$420,000",30-Jan-2007,1,1,0.0,1,1,No,0.0,2005,41,"$3,199",743,20016
126,Sold,DC6236244DC6236244,4451 Albemarle St Nw,"$875,000","$875,000",30-Jan-2007,4,2,2.0,4,2,Yes,0.10099999999999999,1941,30,"$5,913","2,011",20016
127,Sold,DC6191860DC6191860,3418 Newark St Nw,"$2,950,000","$2,700,000",31-Jan-2007,6,5,1.0,3,3,Yes,0.139,1983,39,"$14,911","4,109",20016
128,Sold,DC6195941DC6195941,5103 52nd St Nw,"$1,695,000","$1,650,000",31-Jan-2007,4,4,1.0,3,3,Yes,0.19,1996,72,"$12,130","3,796",20016
129,Sold,DC6203125DC6203125,3901 Cathedral Ave NW #35,"$249,000","$247,000",31-Jan-2007,1,1,0.0,1,0,No,0.0,1938,41,"$1,592",531,20016
130,Sold,DC6223894DC6223894,5144 Fulton St Nw,"$575,000","$575,000",31-Jan-2007,3,1,1.0,3,0,Yes,0.07200000000000001,1928,90,"$4,260","1,232",20016
131,Sold,DC6230120DC6230120,3267 Sutton Place NW #C,"$539,000","$529,000",31-Jan-2007,2,2,1.0,2,1,No,0.0,1980,74,"$4,467",,20016
132,Sold,DC6242335DC6242335,4914 41st St Nw,"$740,000","$735,000",31-Jan-2007,4,2,0.0,3,0,Yes,0.092,1912,42,"$5,315","1,432",20016
133,Sold,DC6245174DC6245174,5163 Fulton St Nw,"$525,000","$460,000",31-Jan-2007,3,2,0.0,2,1,Yes,0.158,1953,8,"$5,277",,20016
134,Sold,DC6276440DC6276440,4421 Lowell St Nw,"$2,400,000","$2,400,000",31-Jan-2007,6,5,1.0,4,2,Yes,0.172,2007,14,"$7,899","4,773",20016
135,Sold,DC6276722DC6276722,3730 39th St NW #F-162,"$450,000","$460,000",31-Jan-2007,3,1,0.0,2,0,No,0.0,1942,3,"$3,584","1,271",20016
136,Sold,DC6177973DC6177973,4000 Cathedral Ave NW #332 B,"$975,000","$940,000",01-Feb-2007,4,3,0.0,1,0,No,0.0,1931,48,,,20016
137,Sold,DC6184765DC6184765,3717 Corey Pl Nw,"$919,000","$872,500",01-Feb-2007,3,2,0.0,2,1,Yes,0.139,1948,116,"$7,574","1,883",20016
