,Stat,ML#,Address,List Price,Close Price,Close Date,Bedrooms,Baths Full,Baths Half,Levels,Fireplaces,Basement Y/N,Acres,Year Built,DOMP,Total Taxes,Tax Total Living Area,Zip
0,Sold,DC6205788DC6205788,3868 9th St SE #103,"$185,000","$185,000",02-Oct-2006,2,1,0,1,0,No,0.0,1949,146,,,20032
1,Sold,DC6070407DC6070407,10 Halley Pl SE #10-203,"$160,000","$160,000",03-Oct-2006,2,1,0,1,0,No,0.0,2002,87,$0,815,20032
2,Sold,DC6190477DC6190477,3802 2nd St Se,"$165,000","$176,500",04-Oct-2006,4,2,0,3,0,Yes,0.035,1948,2,$960,"1,224",20032
3,Sold,DC6004030DC6004030,3214 8th St SE #11,"$190,000","$195,000",06-Oct-2006,1,1,0,0,0,No,0.0,1995,40,,,20032
4,Sold,DC6122447DC6122447,279 Newcomb St Se,"$249,000","$240,000",09-Oct-2006,3,1,1,0,0,No,0.04,1943,48,"$1,150","1,360",20032
5,Sold,DC6185698DC6185698,643 Brandywine St Se,"$250,000","$262,500",13-Oct-2006,3,1,0,2,0,Yes,0.055999999999999994,1951,17,"$1,109","1,024",20032
6,Sold,DC6166432DC6166432,4002 First Sw,"$239,000","$221,500",18-Oct-2006,2,1,0,3,0,Yes,0.03,1941,33,,,20032
7,Sold,DC5410817DC5410817,3369 Monterey Ln Se,"$399,950","$399,000",20-Oct-2006,4,3,1,3,0,Yes,0.2,2006,131,,,20032
8,Sold,DC6166121DC6166121,1344 Barnaby Ter Se,"$285,000","$295,000",20-Oct-2006,4,2,1,2,0,Yes,0.036000000000000004,1977,74,"$1,243","1,364",20032
9,Sold,DC6045289DC6045289,19 Danbury St Sw,"$395,000","$395,000",23-Oct-2006,2,2,1,3,0,No,0.033,2006,147,,,20032
10,Sold,DC6148735DC6148735,120 Danbury St SW #120B,"$195,000","$195,000",25-Oct-2006,3,2,0,1,0,No,0.0,1949,84,$943,"1,186",20032
11,Sold,DC5528869DC5528869,3211 8th St SE #10,"$280,000","$295,000",27-Oct-2006,2,2,0,0,0,No,0.0,1995,108,,,20032
12,Sold,DC6011450DC6011450,3864 9th St SE #201,"$197,900","$205,000",27-Oct-2006,2,1,0,1,0,No,0.0,1949,176,,,20032
13,Sold,DC6050163DC6050163,3868 9th St SE #302,"$164,900","$182,000",31-Oct-2006,1,2,0,1,0,No,0.0,1949,13,,,20032
14,Sold,DC6168901DC6168901,917 Barnaby St Se,"$317,500","$317,500",31-Oct-2006,3,2,2,3,0,Yes,0.066,1978,45,,,20032
15,Sold,DC6188835DC6188835,706 Bonini Rd Se,"$278,000","$277,000",31-Oct-2006,3,1,2,3,0,Yes,0.032,1979,14,"$1,155","1,179",20032
16,Sold,DC6209171DC6209171,3868 9th St SE #201,"$197,900","$199,900",31-Oct-2006,2,1,0,1,0,No,0.0,1949,176,,,20032
17,Sold,DC6223782DC6223782,3868 9th St SE #103,"$185,000","$185,000",31-Oct-2006,2,1,0,1,0,No,0.0,1949,146,,,20032
18,Sold,DC6227130DC6227130,3866 9th St SE #201,"$189,900","$202,000",31-Oct-2006,2,1,0,1,0,No,0.0,1949,176,,,20032
19,Sold,DC6246060DC6246060,450 Condon Ter SE #207,"$192,748","$192,748",31-Oct-2006,1,1,0,1,0,No,0.0,1950,0,,,20032
20,Sold,DC6004062DC6004062,3214 8th St SE #7,"$185,000","$195,000",07-Nov-2006,1,1,0,0,0,No,0.0,1995,119,,,20032
21,Sold,DC6174410DC6174410,3429 5th SE #25,"$165,000","$165,000",07-Nov-2006,2,1,0,1,0,No,0.0,1964,39,,,20032
22,Sold,DC6206702DC6206702,1056 Barnaby Ter Se,"$250,000","$265,000",08-Nov-2006,3,1,1,3,0,Yes,0.028999999999999998,1981,27,$0,"1,134",20032
23,Sold,DC6223761DC6223761,3868 9th St SE #303,"$189,000","$199,000",08-Nov-2006,2,1,0,1,0,No,0.0,1949,0,,,20032
24,Sold,DC6137884DC6137884,910 Barnaby St SE #101,"$194,900","$185,850",13-Nov-2006,2,1,0,1,0,No,0.0,1949,20,,,20032
25,Sold,DC6085537DC6085537,5 Brandywine St SE #35,"$95,000","$100,000",14-Nov-2006,2,1,0,1,0,No,0.0,1950,19,"$3,336",,20032
26,Sold,DC6123167DC6123167,3904 Cole Blvd Se,"$305,000","$305,000",17-Nov-2006,3,2,1,3,0,Yes,0.05,2001,108,$0,"1,280",20032
27,Sold,DC6203432DC6203432,3868 9th St SE #203,"$197,900","$197,900",17-Nov-2006,2,1,0,1,0,No,0.0,1949,13,,,20032
28,Sold,DC6137932DC6137932,912 Barnaby St SE #302,"$169,900","$179,900",21-Nov-2006,1,1,0,1,0,No,0.0,1949,82,,,20032
29,Sold,DC6204567DC6204567,624 Galveston Pl Se,"$270,000","$273,000",21-Nov-2006,3,2,0,2,0,Yes,0.04,1951,9,"$1,116","1,088",20032
30,Sold,DC6207760DC6207760,1219 Alabama Ave Se,"$164,900","$160,000",27-Nov-2006,3,2,0,1,0,Yes,0.081,1905,21,$436,"1,904",20032
31,Sold,DC6050116DC6050116,3868 9th St SE #202,"$164,900","$169,900",29-Nov-2006,1,1,0,1,0,No,0.0,1949,338,,,20032
32,Sold,DC6203465DC6203465,3868 9th St SE #301,"$197,900","$205,000",30-Nov-2006,2,1,0,1,0,No,0.0,1949,6,,,20032
33,Sold,DC6223286DC6223286,1907 Valley Ter Se,"$276,000","$276,000",07-Dec-2006,3,2,1,3,0,Yes,0.069,1986,22,"$1,160",,20032
34,Sold,DC6244199DC6244199,608 Galveston Place Se,"$264,900","$265,000",08-Dec-2006,3,1,1,3,0,Yes,0.04,1947,42,,"1,088",20032
35,Sold,DC6116896DC6116896,847 Monteria Ct Se,"$340,000","$330,000",11-Dec-2006,4,2,2,3,1,No,0.028999999999999998,2002,56,"$1,798","1,496",20032
