,Stat,ML#,Address,List Price,Close Price,Close Date,Bedrooms,Baths Full,Baths Half,Levels,Fireplaces,Basement Y/N,Acres,Year Built,DOMP,Total Taxes,Tax Total Living Area,Zip
0,Sold,DC7513843DC7513843,1654 Euclid St NW #Ph #3,"$799,000","$800,000",29-Dec-2011,2,2,0,1,0,No,0.0,2007,0,,,20009
1,Sold,DC7651903DC7651903,1811 Wyoming Ave NW #T-2,"$394,900","$394,900",02-Feb-2012,1,1,0,1,0,No,0.0,1910,0,"$20,778",,20009
2,Sold,DC7695661DC7695661,1202 Fairmont St NW #3,"$720,000","$719,965",07-Oct-2011,3,3,0,2,0,No,0.0,1912,0,,,20009
3,Sold,DC7722961DC7722961,1758 U St Nw,"$750,000","$750,000",09-Jan-2012,5,2,0,4,0,Yes,0.039,1905,0,"$8,021",,20009
4,Sold,DC7723390DC7723390,2409 20th St NW #1089,"$499,000","$505,000",11-Oct-2011,1,1,1,2,1,No,0.0,1998,0,"$3,945",955,20009
5,Sold,DC7727657DC7727657,1845 Kalorama Rd Nw,"$950,000","$1,025,000",15-Nov-2011,6,2,0,4,1,Yes,0.069,1921,0,"$10,443",,20009
6,Sold,DC7730642DC7730642,1323 Girard St NW #2,"$505,000","$547,725",03-Apr-2012,2,2,0,1,0,No,0.0,1895,0,,,20009
7,Sold,DC7731142DC7731142,1793 Lanier Pl NW #2,"$409,000","$444,000",31-Jan-2012,2,2,0,1,0,No,0.0,1908,0,,,20009
8,Sold,DC7732955DC7732955,1801 Wyoming Ave NW #42,"$619,000","$619,000",06-Feb-2012,2,2,0,1,0,No,0.0,1910,0,,,20009
9,Sold,DC7751213DC7751213,1323 Girard St NW #3,"$529,000","$545,000",03-Apr-2012,2,2,0,1,1,No,0.0,1895,0,,,20009
10,Sold,DC7752774DC7752774,1793 Lanier Pl NW #8,"$694,000","$694,000",10-Feb-2012,2,2,0,2,0,No,0.0,1908,0,,,20009
11,Sold,DC7788775DC7788775,1721 Harvard St Nw,"$615,000","$615,000",07-Mar-2012,2,2,0,3,0,No,0.044000000000000004,1943,0,"$4,044","1,248",20009
12,Sold,DC7759853DC7759853,1793 Lanier Pl NW #5,"$529,000","$519,000",24-Feb-2012,2,2,0,1,0,No,0.0,1908,0,,,20009
13,Sold,DC7766019DC7766019,1811 Wyoming Ave NW #32,"$629,000","$629,000",30-Mar-2012,2,2,0,1,0,No,0.0,1910,0,,,20009
14,Sold,DC7766033DC7766033,2020 12th NW #611,"$514,922","$502,044",17-Feb-2012,2,2,0,1,0,No,0.0,2005,0,,,20009
15,Sold,DC7778356DC7778356,1300 Euclid St NW #4,"$450,000","$475,000",13-Apr-2012,2,1,0,1,0,No,0.0,1900,0,,,20009
16,Sold,DC7784043DC7784043,1323 Girard St NW #5,"$419,000","$444,000",26-Apr-2012,2,2,0,1,0,Yes,0.0,1895,0,,,20009
17,Sold,DC7785774DC7785774,2032-2040 Belmont Rd NW #609,"$299,000","$310,000",28-Mar-2012,1,1,0,1,0,No,0.0,1928,0,"$2,716",660,20009
18,Sold,DC7787029DC7787029,1624 18th St NW #C,"$950,000","$925,000",22-May-2012,2,2,1,3,1,No,0.0,2002,0,"$7,246","1,400",20009
19,Sold,DC7788506DC7788506,1323 Girard St NW #1,"$439,000","$434,000",30-Mar-2012,2,2,0,1,0,Yes,0.0,1895,0,,,20009
20,Sold,DC7794805DC7794805,2440 16th St NW #425,"$315,000","$315,000",20-Apr-2012,1,1,0,1,0,No,0.0,1929,0,"$2,250",550,20009
21,Sold,DC7799996DC7799996,1310 T St Nw,"$750,000","$811,000",11-Apr-2012,3,2,0,3,0,Yes,0.055999999999999994,1900,0,"$6,751",,20009
22,Sold,DC7802623DC7802623,2334 19th St Nw,"$979,900","$980,000",22-May-2012,5,2,1,4,1,Yes,0.04,1911,0,"$7,648","2,790",20009
23,Sold,DC7802766DC7802766,1508 R St NW #3,"$699,000","$685,000",24-Apr-2012,2,2,0,1,0,No,0.0,1875,0,,,20009
24,Sold,DC7803657DC7803657,1439 Q St Nw,"$1,400,000","$1,300,000",26-Mar-2012,4,2,1,3,1,Yes,0.048,1880,0,"$8,065","2,000",20009
