,Stat,ML#,Address,List Price,Close Price,Close Date,Bedrooms,Baths Full,Baths Half,Levels,Fireplaces,Basement Y/N,Acres,Year Built,DOMP,Total Taxes,Tax Total Living Area,Zip
0,Sold,DC6182197DC6182197,1132 Geranium St Nw,"$629,000","$629,000",06-Oct-2006,3,2,1.0,3,2,Yes,0.062,1940,3,"$4,524","1,516",20012
1,Sold,DC6121835DC6121835,6415 9th St Nw,"$394,900","$395,000",12-Oct-2006,4,2,0.0,3,0,Yes,0.033,1928,60,"$2,046","1,056",20012
2,Sold,DC6127437DC6127437,734 Butternut St Nw,"$495,000","$485,000",12-Oct-2006,3,2,1.0,2,1,Yes,0.086,1940,144,"$3,497","1,650",20012
3,Sold,DC6131459DC6131459,7616 14th St Nw,"$750,000","$750,000",13-Oct-2006,4,2,2.0,4,2,Yes,0.16399999999999998,1926,53,"$5,391","1,964",20012
4,Sold,DC6194082DC6194082,6724 Luzon Ave Nw,"$499,000","$499,000",20-Oct-2006,3,1,2.0,3,1,Yes,0.107,1949,237,"$3,555","1,361",20012
5,Sold,DC6197630DC6197630,1500 Underwood St Nw,"$557,900","$550,000",26-Oct-2006,4,3,0.0,3,2,Yes,0.111,1935,83,"$3,694","1,776",20012
6,Sold,DC6184092DC6184092,1350 Juniper St Nw,"$725,000","$725,000",31-Oct-2006,4,3,0.0,4,1,Yes,0.151,1930,12,"$4,329","1,886",20012
7,Sold,DC6189263DC6189263,7940 Orchid St Nw,"$699,000","$699,000",02-Nov-2006,4,2,1.0,4,1,Yes,0.10099999999999999,1937,7,"$5,490","2,168",20012
8,Sold,DC6013538DC6013538,6614 4th St Nw,"$565,000","$540,000",06-Nov-2006,3,1,0.0,2,2,Yes,0.139,1938,180,"$2,932","1,522",20012
9,Sold,DC6189292DC6189292,1833 Primrose Rd Nw,"$659,000","$659,000",13-Nov-2006,3,2,1.0,3,2,Yes,0.136,1956,35,"$4,871","1,844",20012
10,Sold,DC6147394DC6147394,8149 Beach Dr Nw,"$995,000","$930,000",14-Nov-2006,5,3,0.0,3,3,Yes,0.218,1969,76,"$6,403","2,024",20012
11,Sold,DC6092526DC6092526,6827 4th St NW #122,"$485,000","$487,100",15-Nov-2006,3,2,1.0,3,1,Yes,0.0,2000,124,"$2,854","1,470",20012
12,Sold,DC6202238DC6202238,1500 Van Buren St Nw,"$649,000","$649,000",15-Nov-2006,4,2,1.0,4,1,Yes,0.076,1927,8,"$4,077","2,102",20012
13,Sold,DC6217494DC6217494,730 Tewkesbury Pl Nw,"$320,000","$320,000",15-Nov-2006,4,2,0.0,2,0,Yes,0.040999999999999995,1928,14,"$2,409","1,104",20012
