,Stat,ML#,Address,List Price,Close Price,Close Date,Bedrooms,Baths Full,Baths Half,Levels,Fireplaces,Basement Y/N,Acres,Year Built,DOMP,Total Taxes,Tax Total Living Area,Zip
0,Sold,DC5578082DC5578082,5105 H St Se,"$225,000","$225,000",02-Oct-2006,2,1,0.0,2,0,Yes,0.07,1950,129,$987,"1,012",20019
1,Sold,DC6052595DC6052595,4256 Foote St Ne,"$200,000","$200,000",02-Oct-2006,2,1,0.0,1,0,No,0.04,1921,263,$741,,20019
2,Sold,DC6170222DC6170222,4207 Hayes St Ne,"$244,900","$210,000",02-Oct-2006,2,1,0.0,2,0,Yes,0.027999999999999997,1939,43,"$1,331",990,20019
3,Sold,DC6152211DC6152211,1017 44th St Ne,"$359,900","$375,000",03-Oct-2006,4,2,1.0,2,0,No,0.084,1915,168,"$1,668","2,074",20019
4,Sold,DC6047534DC6047534,4620 B St Se,"$215,000","$215,000",06-Oct-2006,2,1,0.0,2,0,Yes,0.065,1945,84,$933,800,20019
5,Sold,DC6118722DC6118722,4800 C St SE #303,"$154,900","$157,400",06-Oct-2006,1,1,0.0,1,0,No,0.0,1958,195,,,20019
6,Sold,DC6147154DC6147154,5226 Karl Pl Ne,"$270,000","$260,000",06-Oct-2006,3,2,1.0,3,0,Yes,0.07,1976,17,"$1,501","1,368",20019
7,Sold,DC6194856DC6194856,5045 Call Pl SE #302,"$189,000","$189,000",06-Oct-2006,2,1,0.0,1,0,No,0.0,1964,0,,,20019
8,Sold,DC5368380DC5368380,1200 44th Pl Se,"$359,900","$362,000",09-Oct-2006,4,2,1.0,3,1,Yes,0.15,1935,260,"$1,679","1,314",20019
9,Sold,DC5488001DC5488001,5039 Benning Rd Se,"$225,000","$221,000",10-Oct-2006,3,2,,2,0,No,0.07,1950,62,$0,"1,184",20019
10,Sold,DC6159205DC6159205,5089 Just St Ne,"$299,999","$311,000",10-Oct-2006,3,3,1.0,2,0,Yes,0.059000000000000004,1945,16,"$1,140","1,140",20019
11,Sold,DC6113866DC6113866,4200154500 Grant St NE #201-2009,"$165,000","$154,500",11-Oct-2006,1,1,0.0,1,0,No,0.0,1948,0,$0,,20019
12,Sold,DC6093857DC6093857,5362 Gay St Ne,"$249,950","$240,000",12-Oct-2006,2,1,1.0,3,0,Yes,0.057,1925,106,"$1,255","1,020",20019
13,Sold,DC6058939DC6058939,4800 C St SE #103,"$140,900","$150,400",13-Oct-2006,1,1,0.0,1,0,No,0.0,1958,334,,,20019
14,Sold,DC6102116DC6102116,1107 47 Pl NE E,"$215,000","$215,000",15-Oct-2006,2,1,0.0,2,0,No,2.0,1950,86,,,20019
15,Sold,DC6044346DC6044346,124 56th Se,"$249,950","$218,000",16-Oct-2006,3,1,1.0,3,0,Yes,0.121,1954,59,"$1,230",,20019
16,Sold,DC6051433DC6051433,5412 Blaine St Ne,"$199,500","$199,500",16-Oct-2006,2,1,0.0,2,0,No,0.049,1945,125,$770,800,20019
17,Sold,DC6112627DC6112627,5045 Call Pl SE #201,"$182,000","$182,000",16-Oct-2006,2,1,0.0,1,0,No,0.0,1964,21,,,20019
18,Sold,DC6131183DC6131183,5096 Just St Ne,"$280,121","$280,121",16-Oct-2006,3,1,1.0,3,0,Yes,0.065,1965,47,$0,"1,224",20019
19,Sold,DC6132358DC6132358,948 Eastern Avenue St NE #3,"$165,000","$165,000",16-Oct-2006,1,1,0.0,0,0,No,0.0,1995,59,,,20019
20,Sold,DC6181773DC6181773,4906 Just St Ne,"$225,000","$225,000",16-Oct-2006,3,2,0.0,2,0,No,0.062,1941,4,,,20019
21,Sold,DC6172924DC6172924,719 Chaplin St Se,"$255,000","$255,000",17-Oct-2006,2,1,0.0,3,0,Yes,0.04,1953,2,"$1,078",832,20019
22,Sold,DC6114134DC6114134,643 Barnes St NE #643,"$309,500","$309,500",18-Oct-2006,3,2,0.0,2,1,No,0.0,1994,208,"$1,548","1,234",20019
23,Sold,DC6158042DC6158042,5554 B St Se,"$270,000","$270,000",20-Oct-2006,3,2,1.0,3,0,Yes,0.079,1964,17,"$1,380","1,224",20019
24,Sold,DC6073064DC6073064,4315 Gorman Ter Se,"$240,000","$240,000",23-Oct-2006,2,1,0.0,3,0,Yes,0.064,1950,114,$0,832,20019
25,Sold,DC6185394DC6185394,4821 Bass Pl Se,"$190,000","$182,000",24-Oct-2006,2,1,0.0,2,0,Yes,0.049,1946,27,"$1,036",850,20019
26,Sold,DC6227224DC6227224,206 58th St Ne,"$252,200","$252,200",24-Oct-2006,3,2,1.0,3,0,No,0.0,2006,0,,,20019
27,Sold,DC6067610DC6067610,316 59th St Ne,"$259,900","$255,000",25-Oct-2006,3,1,1.0,2,0,No,0.08,1968,119,"$1,092","1,395",20019
28,Sold,DC6160704DC6160704,337 34th St Ne,"$275,500","$275,500",25-Oct-2006,3,1,1.0,2,0,Yes,0.087,1938,12,"$1,632","1,260",20019
29,Sold,DC6125245DC6125245,5053 Benning Rd Se,"$240,000","$240,000",26-Oct-2006,4,2,0.0,2,0,No,0.061,1950,8,"$1,205","1,184",20019
30,Sold,DC6048578DC6048578,620 Ridge Rd Se,"$380,000","$389,227",27-Oct-2006,3,1,2.0,3,1,Yes,0.102,1953,173,"$1,736","1,536",20019
31,Sold,DC6177840DC6177840,566 49th Pl Ne,"$260,000","$260,000",27-Oct-2006,4,2,0.0,3,0,Yes,0.054000000000000006,1947,93,"$1,247",784,20019
32,Sold,DC6183092DC6183092,69 54th St Se,"$275,000","$275,000",27-Oct-2006,3,1,2.0,3,0,Yes,0.063,1948,9,"$1,529","1,418",20019
33,Sold,DC5511237DC5511237,5801 Dix St Ne,"$174,950","$160,000",30-Oct-2006,2,1,1.0,3,0,Yes,0.04,1946,133,$609,768,20019
34,Sold,DC6102576DC6102576,5317 Central Ave Se,"$285,000","$280,000",30-Oct-2006,2,1,1.0,3,0,Yes,0.057999999999999996,1938,93,"$1,077",900,20019
35,Sold,DC6112516DC6112516,5045 Call Pl SE #202,"$182,000","$182,000",30-Oct-2006,2,1,0.0,1,0,No,0.0,1964,67,,,20019
36,Sold,DC6173911DC6173911,3919 Clay Pl Ne,"$289,000","$289,000",30-Oct-2006,3,1,0.0,3,0,Yes,0.11199999999999999,1947,28,"$1,485","1,152",20019
37,Sold,DC6173886DC6173886,5037 Call Pl SE #103,"$149,000","$149,000",30-Oct-2006,1,1,0.0,1,0,No,0.0,1964,37,,,20019
38,Sold,DC6221214DC6221214,314 35th St Ne,"$275,000","$260,000",30-Oct-2006,3,1,0.0,2,0,Yes,0.034,1940,44,"$1,332","1,136",20019
39,Sold,DC6110701DC6110701,5719 Nannie Helen Burroughs St Ne,"$240,000","$230,000",31-Oct-2006,3,2,0.0,2,2,Yes,0.13699999999999998,1920,110,,,20019
40,Sold,DC6132351DC6132351,948 Eastern Avenue St NE #11,"$165,000","$171,500",31-Oct-2006,1,1,0.0,0,0,No,0.023,1995,61,,,20019
41,Sold,DC6142652DC6142652,406 47th St Ne,"$305,000","$309,000",31-Oct-2006,4,2,1.0,3,1,Yes,0.066,1941,27,,,20019
42,Sold,DC6146987DC6146987,5917 Dix St Ne,"$355,000","$330,000",31-Oct-2006,4,2,1.0,2,0,No,0.044000000000000004,1907,69,$681,"1,680",20019
43,Sold,DC6176757DC6176757,4821 B St Se,"$225,000","$225,000",31-Oct-2006,3,1,0.0,3,0,Yes,0.052000000000000005,1945,6,$0,"1,008",20019
44,Sold,DC6194673DC6194673,5344 D St Se,"$289,000","$289,000",31-Oct-2006,4,2,1.0,1,0,Yes,0.092,1980,33,,,20019
45,Sold,DC6216664DC6216664,302 34th St Ne,"$259,000","$253,000",31-Oct-2006,2,1,1.0,2,0,No,0.028999999999999998,1942,6,"$1,177","1,000",20019
46,Sold,DC6182614DC6182614,4378 Dubois Pl Se,"$305,000","$305,000",02-Nov-2006,3,2,0.0,3,0,Yes,0.054000000000000006,1950,24,"$1,456","1,034",20019
47,Sold,DC6131793DC6131793,5504 Foote St Ne,"$169,000","$146,200",03-Nov-2006,3,1,0.0,3,0,Yes,0.078,1920,74,,,20019
48,Sold,DC6148289DC6148289,4800 Dix St Ne,"$449,000","$458,500",03-Nov-2006,7,3,1.0,3,0,Yes,0.0,2006,73,,,20019
49,Sold,DC6092965DC6092965,5215 Dix Ne,"$239,000","$239,000",07-Nov-2006,4,2,0.0,3,1,Yes,0.065,1921,17,$885,,20019
50,Sold,DC6193637DC6193637,209 62nd St Ne,"$190,000","$184,200",07-Nov-2006,2,1,0.0,3,0,Yes,0.049,1946,16,$742,780,20019
51,Sold,DC6095724DC6095724,4342 Gorman Ter Se,"$189,000","$189,000",10-Nov-2006,2,1,0.0,3,0,Yes,0.042,1950,40,"$1,041",832,20019
52,Sold,DC6110708DC6110708,940 Eastern Avenue St NE #4,"$167,000","$165,000",10-Nov-2006,1,1,0.0,1,0,No,0.0,1995,81,,,20019
53,Sold,DC6132912DC6132912,4027 E St Se,"$215,000","$210,000",10-Nov-2006,3,1,0.0,3,0,Yes,0.052000000000000005,1947,45,"$1,359","1,216",20019
54,Sold,DC6139118DC6139118,3419 Clay St Ne,"$200,000","$175,000",10-Nov-2006,2,1,0.0,2,0,No,0.039,1939,56,$0,937,20019
55,Sold,DC6192301DC6192301,1178 46th Pl Se,"$273,000","$273,000",10-Nov-2006,2,2,0.0,3,0,Yes,0.066,1950,16,"$1,145",864,20019
