,Stat,ML#,Address,List Price,Close Price,Close Date,Bedrooms,Baths Full,Baths Half,Levels,Fireplaces,Basement Y/N,Acres,Year Built,DOMP,Total Taxes,Tax Total Living Area,Zip
0,Sold,DC6137743DC6137743,2725 39th St NW #412,"$497,000","$497,900",04-Jan-2007,2,1,0.0,1,0,No,0.0,1958,0,,,20007
1,Sold,DC6235369DC6235369,3251 Prospect St NW #315,"$719,000","$719,000",22-Jan-2007,2,2,0.0,1,0,No,0.0,1980,0,,,20007
2,Sold,DC6242402DC6242402,3251 Prospect St NW #305,"$759,000","$759,000",16-Apr-2007,2,2,0.0,2,0,No,0.0,1980,0,,,20007
3,Sold,DC6247312DC6247312,3252 Jones Ct Nw,"$525,000","$567,000",09-Jan-2007,3,2,1.0,3,1,No,0.022000000000000002,1979,0,"$7,091","1,462",20007
4,Sold,DC6252663DC6252663,3237 N St NW #19,"$350,000","$343,000",17-Nov-2006,1,1,0.0,1,0,No,0.0,1820,0,"$2,689",515,20007
5,Sold,DC6265770DC6265770,2501 Wisconsin Ave NW #104,"$800,000","$811,537",12-Dec-2006,2,2,0.0,1,1,No,0.0,2006,0,$0,"1,807",20007
6,Sold,DC6263060DC6263060,3331 N St Nw,"$6,995,000","$6,995,000",11-Dec-2006,6,6,3.0,5,7,Yes,0.107,1805,0,,,20007
7,Sold,DC6265010DC6265010,1824 47th Pl Nw,"$1,000,000","$1,000,000",14-Dec-2006,4,2,0.0,3,1,Yes,0.315,1925,0,"$7,224",,20007
8,Sold,DC6268011DC6268011,2725 39th St NW #302,"$404,900","$424,900",09-Jan-2007,1,1,0.0,1,0,No,0.0,1958,0,,,20007
9,Sold,DC6270923DC6270923,3710 S St Nw,"$600,000","$582,100",27-Dec-2006,2,1,0.0,2,0,Yes,0.052000000000000005,1924,0,"$5,075","1,044",20007
10,Sold,DC6294491DC6294491,2725 39th St NW #406,"$349,000","$349,000",23-Mar-2007,1,1,0.0,1,0,No,0.0,1958,0,,,20007
11,Sold,DC6301559DC6301559,1015 Paper Mill Ct NW #1015,"$539,000","$536,000",28-Feb-2007,2,1,0.0,2,1,No,0.0,1980,0,"$3,528",950,20007
12,Sold,DC6318438DC6318438,3150 South St NW #2B,"$3,900,000","$3,550,000",20-Feb-2007,3,4,1.0,1,1,No,0.0,1900,0,"$22,678","3,407",20007
13,Sold,DC6325554DC6325554,4641 Dexter St Nw,"$4,775,000","$4,500,000",07-Feb-2007,5,5,2.0,3,5,Yes,0.505,1920,0,$0,,20007
14,Sold,DC6327848DC6327848,3124 Q St Nw,"$28,000,000","$24,559,688",02-Mar-2007,7,9,3.0,4,11,Yes,1.5930000000000002,1805,0,"$155,736",,20007
