,Stat,ML#,Address,List Price,Close Price,Close Date,Bedrooms,Baths Full,Baths Half,Levels,Fireplaces,Basement Y/N,Acres,Year Built,DOMP,Total Taxes,Tax Total Living Area,Zip
0,Sold,DC6902908DC6902908,2030 F St NW #204,"$229,000","$229,900",31-Oct-2008,0,1,0,1,0,No,0.0,1960,0,"$1,872",471.0,20006
1,Sold,DC8341649DC8341649,2030 F St NW #208,"$265,000","$270,000",30-May-2014,0,1,0,1,0,No,0.0,1960,1,"$1,623",475.0,20006
2,Sold,DC8399426DC8399426,522 21st St NW #801,"$325,555","$326,000",11-Aug-2014,1,1,0,1,0,No,0.0,1989,1,"$2,202",685.0,20006
3,Sold,DC6420752DC6420752,2030 F St NW #808,"$198,900","$208,000",01-Aug-2007,0,1,0,1,0,No,0.0,1963,3,"$1,587",475.0,20006
4,Sold,DC8050970DC8050970,522 21st St NW #604,"$215,000","$215,000",19-Apr-2013,0,1,0,1,0,No,0.0,1989,3,"$1,741",472.0,20006
5,Sold,DC8142032DC8142032,2030 F St NW #401,"$325,000","$350,000",14-Aug-2013,1,1,0,1,0,No,0.0,1960,3,"$2,573",852.0,20006
6,Sold,DC8302808DC8302808,2030 F St NW #111,"$250,000","$247,000",14-Apr-2014,0,1,0,1,0,No,0.0,1960,3,"$1,630",478.0,20006
7,Sold,DC6420522DC6420522,1390 V St NW #406,"$399,999","$399,999",22-Jun-2007,1,1,0,5,0,Yes,0.0,2005,4,"$2,021",639.0,20006
8,Sold,DC7036741DC7036741,522 21st St NW #805,"$199,000","$196,000",15-May-2009,0,1,0,1,0,No,0.0,1989,4,,,20006
9,Sold,DC8093345DC8093345,2030 F St NW #511,"$265,000","$265,000",01-Jul-2013,0,1,0,1,0,No,0.0,1960,4,"$1,629",476.0,20006
10,Sold,DC8645367DC8645367,522 21st St NW #605,"$217,500","$217,500",26-Jun-2015,0,1,0,1,0,No,0.0,1965,4,"$1,516",434.0,20006
11,Sold,DC7555561DC7555561,522 21st St NW #403,"$195,000","$190,000",12-Apr-2011,0,1,0,1,0,No,0.0,1989,5,"$1,495",399.0,20006
12,Sold,DC7774385DC7774385,2030 F St NW #309,"$221,000","$221,000",13-Mar-2012,0,1,0,1,0,No,0.0,1960,5,"$1,537",449.0,20006
13,Sold,DC8528863DC8528863,2030 F St NW #408,"$199,000","$199,000",28-Jan-2015,0,1,0,1,0,No,0.0,1963,5,"$1,623",475.0,20006
14,Sold,DC6397100DC6397100,522 21st St NW #310,"$215,000","$210,500",30-Jul-2007,0,1,0,1,0,No,0.0,1989,6,"$1,356",450.0,20006
15,Sold,DC8097807DC8097807,522 21st St NW #805,"$215,000","$222,000",12-Jul-2013,0,1,0,1,0,No,0.0,1966,6,"$1,537",434.0,20006
