RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Month,ZhvAvgYoY
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,1999-08,
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,1999-09,
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,1999-10,
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,1999-11,
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,1999-12,
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2000-01,
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2000-02,
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2000-03,
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2000-04,
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2000-05,
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2000-06,0.181888
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2000-07,0.204003
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2000-08,0.216196
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2000-09,0.219084
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2000-10,0.212443
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2000-11,0.193284
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2000-12,0.170571
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2001-01,0.15043
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2001-02,0.134737
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2001-03,0.123967
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2001-04,0.112238
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2001-05,0.103974
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2001-06,0.098701
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2001-07,0.103581
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2001-08,0.117462
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2001-09,0.138384
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2001-10,0.159574
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2001-11,0.175735
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2001-12,0.196373
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2002-01,0.217933
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2002-02,0.239332
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2002-03,0.257966
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2002-04,0.279027
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2002-05,0.292741
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2002-06,0.306738
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2002-07,0.309386
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2002-08,0.299607
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2002-09,0.29538
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2002-10,0.296276
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2002-11,0.307979
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2002-12,0.314166
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2003-01,0.313906
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2003-02,0.305888
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2003-03,0.297126
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2003-04,0.286597
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2003-05,0.278422
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2003-06,0.261872
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2003-07,0.250442
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2003-08,0.235294
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2003-09,0.226327
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2003-10,0.21607
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2003-11,0.203335
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2003-12,0.194909
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2004-01,0.188327
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2004-02,0.18953
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2004-03,0.189636
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2004-04,0.190617
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2004-05,0.1902
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2004-06,0.200717
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2004-07,0.215145
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2004-08,0.236345
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2004-09,0.258657
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2004-10,0.279356
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2004-11,0.29368
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2004-12,0.298935
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2005-01,0.29928
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2005-02,0.292965
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2005-03,0.284722
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2005-04,0.274899
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2005-05,0.26441
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2005-06,0.250448
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2005-07,0.233838
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2005-08,0.212121
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2005-09,0.184319
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2005-10,0.155205
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2005-11,0.1314
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2005-12,0.114557
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2006-01,0.099042
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2006-02,0.08646
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2006-03,0.07715
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2006-04,0.069847
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2006-05,0.061264
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2006-06,0.049176
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2006-07,0.034694
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2006-08,0.022664
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2006-09,0.015563
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2006-10,0.013435
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2006-11,0.009005
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2006-12,0.00092
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2007-01,-0.00642
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2007-02,-0.01166
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2007-03,-0.01277
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2007-04,-0.01297
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2007-05,-0.01023
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2007-06,-0.00683
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2007-07,-0.00137
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2007-08,0.002513
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2007-09,0.006176
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2007-10,0.008229
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2007-11,0.011899
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2007-12,0.01654
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2008-01,0.020309
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2008-02,0.020824
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2008-03,0.015943
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2008-04,0.008758
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2008-05,-0.00023
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2008-06,-0.00916
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2008-07,-0.01942
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2008-08,-0.02894
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2008-09,-0.03751
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2008-10,-0.04557
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2008-11,-0.05246
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2008-12,-0.05763
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2009-01,-0.06062
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2009-02,-0.06188
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2009-03,-0.06163
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2009-04,-0.06191
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2009-05,-0.0627
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2009-06,-0.06289
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2009-07,-0.0594
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2009-08,-0.05351
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2009-09,-0.047
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2009-10,-0.04133
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2009-11,-0.03675
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2009-12,-0.03141
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2010-01,-0.02215
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2010-02,-0.01305
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2010-03,-0.0017
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2010-04,0.009985
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2010-05,0.023279
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2010-06,0.036763
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2010-07,0.040862
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2010-08,0.040912
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2010-09,0.036927
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2010-10,0.033944
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2010-11,0.031219
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2010-12,0.032929
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2011-01,0.026841
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2011-02,0.01836
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2011-03,0.003156
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2011-04,-0.00289
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2011-05,-0.00838
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2011-06,-0.01095
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2011-07,-0.01071
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2011-08,-0.00881
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2011-09,-0.00621
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2011-10,-0.00383
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2011-11,0.000481
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2011-12,0.001918
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2012-01,0.007194
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2012-02,0.015625
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2012-03,0.028074
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2012-04,0.031923
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2012-05,0.034533
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2012-06,0.03513
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2012-07,0.042088
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2012-08,0.048546
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2012-09,0.058682
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2012-10,0.063507
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2012-11,0.067003
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2012-12,0.066746
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2013-01,0.067857
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2013-02,0.067929
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2013-03,0.069915
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2013-04,0.072416
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2013-05,0.076797
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2013-06,0.082055
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2013-07,0.084237
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2013-08,0.086867
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2013-09,0.089278
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2013-10,0.098394
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2013-11,0.106235
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2013-12,0.112806
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2014-01,0.113712
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2014-02,0.113918
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2014-03,0.113971
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2014-04,0.114073
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2014-05,0.111641
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2014-06,0.106552
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2014-07,0.100894
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2014-08,0.094475
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2014-09,0.089051
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2014-10,0.080313
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2014-11,0.072024
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2014-12,0.065296
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2015-01,0.061662
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2015-02,0.059292
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2015-03,0.057278
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2015-04,0.057277
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2015-05,0.059477
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2015-06,0.064259
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2015-07,0.069412
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2015-08,0.073796
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2015-09,0.075259
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2015-10,0.077011
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2015-11,0.078952
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2015-12,0.08305
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2016-01,0.084858
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2016-02,0.083396
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2016-03,0.0779
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2016-04,0.068646
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2016-05,0.06074
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2016-06,0.054725
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2016-07,0.053336
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,257,2016-08,0.053113
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1997-04,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1997-05,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1997-06,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1997-07,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1997-08,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1997-09,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1997-10,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1997-11,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1997-12,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1998-01,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1998-02,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1998-03,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1998-04,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1998-05,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1998-06,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1998-07,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1998-08,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1998-09,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1998-10,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1998-11,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1998-12,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1999-01,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1999-02,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1999-03,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1999-04,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1999-05,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1999-06,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1999-07,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1999-08,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1999-09,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1999-10,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1999-11,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,1999-12,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2000-01,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2000-02,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2000-03,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2000-04,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2000-05,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2000-06,0.231608
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2000-07,0.22461
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2000-08,0.211076
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2000-09,0.202166
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2000-10,0.19176
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2000-11,0.17986
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2000-12,0.174666
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2001-01,0.171624
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2001-02,0.164193
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2001-03,0.148269
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2001-04,0.130256
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2001-05,0.121076
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2001-06,0.124779
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2001-07,0.144362
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2001-08,0.163934
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2001-09,0.185328
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2001-10,0.202305
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2001-11,0.217834
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2001-12,0.228728
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2002-01,0.234707
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2002-02,0.238487
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2002-03,0.24277
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2002-04,0.252729
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2002-05,0.262
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2002-06,0.269473
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2002-07,0.26112
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2002-08,0.242402
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2002-09,0.230185
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2002-10,0.223287
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2002-11,0.218271
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2002-12,0.214261
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2003-01,0.21301
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2003-02,0.213479
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2003-03,0.215011
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2003-04,0.209167
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2003-05,0.19683
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2003-06,0.176945
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2003-07,0.161447
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2003-08,0.15006
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2003-09,0.145631
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2003-10,0.146257
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2003-11,0.146537
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2003-12,0.147657
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2004-01,0.146707
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2004-02,0.148837
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2004-03,0.154572
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2004-04,0.164709
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2004-05,0.177172
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2004-06,0.191417
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2004-07,0.205759
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2004-08,0.215564
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2004-09,0.225732
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2004-10,0.230633
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2004-11,0.234898
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2004-12,0.234686
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2005-01,0.230676
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2005-02,0.223625
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2005-03,0.212617
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2005-04,0.203759
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2005-05,0.196625
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2005-06,0.190718
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2005-07,0.185627
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2005-08,0.177764
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2005-09,0.165933
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2005-10,0.150792
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2005-11,0.137457
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2005-12,0.127117
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2006-01,0.118133
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2006-02,0.107824
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2006-03,0.096724
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2006-04,0.082635
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2006-05,0.066366
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2006-06,0.049183
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,329,2006-07,0.032412
