RegionName,City,State,Metro,CountyName,SizeRank,Month,MedianListingPricePerSqft
Columbia Heights,Washington,DC,Washington,District of Columbia,263,2016-05,564.7204
Columbia Heights,Washington,DC,Washington,District of Columbia,263,2016-06,546.7183
Columbia Heights,Washington,DC,Washington,District of Columbia,263,2016-07,541.9003
Columbia Heights,Washington,DC,Washington,District of Columbia,263,2016-08,525.8892
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2010-01,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2010-02,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2010-03,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2010-04,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2010-05,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2010-06,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2010-07,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2010-08,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2010-09,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2010-10,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2010-11,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2010-12,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2011-01,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2011-02,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2011-03,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2011-04,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2011-05,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2011-06,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2011-07,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2011-08,
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2011-09,478.6347
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2011-10,478.542
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2011-11,467.2058
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2011-12,478.8218
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2012-01,458.3554
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2012-02,469.464
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2012-03,479.2204
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2012-04,498.6037
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2012-05,480.3558
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2012-06,498.1152
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2012-07,471.6352
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2012-08,467.5862
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2012-09,471.5673
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2012-10,480.649
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2012-11,487.9808
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2012-12,487.9808
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2013-01,484.3125
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2013-02,483.6852
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2013-03,483.0579
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2013-04,495.0495
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2013-05,502.322
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2013-06,508.3465
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2013-07,512.6683
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2013-08,520.0308
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2013-09,517.7897
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2013-10,501.326
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2013-11,499.1667
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2013-12,531.6667
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2014-01,540.3129
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2014-02,534.8616
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2014-03,532.5169
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2014-04,541.1255
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2014-05,542.9062
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2014-06,548.9146
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2014-07,546.8556
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2014-08,545.1205
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2014-09,553.9519
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2014-10,535.8251
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2014-11,535.8251
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2014-12,528.8462
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2015-01,578.0591
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2015-02,575.4827
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2015-03,573.0892
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2015-04,571.1207
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2015-05,562.6894
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2015-06,572.038
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2015-07,553.3981
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2015-08,555.0091
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2015-09,556.0076
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2015-10,571.5511
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2015-11,555.5546
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2015-12,536.14
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2016-01,533.0368
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2016-02,555.5546
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2016-03,557.5226
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2016-04,582.4635
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2016-05,582.5697
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2016-06,590.887
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2016-07,569.1057
Capitol Hill,Washington,DC,Washington,District of Columbia,326,2016-08,573.5063
Petworth,Washington,DC,Washington,District of Columbia,481,2010-01,
Petworth,Washington,DC,Washington,District of Columbia,481,2010-02,
Petworth,Washington,DC,Washington,District of Columbia,481,2010-03,
Petworth,Washington,DC,Washington,District of Columbia,481,2010-04,
Petworth,Washington,DC,Washington,District of Columbia,481,2010-05,
Petworth,Washington,DC,Washington,District of Columbia,481,2010-06,
Petworth,Washington,DC,Washington,District of Columbia,481,2010-07,
Petworth,Washington,DC,Washington,District of Columbia,481,2010-08,
Petworth,Washington,DC,Washington,District of Columbia,481,2010-09,
Petworth,Washington,DC,Washington,District of Columbia,481,2010-10,
Petworth,Washington,DC,Washington,District of Columbia,481,2010-11,
Petworth,Washington,DC,Washington,District of Columbia,481,2010-12,
Petworth,Washington,DC,Washington,District of Columbia,481,2011-01,
Petworth,Washington,DC,Washington,District of Columbia,481,2011-02,
Petworth,Washington,DC,Washington,District of Columbia,481,2011-03,
Petworth,Washington,DC,Washington,District of Columbia,481,2011-04,
Petworth,Washington,DC,Washington,District of Columbia,481,2011-05,
Petworth,Washington,DC,Washington,District of Columbia,481,2011-06,
Petworth,Washington,DC,Washington,District of Columbia,481,2011-07,
Petworth,Washington,DC,Washington,District of Columbia,481,2011-08,
Petworth,Washington,DC,Washington,District of Columbia,481,2011-09,
Petworth,Washington,DC,Washington,District of Columbia,481,2011-10,
Petworth,Washington,DC,Washington,District of Columbia,481,2011-11,
Petworth,Washington,DC,Washington,District of Columbia,481,2011-12,
Petworth,Washington,DC,Washington,District of Columbia,481,2012-01,
Petworth,Washington,DC,Washington,District of Columbia,481,2012-02,
Petworth,Washington,DC,Washington,District of Columbia,481,2012-03,
Petworth,Washington,DC,Washington,District of Columbia,481,2012-04,
Petworth,Washington,DC,Washington,District of Columbia,481,2012-05,
Petworth,Washington,DC,Washington,District of Columbia,481,2012-06,
Petworth,Washington,DC,Washington,District of Columbia,481,2012-07,
Petworth,Washington,DC,Washington,District of Columbia,481,2012-08,
Petworth,Washington,DC,Washington,District of Columbia,481,2012-09,
Petworth,Washington,DC,Washington,District of Columbia,481,2012-10,
Petworth,Washington,DC,Washington,District of Columbia,481,2012-11,
Petworth,Washington,DC,Washington,District of Columbia,481,2012-12,
Petworth,Washington,DC,Washington,District of Columbia,481,2013-01,
Petworth,Washington,DC,Washington,District of Columbia,481,2013-02,
Petworth,Washington,DC,Washington,District of Columbia,481,2013-03,
Petworth,Washington,DC,Washington,District of Columbia,481,2013-04,
Petworth,Washington,DC,Washington,District of Columbia,481,2013-05,
Petworth,Washington,DC,Washington,District of Columbia,481,2013-06,
Petworth,Washington,DC,Washington,District of Columbia,481,2013-07,
Petworth,Washington,DC,Washington,District of Columbia,481,2013-08,
Petworth,Washington,DC,Washington,District of Columbia,481,2013-09,
Petworth,Washington,DC,Washington,District of Columbia,481,2013-10,
Petworth,Washington,DC,Washington,District of Columbia,481,2013-11,370.2991
Petworth,Washington,DC,Washington,District of Columbia,481,2013-12,390.1455
Petworth,Washington,DC,Washington,District of Columbia,481,2014-01,399.302
Petworth,Washington,DC,Washington,District of Columbia,481,2014-02,382.7874
Petworth,Washington,DC,Washington,District of Columbia,481,2014-03,389.0588
Petworth,Washington,DC,Washington,District of Columbia,481,2014-04,396.3409
Petworth,Washington,DC,Washington,District of Columbia,481,2014-05,378.7296
Petworth,Washington,DC,Washington,District of Columbia,481,2014-06,383.9744
Petworth,Washington,DC,Washington,District of Columbia,481,2014-07,378.1688
Petworth,Washington,DC,Washington,District of Columbia,481,2014-08,389.0134
Petworth,Washington,DC,Washington,District of Columbia,481,2014-09,388.0519
Petworth,Washington,DC,Washington,District of Columbia,481,2014-10,389.0728
Petworth,Washington,DC,Washington,District of Columbia,481,2014-11,387.6912
Petworth,Washington,DC,Washington,District of Columbia,481,2014-12,402.3055
Petworth,Washington,DC,Washington,District of Columbia,481,2015-01,399.373
Petworth,Washington,DC,Washington,District of Columbia,481,2015-02,399.6525
Petworth,Washington,DC,Washington,District of Columbia,481,2015-03,386.0709
Petworth,Washington,DC,Washington,District of Columbia,481,2015-04,405.9083
Petworth,Washington,DC,Washington,District of Columbia,481,2015-05,414.4317
Petworth,Washington,DC,Washington,District of Columbia,481,2015-06,391.0633
Petworth,Washington,DC,Washington,District of Columbia,481,2015-07,384.7021
Petworth,Washington,DC,Washington,District of Columbia,481,2015-08,367.3031
Petworth,Washington,DC,Washington,District of Columbia,481,2015-09,378.786
Petworth,Washington,DC,Washington,District of Columbia,481,2015-10,399.416
Petworth,Washington,DC,Washington,District of Columbia,481,2015-11,397.3773
Petworth,Washington,DC,Washington,District of Columbia,481,2015-12,390.6139
Petworth,Washington,DC,Washington,District of Columbia,481,2016-01,424.194
Petworth,Washington,DC,Washington,District of Columbia,481,2016-02,432.8997
Petworth,Washington,DC,Washington,District of Columbia,481,2016-03,429.8119
Petworth,Washington,DC,Washington,District of Columbia,481,2016-04,432.5206
Petworth,Washington,DC,Washington,District of Columbia,481,2016-05,434.1881
Petworth,Washington,DC,Washington,District of Columbia,481,2016-06,429.5169
Petworth,Washington,DC,Washington,District of Columbia,481,2016-07,425.1894
Petworth,Washington,DC,Washington,District of Columbia,481,2016-08,426.7188
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2010-01,506.5104
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2010-02,484.3693
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2010-03,494.4781
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2010-04,497.3089
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2010-05,491.5833
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2010-06,494.2871
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2010-07,494.2871
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2010-08,499.8366
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2010-09,487.3518
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2010-10,493.2
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2010-11,505.06
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2010-12,504.3867
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2011-01,505.06
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2011-02,499.545
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2011-03,497.4438
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2011-04,494.3931
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2011-05,495.3353
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2011-06,514.5749
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2011-07,486.3514
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2011-08,527.7054
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2011-09,506.9797
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2011-10,510
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2011-11,499.545
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2011-12,505.5724
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2012-01,492.6581
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2012-02,491.9481
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2012-03,494.7728
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2012-04,499.1989
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2012-05,505.8366
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2012-06,518.3246
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2012-07,515
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2012-08,506.4474
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2012-09,516.3934
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2012-10,517.7182
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2012-11,524.7522
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2012-12,506.2979
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2013-01,530.086
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2013-02,530.086
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2013-03,531.9561
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2013-04,530.1945
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2013-05,540.6872
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2013-06,553.7003
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2013-07,541.9078
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2013-08,537.1468
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2013-09,568.3761
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2013-10,563.3371
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2013-11,561.828
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2013-12,560.0198
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2014-01,555.4983
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2014-02,573.938
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2014-03,573.2025
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2014-04,555.3333
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2014-05,554.5455
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2014-06,559.0062
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2014-07,545.1613
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2014-08,550.3584
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2014-09,550.7205
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2014-10,539.4585
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2014-11,563.7255
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2014-12,559.9272
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2015-01,534.1959
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2015-02,566.1492
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2015-03,581.2136
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2015-04,572.6315
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2015-05,583.8725
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2015-06,587.9924
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2015-07,594.9587
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2015-08,592.318
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2015-09,577.957
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2015-10,572.9984
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2015-11,579.701
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2015-12,589.3891
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2016-01,608.5591
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2016-02,616.408
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2016-03,633.1068
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2016-04,613.6964
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2016-05,611.2589
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2016-06,618.2558
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2016-07,624.3655
Adams Morgan,Washington,DC,Washington,District of Columbia,567,2016-08,616.9791
Logan Circle,Washington,DC,Washington,District of Columbia,585,2010-01,536.3686
Logan Circle,Washington,DC,Washington,District of Columbia,585,2010-02,530.7692
Logan Circle,Washington,DC,Washington,District of Columbia,585,2010-03,529.8417
Logan Circle,Washington,DC,Washington,District of Columbia,585,2010-04,534.5217
Logan Circle,Washington,DC,Washington,District of Columbia,585,2010-05,547.2722
Logan Circle,Washington,DC,Washington,District of Columbia,585,2010-06,534.3708
Logan Circle,Washington,DC,Washington,District of Columbia,585,2010-07,519.4684
Logan Circle,Washington,DC,Washington,District of Columbia,585,2010-08,519.3506
Logan Circle,Washington,DC,Washington,District of Columbia,585,2010-09,514.1905
Logan Circle,Washington,DC,Washington,District of Columbia,585,2010-10,519.4401
Logan Circle,Washington,DC,Washington,District of Columbia,585,2010-11,513.1153
Logan Circle,Washington,DC,Washington,District of Columbia,585,2010-12,503.0031
Logan Circle,Washington,DC,Washington,District of Columbia,585,2011-01,514.1905
Logan Circle,Washington,DC,Washington,District of Columbia,585,2011-02,492.3776
Logan Circle,Washington,DC,Washington,District of Columbia,585,2011-03,515.0551
Logan Circle,Washington,DC,Washington,District of Columbia,585,2011-04,515.9198
Logan Circle,Washington,DC,Washington,District of Columbia,585,2011-05,516.3856
Logan Circle,Washington,DC,Washington,District of Columbia,585,2011-06,514.9725
Logan Circle,Washington,DC,Washington,District of Columbia,585,2011-07,477.1505
Logan Circle,Washington,DC,Washington,District of Columbia,585,2011-08,512.8713
Logan Circle,Washington,DC,Washington,District of Columbia,585,2011-09,513.4876
Logan Circle,Washington,DC,Washington,District of Columbia,585,2011-10,524.555
Logan Circle,Washington,DC,Washington,District of Columbia,585,2011-11,524.5148
Logan Circle,Washington,DC,Washington,District of Columbia,585,2011-12,530.6112
Logan Circle,Washington,DC,Washington,District of Columbia,585,2012-01,538.7741
Logan Circle,Washington,DC,Washington,District of Columbia,585,2012-02,535.3107
Logan Circle,Washington,DC,Washington,District of Columbia,585,2012-03,539.9345
Logan Circle,Washington,DC,Washington,District of Columbia,585,2012-04,541.9048
Logan Circle,Washington,DC,Washington,District of Columbia,585,2012-05,539.9512
Logan Circle,Washington,DC,Washington,District of Columbia,585,2012-06,540.7652
Logan Circle,Washington,DC,Washington,District of Columbia,585,2012-07,545.0798
Logan Circle,Washington,DC,Washington,District of Columbia,585,2012-08,529.0456
Logan Circle,Washington,DC,Washington,District of Columbia,585,2012-09,544.2177
Logan Circle,Washington,DC,Washington,District of Columbia,585,2012-10,554.5761
Logan Circle,Washington,DC,Washington,District of Columbia,585,2012-11,560.9571
Logan Circle,Washington,DC,Washington,District of Columbia,585,2012-12,559.9645
Logan Circle,Washington,DC,Washington,District of Columbia,585,2013-01,563.5593
Logan Circle,Washington,DC,Washington,District of Columbia,585,2013-02,560.5208
Logan Circle,Washington,DC,Washington,District of Columbia,585,2013-03,543.0807
Logan Circle,Washington,DC,Washington,District of Columbia,585,2013-04,552.6291
Logan Circle,Washington,DC,Washington,District of Columbia,585,2013-05,563.6953
Logan Circle,Washington,DC,Washington,District of Columbia,585,2013-06,573.107
Logan Circle,Washington,DC,Washington,District of Columbia,585,2013-07,580.9021
Logan Circle,Washington,DC,Washington,District of Columbia,585,2013-08,571.5649
Logan Circle,Washington,DC,Washington,District of Columbia,585,2013-09,565.0754
Logan Circle,Washington,DC,Washington,District of Columbia,585,2013-10,569.0112
Logan Circle,Washington,DC,Washington,District of Columbia,585,2013-11,582.2346
Logan Circle,Washington,DC,Washington,District of Columbia,585,2013-12,555.3938
Logan Circle,Washington,DC,Washington,District of Columbia,585,2014-01,587.4266
Logan Circle,Washington,DC,Washington,District of Columbia,585,2014-02,583.4963
Logan Circle,Washington,DC,Washington,District of Columbia,585,2014-03,593.7063
Logan Circle,Washington,DC,Washington,District of Columbia,585,2014-04,607.6185
Logan Circle,Washington,DC,Washington,District of Columbia,585,2014-05,621.875
Logan Circle,Washington,DC,Washington,District of Columbia,585,2014-06,593.625
Logan Circle,Washington,DC,Washington,District of Columbia,585,2014-07,610.8214
Logan Circle,Washington,DC,Washington,District of Columbia,585,2014-08,604.6363
Logan Circle,Washington,DC,Washington,District of Columbia,585,2014-09,606.5046
Logan Circle,Washington,DC,Washington,District of Columbia,585,2014-10,607.4306
Logan Circle,Washington,DC,Washington,District of Columbia,585,2014-11,585.8447
Logan Circle,Washington,DC,Washington,District of Columbia,585,2014-12,576.6781
Logan Circle,Washington,DC,Washington,District of Columbia,585,2015-01,577.8844
Logan Circle,Washington,DC,Washington,District of Columbia,585,2015-02,601.6355
Logan Circle,Washington,DC,Washington,District of Columbia,585,2015-03,598.0693
Logan Circle,Washington,DC,Washington,District of Columbia,585,2015-04,611.1111
Logan Circle,Washington,DC,Washington,District of Columbia,585,2015-05,623.5521
