RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Month,ZhvAvgAllYoY
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1997-07,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1997-08,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1997-09,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1997-10,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1997-11,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1997-12,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1998-01,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1998-02,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1998-03,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1998-04,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1998-05,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1998-06,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1998-07,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1998-08,0.774828
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1998-09,0.646364
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1998-10,0.530802
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1998-11,0.426101
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1998-12,0.329662
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1999-01,0.244138
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1999-02,0.169602
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1999-03,0.111457
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1999-04,0.073741
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1999-05,0.056659
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1999-06,0.053992
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1999-07,0.056186
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1999-08,0.060388
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1999-09,0.070679
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1999-10,0.083793
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1999-11,0.100331
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,1999-12,0.115958
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2000-01,0.136918
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2000-02,0.165086
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2000-03,0.197759
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2000-04,0.221664
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2000-05,0.232725
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2000-06,0.231608
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2000-07,0.22461
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2000-08,0.211076
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2000-09,0.202166
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2000-10,0.19176
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2000-11,0.17986
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2000-12,0.174666
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2001-01,0.171624
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2001-02,0.164193
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2001-03,0.148269
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,396,2001-04,0.130256
