RegionName,City,State,Metro,CountyName,SizeRank,Month,MedianListingPrice
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2010-11,
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2010-12,
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2011-01,
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2011-02,
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2011-03,
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2011-04,
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2011-05,
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2011-06,
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2011-07,
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2011-08,
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2011-09,439900
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2011-10,425450
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2011-11,459000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2011-12,469000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2012-01,459900
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2012-02,449000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2012-03,419500
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2012-04,429000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2012-05,439000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2012-06,419000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2012-07,395000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2012-08,395000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2012-09,419450
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2012-10,450000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2012-11,487450
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2012-12,487450
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2013-01,475000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2013-02,474999
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2013-03,430000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2013-04,425000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2013-05,474900
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2013-06,464777.5
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2013-07,492000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2013-08,497450
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2013-09,495000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2013-10,499900
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2013-11,499900
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2013-12,529500
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2014-01,499450
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2014-02,489495
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2014-03,489990
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2014-04,549000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2014-05,474500
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2014-06,415000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2014-07,415000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2014-08,402450
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2014-09,430000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2014-10,427450
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2014-11,445000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2014-12,459000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2015-01,419450
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2015-02,428900
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2015-03,444450
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2015-04,431975
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2015-05,442250
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2015-06,477450
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2015-07,465000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2015-08,469000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2015-09,479000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2015-10,477400
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2015-11,499500
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2015-12,512499.5
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2016-01,499900
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2016-02,499949.5
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2016-03,499900
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2016-04,512500
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2016-05,499950
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2016-06,529900
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2016-07,579000
Adams Morgan,Washington,DC,Washington,District of Columbia,528,2016-08,579000
Logan Circle,Washington,DC,Washington,District of Columbia,547,2010-01,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2010-02,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2010-03,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2010-04,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2010-05,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2010-06,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2010-07,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2010-08,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2010-09,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2010-10,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2010-11,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2010-12,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2011-01,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2011-02,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2011-03,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2011-04,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2011-05,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2011-06,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2011-07,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2011-08,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2011-09,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2011-10,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2011-11,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2011-12,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2012-01,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2012-02,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2012-03,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2012-04,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2012-05,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2012-06,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2012-07,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2012-08,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2012-09,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2012-10,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2012-11,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2012-12,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2013-01,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2013-02,
