RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Month,Zhvi
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2000-07,93500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2000-08,95700
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2000-09,97400
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2000-10,98200
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2000-11,99300
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2000-12,101700
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2001-01,104600
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2001-02,107200
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2001-03,109000
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2001-04,110700
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2001-05,113500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2001-06,116200
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2001-07,118100
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2001-08,119500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2001-09,120600
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2001-10,121300
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2001-11,122100
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2001-12,122400
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2002-01,123000
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2002-02,124000
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2002-03,124900
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2002-04,125500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2002-05,127800
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2002-06,130600
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2002-07,131200
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2002-08,130400
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2002-09,130500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2002-10,131100
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2002-11,129600
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2002-12,126600
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2003-01,123800
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2003-02,124400
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2003-03,127900
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2003-04,131800
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2003-05,133600
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2003-06,134700
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2003-07,136500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2003-08,138800
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2003-09,141000
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2003-10,143000
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2003-11,145700
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2003-12,149900
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2004-01,153600
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2004-02,155800
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2004-03,157600
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2004-04,159000
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2004-05,159500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2004-06,161900
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2004-07,166300
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2004-08,170000
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2004-09,174400
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2004-10,179900
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2004-11,184400
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2004-12,188000
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2005-01,192400
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2005-02,196700
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2005-03,200900
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2005-04,206200
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2005-05,209500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2005-06,209900
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2005-07,210500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2005-08,213300
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2005-09,216500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2005-10,220500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2005-11,225500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2005-12,229900
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2006-01,234200
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2006-02,238300
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2006-03,241300
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2006-04,242500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2006-05,244200
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2006-06,247200
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2006-07,250800
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2006-08,252600
