,Rank,Rank_Year,School,School URL,District,District URL,City,City URL,Zip,County,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score,Rank Change from Prior Year,SchoolDigger Star Rating
63,5,2010-11,Kipp Dc Key Academy Pcs,https://www.schooldigger.com/go/DC/schools/0003100246/school.aspx,Kipp Academy Pcs,https://www.schooldigger.com/go/DC/district/00031/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20019,District Of Columbia,03,8,Yes,Yes,No,No,419,28.0,14.9,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5,0.0,5
64,6,2010-11,Washington Latin Pcs Middle School,https://www.schooldigger.com/go/DC/schools/0001900324/school.aspx,Washington Latin Pcs,https://www.schooldigger.com/go/DC/district/00019/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20011,District Of Columbia,05,8,No,Yes,No,No,351,27.6,12.7,22.2,49.0,0.0,5.7,9.4,0.0,0.0,35.9,91.1,-2.0,5
65,7,2010-11,Kipp Dc Aim Pcs Academy Pcs,https://www.schooldigger.com/go/DC/schools/0003100381/school.aspx,Kipp Academy Pcs,https://www.schooldigger.com/go/DC/district/00031/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20020,District Of Columbia,05,8,Yes,Yes,No,No,339,28.0,12.1,85.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6,2.0,4
66,8,2010-11,Howard University Middle School of Math and Science PCS,https://www.schooldigger.com/go/DC/schools/0005800308/school.aspx,Howard University Middle School Of Math And Science,https://www.schooldigger.com/go/DC/district/00058/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20059,District Of Columbia,06,8,Yes,Yes,No,No,315,24.0,13.1,56.8,94.3,0.0,1.0,4.8,0.0,0.0,0.0,88.1,-1.0,4
67,9,2010-11,EL Haynes PCS Middle School,https://www.schooldigger.com/go/DC/schools/0004300274/school.aspx,El Haynes Pcs,https://www.schooldigger.com/go/DC/district/00043/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20010,District Of Columbia,05,8,Yes,Yes,No,No,397,52.0,7.6,56.7,50.9,0.3,2.3,33.2,0.0,4.0,9.3,81.7,-1.0,4
68,10,2010-11,Community Academy Capcs Online,https://www.schooldigger.com/go/DC/schools/0000700380/school.aspx,Community Academy Pcs,https://www.schooldigger.com/go/DC/district/00007/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20005,District Of Columbia,KG,8,Yes,Yes,No,Yes,111,3.0,37.0,,81.1,0.0,0.9,0.0,0.0,0.0,18.0,81.6,4.0,4
69,11,2010-11,Seed Pcs Of Washington Dc,https://www.schooldigger.com/go/DC/schools/0002200236/school.aspx,Seed Pcs Of Washington Dc,https://www.schooldigger.com/go/DC/district/00022/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20019,District Of Columbia,06,12,Yes,Yes,No,No,344,60.0,5.7,67.7,99.1,0.0,0.0,0.9,0.0,0.0,0.0,80.2,0.0,4
70,12,2010-11,Kipp Dc Will Academy Pcs,https://www.schooldigger.com/go/DC/schools/0003100376/school.aspx,Kipp Academy Pcs,https://www.schooldigger.com/go/DC/district/00031/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20001,District Of Columbia,04,8,Yes,Yes,No,No,334,26.0,12.8,86.2,99.1,0.0,0.0,0.0,0.0,0.0,0.9,77.5,-2.0,4
71,13,2010-11,Hardy Middle School,https://www.schooldigger.com/go/DC/schools/0003000186/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20007,District Of Columbia,06,8,Yes,No,No,No,420,31.0,13.5,47.6,69.5,0.0,2.1,15.2,0.5,2.9,9.8,76.4,-1.0,4
72,14,2010-11,Meridian Pcs,https://www.schooldigger.com/go/DC/schools/0001500229/school.aspx,Meridian Pcs,https://www.schooldigger.com/go/DC/district/00015/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20009,District Of Columbia,PK,8,Yes,Yes,No,No,535,52.0,10.2,88.6,61.5,0.4,1.1,36.3,0.0,0.4,0.4,75.6,2.0,4
73,15,2010-11,Paul Pcs Middle School,https://www.schooldigger.com/go/DC/schools/0003900257/school.aspx,Paul JHS PCS,https://www.schooldigger.com/go/DC/district/00039/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20011,District Of Columbia,06,8,Yes,Yes,No,No,602,44.0,13.6,67.4,86.4,0.2,0.8,12.5,0.0,0.0,0.2,73.9,-2.0,4
74,16,2010-11,Stuart Hobson Middle School Capitol Hill Cluster,https://www.schooldigger.com/go/DC/schools/0003000191/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20002,District Of Columbia,06,8,Yes,No,No,No,410,27.0,15.1,53.4,83.9,0.0,0.7,1.0,0.2,1.7,12.4,69.3,-1.0,4
75,17,2010-11,Cesar Chavez Pcs For Public Policy Chavez Prep,https://www.schooldigger.com/go/DC/schools/0000500377/school.aspx,Cesar Chavez Public Pcs,https://www.schooldigger.com/go/DC/district/00005/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20010,District Of Columbia,06,9,Yes,Yes,No,No,325,32.0,10.1,85.5,30.5,0.0,0.9,68.3,0.0,0.0,0.3,68.0,0.0,4
76,18,2010-11,Center City Trinidad Campus Pcs,https://www.schooldigger.com/go/DC/schools/0007300403/school.aspx,Center City Pcs,https://www.schooldigger.com/go/DC/district/00073/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20002,District Of Columbia,PK,8,Yes,Yes,No,No,216,13.0,16.6,75.9,96.8,0.0,0.5,2.3,0.0,0.5,0.0,66.0,2.0,4
77,19,2010-11,Center City Petworth Campus Pcs,https://www.schooldigger.com/go/DC/schools/0007300395/school.aspx,Center City Pcs,https://www.schooldigger.com/go/DC/district/00073/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20011,District Of Columbia,PK,8,Yes,Yes,No,No,232,14.0,16.5,75.9,50.9,0.0,0.4,47.4,0.0,0.4,0.9,65.5,-1.0,3
78,20,2010-11,Hope Community Pcs Tolson Campus,https://www.schooldigger.com/go/DC/schools/0005100386/school.aspx,Hope Community PCS,https://www.schooldigger.com/go/DC/district/00051/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20017,District Of Columbia,PK,8,Yes,Yes,No,No,434,24.0,18.0,70.7,95.4,0.0,0.2,4.1,0.0,0.0,0.2,60.1,-1.0,3
79,21,2010-11,Center City Brightwood Campus Pcs,https://www.schooldigger.com/go/DC/schools/0007300400/school.aspx,Center City Pcs,https://www.schooldigger.com/go/DC/district/00073/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20011,District Of Columbia,PK,8,Yes,Yes,No,No,231,14.0,16.5,90.0,47.2,0.0,0.9,51.1,0.0,0.0,0.9,59.4,13.0,3
80,22,2010-11,Center City Capitol Hill Campus Pcs,https://www.schooldigger.com/go/DC/schools/0007300393/school.aspx,Center City Pcs,https://www.schooldigger.com/go/DC/district/00073/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20003,District Of Columbia,PK,8,Yes,Yes,No,No,222,14.0,15.8,63.1,97.3,0.0,1.4,0.5,0.0,0.0,0.9,58.9,5.0,3
81,23,2010-11,Mary McLeod Bethune Day Academy Pcs Slowe Campus,https://www.schooldigger.com/go/DC/schools/0004400275/school.aspx,Mary McLeod Bethune Pcs,https://www.schooldigger.com/go/DC/district/00044/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20017,District Of Columbia,PK,8,Yes,Yes,No,No,329,35.0,9.4,72.6,95.4,0.0,0.0,4.0,0.0,0.3,0.3,57.8,21.0,3
82,24,2010-11,Brightwood Ec,https://www.schooldigger.com/go/DC/schools/0003000112/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20011,District Of Columbia,PK,8,Yes,No,No,No,551,48.0,11.4,37.4,27.0,0.0,0.4,70.6,0.0,0.9,1.1,52.3,21.0,3
83,25,2010-11,School Without Walls At Francis Stevens,https://www.schooldigger.com/go/DC/schools/0003000149/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20037,District Of Columbia,PK,8,No,No,No,No,234,22.0,10.6,66.2,72.6,1.3,5.6,10.7,0.0,2.6,7.3,50.7,0.0,3
84,26,2010-11,Langdon Ec,https://www.schooldigger.com/go/DC/schools/0003000044/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20018,District Of Columbia,PK,8,Yes,No,No,No,410,27.0,15.1,75.9,93.2,0.0,0.2,5.6,0.5,0.5,0.0,50.2,-3.0,3
85,27,2010-11,Cesar Chavez for Public Policy Parkside Middle School PCS,https://www.schooldigger.com/go/DC/schools/0000500328/school.aspx,Cesar Chavez Public Pcs,https://www.schooldigger.com/go/DC/district/00005/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20019,District Of Columbia,06,8,Yes,Yes,No,No,674,65.5,10.2,70.3,92.9,0.1,0.0,6.7,0.0,0.0,0.3,49.5,-3.0,3
86,28,2010-11,West Ec,https://www.schooldigger.com/go/DC/schools/0003000067/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20011,District Of Columbia,PK,8,Yes,No,No,No,248,19.0,13.0,71.0,61.3,0.0,0.4,31.0,0.0,1.6,5.6,48.8,-6.0,3
87,29,2010-11,Raymond Ec,https://www.schooldigger.com/go/DC/schools/0003000033/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20010,District Of Columbia,PK,8,Yes,No,No,No,442,36.0,12.2,48.2,47.7,0.0,0.7,48.4,0.5,0.0,2.7,47.4,-1.0,3
88,30,2010-11,Whittier Ec,https://www.schooldigger.com/go/DC/schools/0003000065/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20011,District Of Columbia,PK,8,Yes,No,No,No,351,29.5,11.8,53.9,79.8,0.0,0.9,16.2,0.0,1.4,1.7,46.9,6.0,3
89,31,2010-11,Center City Shaw Campus Pcs,https://www.schooldigger.com/go/DC/schools/0007300404/school.aspx,Center City Pcs,https://www.schooldigger.com/go/DC/district/00073/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20001,District Of Columbia,PK,8,Yes,Yes,No,No,237,14.0,16.9,86.5,79.7,0.0,1.3,17.3,0.0,0.0,1.7,44.7,2.0,2
90,32,2010-11,Tree Of Life Community Pcs,https://www.schooldigger.com/go/DC/schools/0004000258/school.aspx,Tree Of Life Pcs,https://www.schooldigger.com/go/DC/district/00040/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20018,District Of Columbia,PK,8,Yes,Yes,No,No,305,23.0,13.2,92.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,-2.0,2
91,33,2010-11,Burroughs Ec,https://www.schooldigger.com/go/DC/schools/0003000107/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20018,District Of Columbia,PK,8,Yes,No,No,No,298,28.0,10.6,79.2,89.3,0.0,0.3,9.4,0.0,0.7,0.3,42.1,8.0,2
92,34,2010-11,Perry Street Prep Pcs,https://www.schooldigger.com/go/DC/schools/0001100225/school.aspx,Perry Street Preparatory Pcs,https://www.schooldigger.com/go/DC/district/00011/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20018,District Of Columbia,PK,12,Yes,Yes,No,No,946,62.0,15.2,71.8,97.3,0.0,0.5,2.2,0.0,0.0,0.0,41.4,1.0,2
93,35,2010-11,Columbia Heights Ec,https://www.schooldigger.com/go/DC/schools/0003000396/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20010,District Of Columbia,06,12,Yes,No,No,No,1206,98.0,12.3,,32.7,0.0,2.4,63.4,0.3,0.0,1.2,41.1,3.0,2
94,36,2010-11,Walker Jones Ec,https://www.schooldigger.com/go/DC/schools/0003000070/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20001,District Of Columbia,PK,8,Yes,No,No,No,421,36.4,11.5,63.0,95.5,0.0,1.0,2.1,0.2,0.0,1.2,40.9,12.0,2
95,37,2010-11,Truesdell Ec,https://www.schooldigger.com/go/DC/schools/0003000075/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20011,District Of Columbia,PK,8,Yes,No,No,No,427,39.0,10.9,88.1,41.2,0.0,1.9,55.7,0.0,0.0,1.2,40.3,-5.0,2
96,38,2010-11,Takoma Ec,https://www.schooldigger.com/go/DC/schools/0003000011/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20012,District Of Columbia,PK,8,Yes,No,No,No,308,28.5,10.8,81.2,64.3,0.0,0.0,31.2,0.3,2.3,1.9,39.4,-12.0,2
97,39,2010-11,Sousa Middle School,https://www.schooldigger.com/go/DC/schools/0003000019/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20019,District Of Columbia,06,8,Yes,No,No,No,353,24.0,14.7,66.9,98.6,0.0,0.0,1.1,0.0,0.0,0.3,38.3,-8.0,2
98,40,2010-11,Friendship Pcs Tech Prep,https://www.schooldigger.com/go/DC/schools/0000800422/school.aspx,Friendship Pcs,https://www.schooldigger.com/go/DC/district/00008/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20032,District Of Columbia,06,12,Yes,Yes,No,No,386,26.0,14.8,77.5,98.7,0.0,0.5,0.3,0.0,0.0,0.5,38.0,-19.0,2
99,41,2010-11,Howard Road Academy Pcs Mlk Campus,https://www.schooldigger.com/go/DC/schools/0002900425/school.aspx,Cedar Tree Pcs,https://www.schooldigger.com/go/DC/district/00029/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20020,District Of Columbia,07,8,(n/a),Yes,(n/a),No,132,9.0,14.6,84.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9,1.0,2
100,42,2010-11,Brookland Ec At Bunker Hill,https://www.schooldigger.com/go/DC/schools/0003000111/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20017,District Of Columbia,PK,8,Yes,No,No,No,307,26.5,11.5,75.9,89.3,0.0,0.0,10.7,0.0,0.0,0.0,35.4,-13.0,2
101,43,2010-11,Wheatley Ec,https://www.schooldigger.com/go/DC/schools/0003000068/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20002,District Of Columbia,PK,8,Yes,No,No,No,480,33.0,14.5,73.8,97.1,0.0,0.0,2.1,0.0,0.6,0.2,33.6,15.0,1
102,44,2010-11,Center City Congress Heights Campus Pcs,https://www.schooldigger.com/go/DC/schools/0007300412/school.aspx,Center City Pcs,https://www.schooldigger.com/go/DC/district/00073/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20032,District Of Columbia,PK,8,Yes,Yes,No,No,254,15.0,16.9,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9,3.0,1
103,45,2010-11,Jefferson Middle School,https://www.schooldigger.com/go/DC/schools/0003000145/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20024,District Of Columbia,06,8,(n/a),No,(n/a),No,178,16.0,11.1,52.8,90.4,0.0,7.9,1.1,0.0,0.6,0.0,31.9,-5.0,1
104,46,2010-11,Noyes Elementary School,https://www.schooldigger.com/go/DC/schools/0003000164/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20018,District Of Columbia,PK,8,Yes,No,No,No,357,26.0,13.7,51.0,95.5,0.0,0.0,3.9,0.3,0.3,0.0,28.1,-3.0,1
105,47,2010-11,Ideal Academy Pcs North Capitol Street Campus Elementary School,https://www.schooldigger.com/go/DC/schools/0001200401/school.aspx,Ideal Academy Pcs,https://www.schooldigger.com/go/DC/district/00012/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20002,District Of Columbia,PK,8,Yes,Yes,No,No,274,,,83.9,96.0,0.0,0.0,3.3,0.7,0.0,0.0,24.2,2.0,1
106,48,2010-11,Kelly Miller Middle School,https://www.schooldigger.com/go/DC/schools/0003000272/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20019,District Of Columbia,06,8,Yes,No,No,No,335,29.0,11.5,63.9,98.5,0.0,0.3,1.2,0.0,0.0,0.0,21.2,8.0,1
107,49,2010-11,Eliot Hine Middle School,https://www.schooldigger.com/go/DC/schools/0003000151/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20002,District Of Columbia,06,8,Yes,No,No,No,357,25.5,14.0,62.2,99.2,0.3,0.0,0.6,0.0,0.0,0.0,21.2,-12.0,1
108,50,2010-11,Shaw Middle School At Garnet Patterson,https://www.schooldigger.com/go/DC/schools/0003000020/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20001,District Of Columbia,06,8,(n/a),No,(n/a),No,157,16.5,9.5,55.4,84.7,0.0,1.9,13.4,0.0,0.0,0.0,20.6,2.0,1
109,51,2010-11,Macfarland Middle School,https://www.schooldigger.com/go/DC/schools/0003000141/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20011,District Of Columbia,06,8,(n/a),No,(n/a),No,200,22.0,9.0,50.5,45.5,0.0,0.5,52.0,0.0,1.0,1.0,20.0,0.0,1
110,52,2010-11,Maya Angelou Pcs Evans Middle School,https://www.schooldigger.com/go/DC/schools/0001400392/school.aspx,Maya Angelou Pcs,https://www.schooldigger.com/go/DC/district/00014/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20019,District Of Columbia,07,8,(n/a),Yes,(n/a),No,0,23.0,,,,,,,,,,17.4,-2.0,1
111,53,2010-11,Ron Brown Middle School,https://www.schooldigger.com/go/DC/schools/0003000021/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20019,District Of Columbia,06,8,(n/a),No,(n/a),No,236,24.0,9.8,69.5,98.7,0.0,0.0,1.3,0.0,0.0,0.0,16.6,-7.0,1
112,54,2010-11,Winston Ec,https://www.schooldigger.com/go/DC/schools/0003000061/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20020,District Of Columbia,PK,8,(n/a),No,(n/a),No,305,22.0,13.8,73.1,96.4,0.0,0.3,3.3,0.0,0.0,0.0,14.9,-1.0,1
113,55,2010-11,Hart Middle School,https://www.schooldigger.com/go/DC/schools/0003000135/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20032,District Of Columbia,06,8,Yes,No,No,No,542,44.0,12.3,72.3,99.3,0.2,0.0,0.4,0.0,0.0,0.2,14.3,-1.0,0
114,56,2010-11,Lasalle Backus Ec,https://www.schooldigger.com/go/DC/schools/0003000042/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20011,District Of Columbia,PK,8,Yes,No,No,No,293,26.0,11.2,50.9,74.4,0.0,0.0,25.3,0.0,0.0,0.3,11.6,-17.0,0
115,57,2010-11,Browne Ec,https://www.schooldigger.com/go/DC/schools/0003000152/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20002,District Of Columbia,PK,8,Yes,No,No,No,389,33.5,11.6,68.1,97.7,0.0,0.0,2.1,0.0,0.3,0.0,11.2,0.0,0
116,58,2010-11,Kramer Middle School,https://www.schooldigger.com/go/DC/schools/0003000143/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20020,District Of Columbia,06,8,Yes,No,No,No,283,22.0,12.8,72.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-3.0,0
117,59,2010-11,Johnson John Hayden Middle School,https://www.schooldigger.com/go/DC/schools/0003000144/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20020,District Of Columbia,06,8,Yes,No,No,No,258,24.0,10.7,69.4,99.2,0.0,0.0,0.8,0.0,0.0,0.0,9.5,0.0,0
118,60,2010-11,Options Pcs,https://www.schooldigger.com/go/DC/schools/0001800232/school.aspx,Options Pcs,https://www.schooldigger.com/go/DC/district/00018/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20002,District Of Columbia,07,12,Yes,Yes,No,No,361,66.0,5.4,88.6,99.2,0.0,0.0,0.3,0.0,0.0,0.6,1.9,0.0,0
119,1,2011-12,Achievement Preparatory Academy PCS Middle School,https://www.schooldigger.com/go/DC/schools/0007200405/school.aspx,Achievement Prep Academy Pcs,https://www.schooldigger.com/go/DC/district/00072/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20032,District Of Columbia,04,8,Yes,Yes,No,No,203,17.0,11.9,89.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3,1.0,5
120,2,2011-12,Oyster Adams Bilingual School Oyster,https://www.schooldigger.com/go/DC/schools/0003000160/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20008,District Of Columbia,PK,8,No,No,No,No,677,63.0,10.7,12.3,8.1,0.1,3.1,57.6,0.0,3.4,27.6,96.2,4.0,5
121,3,2011-12,D C Prep Edgewood Middle Campus Pcs,https://www.schooldigger.com/go/DC/schools/0004800277/school.aspx,Dc Preparatory Academy Pcs,https://www.schooldigger.com/go/DC/district/00048/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20017,District Of Columbia,04,8,Yes,Yes,No,No,283,30.0,9.4,79.5,94.7,0.0,0.4,1.4,0.4,0.0,3.2,94.2,-2.0,5
122,4,2011-12,Deal Middle School,https://www.schooldigger.com/go/DC/schools/0003000138/school.aspx,District Of Columbia Public Schools,https://www.schooldigger.com/go/DC/district/00030/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20016,District Of Columbia,06,8,No,No,No,No,1023,68.0,15.0,22.9,35.8,0.3,5.4,12.0,0.2,5.7,40.7,94.2,-1.0,5
123,5,2011-12,Kipp Dc Key Academy Pcs,https://www.schooldigger.com/go/DC/schools/0003100246/school.aspx,Kipp Academy Pcs,https://www.schooldigger.com/go/DC/district/00031/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20019,District Of Columbia,03,8,Yes,Yes,No,No,419,28.0,14.9,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5,0.0,5
124,6,2011-12,Washington Latin Pcs Middle School,https://www.schooldigger.com/go/DC/schools/0001900324/school.aspx,Washington Latin Pcs,https://www.schooldigger.com/go/DC/district/00019/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20011,District Of Columbia,05,8,No,Yes,No,No,351,27.6,12.7,22.2,49.0,0.0,5.7,9.4,0.0,0.0,35.9,91.1,-2.0,5
125,7,2011-12,Kipp Dc Aim Pcs Academy Pcs,https://www.schooldigger.com/go/DC/schools/0003100381/school.aspx,Kipp Academy Pcs,https://www.schooldigger.com/go/DC/district/00031/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20020,District Of Columbia,05,8,Yes,Yes,No,No,339,28.0,12.1,85.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6,2.0,4
126,8,2011-12,Howard University Middle School of Math and Science PCS,https://www.schooldigger.com/go/DC/schools/0005800308/school.aspx,Howard University Middle School Of Math And Science,https://www.schooldigger.com/go/DC/district/00058/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20059,District Of Columbia,06,8,Yes,Yes,No,No,315,24.0,13.1,56.8,94.3,0.0,1.0,4.8,0.0,0.0,0.0,88.1,-1.0,4
127,9,2011-12,EL Haynes PCS Middle School,https://www.schooldigger.com/go/DC/schools/0004300274/school.aspx,El Haynes Pcs,https://www.schooldigger.com/go/DC/district/00043/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20010,District Of Columbia,05,8,Yes,Yes,No,No,397,52.0,7.6,56.7,50.9,0.3,2.3,33.2,0.0,4.0,9.3,81.7,-1.0,4
128,10,2011-12,Community Academy Capcs Online,https://www.schooldigger.com/go/DC/schools/0000700380/school.aspx,Community Academy Pcs,https://www.schooldigger.com/go/DC/district/00007/search.aspx,Washington,https://www.schooldigger.com/go/DC/city/Washington/search.aspx,20005,District Of Columbia,KG,8,Yes,Yes,No,Yes,111,3.0,37.0,,81.1,0.0,0.9,0.0,0.0,0.0,18.0,81.6,4.0,4
