RegionName,City,State,Metro,CountyName,SizeRank,Month,MedianRentalPricePerSqft
20036,Washington,DC,Washington,District of Columbia,1740,2011-06,
20036,Washington,DC,Washington,District of Columbia,1740,2011-07,
20036,Washington,DC,Washington,District of Columbia,1740,2011-08,
20036,Washington,DC,Washington,District of Columbia,1740,2011-09,
20036,Washington,DC,Washington,District of Columbia,1740,2011-10,
20036,Washington,DC,Washington,District of Columbia,1740,2011-11,
20036,Washington,DC,Washington,District of Columbia,1740,2011-12,
20036,Washington,DC,Washington,District of Columbia,1740,2012-01,
20036,Washington,DC,Washington,District of Columbia,1740,2012-02,
20036,Washington,DC,Washington,District of Columbia,1740,2012-03,
20036,Washington,DC,Washington,District of Columbia,1740,2012-04,
20036,Washington,DC,Washington,District of Columbia,1740,2012-05,
20036,Washington,DC,Washington,District of Columbia,1740,2012-06,
20036,Washington,DC,Washington,District of Columbia,1740,2012-07,
20036,Washington,DC,Washington,District of Columbia,1740,2012-08,
20036,Washington,DC,Washington,District of Columbia,1740,2012-09,
20036,Washington,DC,Washington,District of Columbia,1740,2012-10,
20036,Washington,DC,Washington,District of Columbia,1740,2012-11,
20036,Washington,DC,Washington,District of Columbia,1740,2012-12,
20036,Washington,DC,Washington,District of Columbia,1740,2013-01,
20036,Washington,DC,Washington,District of Columbia,1740,2013-02,
20036,Washington,DC,Washington,District of Columbia,1740,2013-03,
20036,Washington,DC,Washington,District of Columbia,1740,2013-04,
20036,Washington,DC,Washington,District of Columbia,1740,2013-05,
20036,Washington,DC,Washington,District of Columbia,1740,2013-06,
20036,Washington,DC,Washington,District of Columbia,1740,2013-07,
20036,Washington,DC,Washington,District of Columbia,1740,2013-08,
20036,Washington,DC,Washington,District of Columbia,1740,2013-09,
20036,Washington,DC,Washington,District of Columbia,1740,2013-10,
20036,Washington,DC,Washington,District of Columbia,1740,2013-11,
20036,Washington,DC,Washington,District of Columbia,1740,2013-12,
20036,Washington,DC,Washington,District of Columbia,1740,2014-01,
20036,Washington,DC,Washington,District of Columbia,1740,2014-02,
20036,Washington,DC,Washington,District of Columbia,1740,2014-03,
20036,Washington,DC,Washington,District of Columbia,1740,2014-04,
20036,Washington,DC,Washington,District of Columbia,1740,2014-05,
20036,Washington,DC,Washington,District of Columbia,1740,2014-06,
20036,Washington,DC,Washington,District of Columbia,1740,2014-07,
20036,Washington,DC,Washington,District of Columbia,1740,2014-08,
20036,Washington,DC,Washington,District of Columbia,1740,2014-09,
20036,Washington,DC,Washington,District of Columbia,1740,2014-10,
20036,Washington,DC,Washington,District of Columbia,1740,2014-11,
20036,Washington,DC,Washington,District of Columbia,1740,2014-12,3.605313
20036,Washington,DC,Washington,District of Columbia,1740,2015-01,3.588371
20036,Washington,DC,Washington,District of Columbia,1740,2015-02,3.731343
20036,Washington,DC,Washington,District of Columbia,1740,2015-03,3.950617
20036,Washington,DC,Washington,District of Columbia,1740,2015-04,3.932584
20036,Washington,DC,Washington,District of Columbia,1740,2015-05,3.825623
20036,Washington,DC,Washington,District of Columbia,1740,2015-06,3.821792
20036,Washington,DC,Washington,District of Columbia,1740,2015-07,3.899541
20036,Washington,DC,Washington,District of Columbia,1740,2015-08,3.763891
20036,Washington,DC,Washington,District of Columbia,1740,2015-09,3.70777
20036,Washington,DC,Washington,District of Columbia,1740,2015-10,3.78555
20036,Washington,DC,Washington,District of Columbia,1740,2015-11,3.825623
20036,Washington,DC,Washington,District of Columbia,1740,2015-12,3.818998
20036,Washington,DC,Washington,District of Columbia,1740,2016-01,3.589236
20036,Washington,DC,Washington,District of Columbia,1740,2016-02,4.06746
20036,Washington,DC,Washington,District of Columbia,1740,2016-03,3.939561
20036,Washington,DC,Washington,District of Columbia,1740,2016-04,3.922925
20036,Washington,DC,Washington,District of Columbia,1740,2016-05,3.789474
20036,Washington,DC,Washington,District of Columbia,1740,2016-06,3.817148
20036,Washington,DC,Washington,District of Columbia,1740,2016-07,3.727145
20036,Washington,DC,Washington,District of Columbia,1740,2016-08,3.641802
