RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Month,PctOfHoemsDecreasingInValues
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2009-02,82.83
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2009-03,79.08
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2009-04,73.49
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2009-05,70.35
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2009-06,65.93
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2009-07,60.1
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2009-08,54.17
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2009-09,50.47
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2009-10,46.26
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2009-11,43.84
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2009-12,40.96
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2010-01,37.07
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2010-02,34.59
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2010-03,35.01
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2010-04,39.35
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2010-05,38.04
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2010-06,35.41
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2010-07,35.76
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2010-08,36.57
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2010-09,39.39
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2010-10,42.96
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2010-11,46.46
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2010-12,49.53
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2011-01,53.62
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2011-02,57.42
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2011-03,55.48
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2011-04,57.6
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2011-05,58.4
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2011-06,61.44
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2011-07,63.22
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2011-08,61.26
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2011-09,55.33
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2011-10,44.42
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2011-11,38.16
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2011-12,35.32
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2012-01,29.15
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2012-02,23.03
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2012-03,20.17
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2012-04,13.1
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2012-05,9.64
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2012-06,7.34
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2012-07,5.34
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2012-08,3.98
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2012-09,2.67
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2012-10,2.48
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2012-11,2.48
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2012-12,2.23
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2013-01,2.44
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2013-02,2.19
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2013-03,2.29
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2013-04,1.75
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2013-05,1.67
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2013-06,1.42
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2013-07,1.54
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2013-08,1.69
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2013-09,2.04
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2013-10,1.71
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2013-11,1.84
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2013-12,2.19
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2014-01,2.21
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2014-02,2.31
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2014-03,2.55
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2014-04,3.08
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2014-05,5.1
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2014-06,11.07
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2014-07,15.13
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2014-08,19.09
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2014-09,25.08
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2014-10,31.34
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2014-11,33.73
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2014-12,35.62
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2015-01,37.76
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2015-02,34.8
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2015-03,32.37
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2015-04,29.26
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2015-05,26.88
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2015-06,23.79
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2015-07,21.67
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2015-08,27.15
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2015-09,21.12
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2015-10,18.56
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2015-11,19.37
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2015-12,6.67
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2016-01,6.61
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2016-02,8.11
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2016-03,12.49
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2016-04,16.9
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2016-05,18.08
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2016-06,19.06
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2016-07,18.59
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,241,2016-08,19.77
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1997-02,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1997-03,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1997-04,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1997-05,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1997-06,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1997-07,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1997-08,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1997-09,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1997-10,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1997-11,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1997-12,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1998-01,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1998-02,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1998-03,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1998-04,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1998-05,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1998-06,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1998-07,
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1998-08,19.36
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1998-09,20.25
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1998-10,14.84
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1998-11,22.46
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1998-12,34.9
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1999-01,15.96
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1999-02,16.21
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1999-03,13.71
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1999-04,14.13
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1999-05,8.22
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1999-06,5.32
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1999-07,7.58
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1999-08,8.14
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1999-09,9.03
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1999-10,17.86
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1999-11,9.1
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,1999-12,11.23
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2000-01,25.81
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2000-02,23.76
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2000-03,30.95
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2000-04,30.21
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2000-05,24.02
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2000-06,33.92
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2000-07,30.39
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2000-08,28.91
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2000-09,30.53
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2000-10,14.33
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2000-11,12.48
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2000-12,8.71
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2001-01,3.99
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2001-02,11.13
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2001-03,10.94
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2001-04,7.65
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2001-05,10.77
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2001-06,6.49
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2001-07,5.06
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2001-08,5.11
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2001-09,4.09
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2001-10,4.7
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2001-11,6.82
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2001-12,9.26
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2002-01,9.65
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2002-02,4.79
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2002-03,6.98
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2002-04,6.22
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2002-05,6.28
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2002-06,4.11
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2002-07,4.85
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2002-08,1.88
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2002-09,2.39
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2002-10,2.24
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2002-11,2.24
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2002-12,1.77
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2003-01,1.21
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2003-02,3.35
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2003-03,2.24
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2003-04,3.35
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2003-05,5.78
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2003-06,7.85
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2003-07,7.98
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2003-08,7.06
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2003-09,8.2
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2003-10,8.69
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2003-11,6.03
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2003-12,5.76
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2004-01,4.13
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2004-02,1.89
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2004-03,2.36
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2004-04,1.57
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2004-05,0.98
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2004-06,1.06
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2004-07,0.86
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2004-08,1.42
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2004-09,0.7
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2004-10,0.8
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2004-11,1.03
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2004-12,0.75
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2005-01,1.16
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2005-02,0.94
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2005-03,1.01
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2005-04,1.05
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2005-05,1.16
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2005-06,0.99
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2005-07,1.04
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2005-08,1.01
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2005-09,2.21
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2005-10,3.27
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2005-11,2.75
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2005-12,2.81
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2006-01,2.85
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2006-02,3.08
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2006-03,3.29
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2006-04,4.8
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2006-05,7.96
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2006-06,17.3
121685,Capitol Hill,Washington,DC,Washington,District of Columbia,311,2006-07,27.86
