RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Month,MedianSoldPrice
66133,20009,Washington,DC,Washington,District of Columbia,33,2010-09,459750
66133,20009,Washington,DC,Washington,District of Columbia,33,2010-10,427250
66133,20009,Washington,DC,Washington,District of Columbia,33,2010-11,448250
66133,20009,Washington,DC,Washington,District of Columbia,33,2010-12,487050
66133,20009,Washington,DC,Washington,District of Columbia,33,2011-01,477950
66133,20009,Washington,DC,Washington,District of Columbia,33,2011-02,490500
66133,20009,Washington,DC,Washington,District of Columbia,33,2011-03,468500
66133,20009,Washington,DC,Washington,District of Columbia,33,2011-04,456750
66133,20009,Washington,DC,Washington,District of Columbia,33,2011-05,458400
66133,20009,Washington,DC,Washington,District of Columbia,33,2011-06,456400
66133,20009,Washington,DC,Washington,District of Columbia,33,2011-07,440000
66133,20009,Washington,DC,Washington,District of Columbia,33,2011-08,457050
66133,20009,Washington,DC,Washington,District of Columbia,33,2011-09,438925
66133,20009,Washington,DC,Washington,District of Columbia,33,2011-10,426287.5
66133,20009,Washington,DC,Washington,District of Columbia,33,2011-11,408837
66133,20009,Washington,DC,Washington,District of Columbia,33,2011-12,425499.7
66133,20009,Washington,DC,Washington,District of Columbia,33,2012-01,450800
66133,20009,Washington,DC,Washington,District of Columbia,33,2012-02,459235
66133,20009,Washington,DC,Washington,District of Columbia,33,2012-03,463850
66133,20009,Washington,DC,Washington,District of Columbia,33,2012-04,456400
66133,20009,Washington,DC,Washington,District of Columbia,33,2012-05,443000
66133,20009,Washington,DC,Washington,District of Columbia,33,2012-06,458250
66133,20009,Washington,DC,Washington,District of Columbia,33,2012-07,453650
66133,20009,Washington,DC,Washington,District of Columbia,33,2012-08,443850
66133,20009,Washington,DC,Washington,District of Columbia,33,2012-09,415650
66133,20009,Washington,DC,Washington,District of Columbia,33,2012-10,407750
66133,20009,Washington,DC,Washington,District of Columbia,33,2012-11,446311.5
66133,20009,Washington,DC,Washington,District of Columbia,33,2012-12,448095.6
66133,20009,Washington,DC,Washington,District of Columbia,33,2013-01,435331
66133,20009,Washington,DC,Washington,District of Columbia,33,2013-02,440410
66133,20009,Washington,DC,Washington,District of Columbia,33,2013-03,433975
66133,20009,Washington,DC,Washington,District of Columbia,33,2013-04,458455
66133,20009,Washington,DC,Washington,District of Columbia,33,2013-05,933245
66133,20009,Washington,DC,Washington,District of Columbia,33,2013-06,803900
66133,20009,Washington,DC,Washington,District of Columbia,33,2013-07,595500
66133,20009,Washington,DC,Washington,District of Columbia,33,2013-08,451500
66133,20009,Washington,DC,Washington,District of Columbia,33,2013-09,473950
66133,20009,Washington,DC,Washington,District of Columbia,33,2013-10,460150
66133,20009,Washington,DC,Washington,District of Columbia,33,2013-11,469225
66133,20009,Washington,DC,Washington,District of Columbia,33,2013-12,464775
66133,20009,Washington,DC,Washington,District of Columbia,33,2014-01,431250
66133,20009,Washington,DC,Washington,District of Columbia,33,2014-02,433300
66133,20009,Washington,DC,Washington,District of Columbia,33,2014-03,454985
66133,20009,Washington,DC,Washington,District of Columbia,33,2014-04,501065
66133,20009,Washington,DC,Washington,District of Columbia,33,2014-05,518650
66133,20009,Washington,DC,Washington,District of Columbia,33,2014-06,522450
66133,20009,Washington,DC,Washington,District of Columbia,33,2014-07,479350
66133,20009,Washington,DC,Washington,District of Columbia,33,2014-08,478215
66133,20009,Washington,DC,Washington,District of Columbia,33,2014-09,490185
66133,20009,Washington,DC,Washington,District of Columbia,33,2014-10,497715
66133,20009,Washington,DC,Washington,District of Columbia,33,2014-11,487985
66133,20009,Washington,DC,Washington,District of Columbia,33,2014-12,486100
66133,20009,Washington,DC,Washington,District of Columbia,33,2015-01,432050
66133,20009,Washington,DC,Washington,District of Columbia,33,2015-02,405999.5
66133,20009,Washington,DC,Washington,District of Columbia,33,2015-03,421849.7
66133,20009,Washington,DC,Washington,District of Columbia,33,2015-04,434999.9
66133,20009,Washington,DC,Washington,District of Columbia,33,2015-05,464750
66133,20009,Washington,DC,Washington,District of Columbia,33,2015-06,475000
66133,20009,Washington,DC,Washington,District of Columbia,33,2015-07,502775
66133,20009,Washington,DC,Washington,District of Columbia,33,2015-08,480225
66133,20009,Washington,DC,Washington,District of Columbia,33,2015-09,468750
66133,20009,Washington,DC,Washington,District of Columbia,33,2015-10,480225
66133,20009,Washington,DC,Washington,District of Columbia,33,2015-11,498732.5
66133,20009,Washington,DC,Washington,District of Columbia,33,2015-12,502792.5
66133,20009,Washington,DC,Washington,District of Columbia,33,2016-01,496200
66133,20009,Washington,DC,Washington,District of Columbia,33,2016-02,534000
66133,20009,Washington,DC,Washington,District of Columbia,33,2016-03,534750
66133,20009,Washington,DC,Washington,District of Columbia,33,2016-04,492800
66133,20009,Washington,DC,Washington,District of Columbia,33,2016-05,491435
66133,20009,Washington,DC,Washington,District of Columbia,33,2016-06,496690
66126,20002,Washington,DC,Washington,District of Columbia,42,1996-04,
66126,20002,Washington,DC,Washington,District of Columbia,42,1996-05,
66126,20002,Washington,DC,Washington,District of Columbia,42,1996-06,
66126,20002,Washington,DC,Washington,District of Columbia,42,1996-07,
66126,20002,Washington,DC,Washington,District of Columbia,42,1996-08,
66126,20002,Washington,DC,Washington,District of Columbia,42,1996-09,
66126,20002,Washington,DC,Washington,District of Columbia,42,1996-10,
66126,20002,Washington,DC,Washington,District of Columbia,42,1996-11,
66126,20002,Washington,DC,Washington,District of Columbia,42,1996-12,
66126,20002,Washington,DC,Washington,District of Columbia,42,1997-01,
66126,20002,Washington,DC,Washington,District of Columbia,42,1997-02,
66126,20002,Washington,DC,Washington,District of Columbia,42,1997-03,
66126,20002,Washington,DC,Washington,District of Columbia,42,1997-04,
66126,20002,Washington,DC,Washington,District of Columbia,42,1997-05,
66126,20002,Washington,DC,Washington,District of Columbia,42,1997-06,
66126,20002,Washington,DC,Washington,District of Columbia,42,1997-07,100000
66126,20002,Washington,DC,Washington,District of Columbia,42,1997-08,88235.29
66126,20002,Washington,DC,Washington,District of Columbia,42,1997-09,97000
66126,20002,Washington,DC,Washington,District of Columbia,42,1997-10,107390.5
66126,20002,Washington,DC,Washington,District of Columbia,42,1997-11,118513.4
66126,20002,Washington,DC,Washington,District of Columbia,42,1997-12,121177.2
66126,20002,Washington,DC,Washington,District of Columbia,42,1998-01,115950
66126,20002,Washington,DC,Washington,District of Columbia,42,1998-02,104059
66126,20002,Washington,DC,Washington,District of Columbia,42,1998-03,105136.3
66126,20002,Washington,DC,Washington,District of Columbia,42,1998-04,
66126,20002,Washington,DC,Washington,District of Columbia,42,1998-05,99053.85
66126,20002,Washington,DC,Washington,District of Columbia,42,1998-06,112852.9
66126,20002,Washington,DC,Washington,District of Columbia,42,1998-07,122450
66126,20002,Washington,DC,Washington,District of Columbia,42,1998-08,128787.5
66126,20002,Washington,DC,Washington,District of Columbia,42,1998-09,138431
66126,20002,Washington,DC,Washington,District of Columbia,42,1998-10,
66126,20002,Washington,DC,Washington,District of Columbia,42,1998-11,
66126,20002,Washington,DC,Washington,District of Columbia,42,1998-12,
66126,20002,Washington,DC,Washington,District of Columbia,42,1999-01,105000
66126,20002,Washington,DC,Washington,District of Columbia,42,1999-02,122352.9
66126,20002,Washington,DC,Washington,District of Columbia,42,1999-03,125325
66126,20002,Washington,DC,Washington,District of Columbia,42,1999-04,123925
66126,20002,Washington,DC,Washington,District of Columbia,42,1999-05,120750
66126,20002,Washington,DC,Washington,District of Columbia,42,1999-06,125500
66126,20002,Washington,DC,Washington,District of Columbia,42,1999-07,131350
66126,20002,Washington,DC,Washington,District of Columbia,42,1999-08,135650
66126,20002,Washington,DC,Washington,District of Columbia,42,1999-09,
66126,20002,Washington,DC,Washington,District of Columbia,42,1999-10,
66126,20002,Washington,DC,Washington,District of Columbia,42,1999-11,
66126,20002,Washington,DC,Washington,District of Columbia,42,1999-12,99900
66126,20002,Washington,DC,Washington,District of Columbia,42,2000-01,115252.9
66126,20002,Washington,DC,Washington,District of Columbia,42,2000-02,114885
66126,20002,Washington,DC,Washington,District of Columbia,42,2000-03,106960
66126,20002,Washington,DC,Washington,District of Columbia,42,2000-04,111540
66126,20002,Washington,DC,Washington,District of Columbia,42,2000-05,115472
66126,20002,Washington,DC,Washington,District of Columbia,42,2000-06,122545.4
66126,20002,Washington,DC,Washington,District of Columbia,42,2000-07,117976.6
66126,20002,Washington,DC,Washington,District of Columbia,42,2000-08,116637.5
66126,20002,Washington,DC,Washington,District of Columbia,42,2000-09,114171.3
66126,20002,Washington,DC,Washington,District of Columbia,42,2000-10,110066.3
66126,20002,Washington,DC,Washington,District of Columbia,42,2000-11,118050
66126,20002,Washington,DC,Washington,District of Columbia,42,2000-12,123700
66126,20002,Washington,DC,Washington,District of Columbia,42,2001-01,123585
66126,20002,Washington,DC,Washington,District of Columbia,42,2001-02,114599.5
66126,20002,Washington,DC,Washington,District of Columbia,42,2001-03,120535.5
66126,20002,Washington,DC,Washington,District of Columbia,42,2001-04,121550
66126,20002,Washington,DC,Washington,District of Columbia,42,2001-05,117500
66126,20002,Washington,DC,Washington,District of Columbia,42,2001-06,124700
66126,20002,Washington,DC,Washington,District of Columbia,42,2001-07,128800
66126,20002,Washington,DC,Washington,District of Columbia,42,2001-08,125325
66126,20002,Washington,DC,Washington,District of Columbia,42,2001-09,126200
66126,20002,Washington,DC,Washington,District of Columbia,42,2001-10,133390
66126,20002,Washington,DC,Washington,District of Columbia,42,2001-11,137485
66126,20002,Washington,DC,Washington,District of Columbia,42,2001-12,129300
66126,20002,Washington,DC,Washington,District of Columbia,42,2002-01,130200
