RegionID,RegionName,City,County,State,Metro,SizeRank,Month,PriceCut
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2012-04,77500
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2012-05,100000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2012-06,45000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2012-07,21000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2012-08,51000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2012-09,25000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2012-10,43500
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2012-11,100000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2012-12,85050
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2013-01,50000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2013-02,25000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2013-03,19550
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2013-04,20000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2013-05,30000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2013-06,30000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2013-07,30000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2013-08,52450
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2013-09,54500
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2013-10,26000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2013-11,49550
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2013-12,13000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2014-01,25000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2014-02,50500
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2014-03,24050
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2014-04,39901
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2014-05,26000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2014-06,49000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2014-07,25000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2014-08,72500
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2014-09,30000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2014-10,54000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2014-11,67500
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2014-12,14000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2015-01,50000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2015-02,50000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2015-03,27000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2015-04,46000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2015-05,17000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2015-06,49500
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2015-07,55000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2015-08,50000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2015-09,25000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2015-10,55100
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2015-11,28000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2015-12,26500
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2016-01,30000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2016-02,97000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2016-03,40000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2016-04,25000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2016-05,30000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2016-06,30000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2016-07,50000
121729,Georgetown,Washington,District of Columbia,DC,Washington,777,2016-08,66000
