RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Month,UnsoldReos
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2006-02,65.6
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2006-03,62.2
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2006-04,59.2
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2006-05,56.7
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2006-06,54.7
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2006-07,53.8
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2006-08,52.7
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2006-09,52
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2006-10,51.6
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2006-11,51.6
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2006-12,51.8
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2007-01,52.3
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2007-02,52.9
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2007-03,53.8
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2007-04,54.8
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2007-05,55.9
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2007-06,57.2
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2007-07,58.5
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2007-08,59.9
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2007-09,61.4
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2007-10,62.9
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2007-11,64.4
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2007-12,66
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2008-01,67.8
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2008-02,69.6
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2008-03,71.5
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2008-04,73.6
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2008-05,75.6
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2008-06,77.6
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2008-07,79.9
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2008-08,82.4
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2008-09,84.9
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2008-10,87.4
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2008-11,89.9
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2008-12,92.6
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2009-01,94.8
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2009-02,96.9
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2009-03,99
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2009-04,100.6
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2009-05,101.9
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2009-06,102.7
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2009-07,103.2
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2009-08,103.3
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2009-09,102.8
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2009-10,102
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2009-11,101.3
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2009-12,100.2
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2010-01,99.4
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2010-02,98.3
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2010-03,97.3
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2010-04,96.4
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2010-05,95.8
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2010-06,95.5
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2010-07,95.7
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2010-08,97.2
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2010-09,98.2
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2010-10,98.9
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2010-11,99.5
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2010-12,100.2
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2011-01,100.9
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2011-02,101.2
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2011-03,101.4
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2011-04,100.6
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2011-05,99.1
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2011-06,97
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2011-07,94
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2011-08,90
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2011-09,85.5
121697,Columbia Heights,Washington,DC,Washington,District of Columbia,267,2011-10,80.4
